JURISDICTI3,Sample Type,Parameter,Units,LoadsPoundsQUns,LoadQUns_j
ORANGE CO,Total,Methoxychlor,ng/L,0.008633269039902622,0.008633269039902622
ORANGE CO,Total,Methyl parathion,ng/L,0.0034533076159610487,0.0034533076159610487
ORANGE CO,Total,Mevinphos,ng/L,0.017266538079805244,0.017266538079805244
ORANGE CO,Total,Mirex,ng/L,0.008633269039902622,0.008633269039902622
ORANGE CO,Total,Naphthalene,ng/L,0.011154183599554186,0.011154183599554186
ORANGE CO,Total,Nickel,ug/L,140.02586831452726,140.02586831452726
ORANGE CO,Dissolved,Nickel,ug/L,140.02586831452726,140.02586831452726
ORANGE CO,Total,Nitrate+Nitrite Nitrogen,mg/L,10834.177093808463,10834.177093808463
ORANGE CO,Total,Orthophosphate as P,mg/L,799.7644606839792,799.7644606839792
ORANGE CO,Total,Phenanthrene,ng/L,0.008633269039902622,0.008633269039902622
ORANGE CO,Total,Phorate,ng/L,0.017266538079805244,0.017266538079805244
ORANGE CO,Total,Phosphorus as PO4,mg/L,3395.752489028365,3395.752489028365
ORANGE CO,Total,Pyrene,ng/L,0.03903831440320275,0.03903831440320275
ORANGE CO,Total,Selenium,ug/L,49.36963678031781,49.36963678031781
ORANGE CO,Dissolved,Selenium,ug/L,49.36963678031781,49.36963678031781
ORANGE CO,Total,Silver,ug/L,0.3453307615961049,0.3453307615961049
ORANGE CO,Dissolved,Silver,ug/L,0.3453307615961049,0.3453307615961049
ORANGE CO,Total,Specific Conductivity,NA,NA,NA
ORANGE CO,Total,Sulfate as SO4,mg/L,2779912.630848644,2779912.630848644
ORANGE CO,Total,Tetrachlorvinphos (Stirofos),ng/L,0.0069066152319220975,0.0069066152319220975
ORANGE CO,Total,Thallium,ug/L,0.3687241357687443,0.3687241357687443
ORANGE CO,Dissolved,Thallium,ug/L,0.3687241357687443,0.3687241357687443
ORANGE CO,Total,TOC,mg/L,28017.83579083064,28017.83579083064
ORANGE CO,Total,Tokuthion,ng/L,0.010359922847883144,0.010359922847883144
ORANGE CO,Total,Total Coliform,CFU/100 mL,NA,NA
ORANGE CO,Total,Total Dissolved Solids (TDS),mg/L,7596125.652575654,7596125.652575654
ORANGE CO,Total,Total Kjeldahl Nitrogen,mg/L,6961.868153777475,6961.868153777475
ORANGE CO,Total,Total Suspended Solids,mg/L,30583.355573855035,30583.355573855035
ORANGE CO,Total,Toxaphene,ng/L,0.04316634519951311,0.04316634519951311
ORANGE CO,Total,trans-Nonachlor,ng/L,0.0034533076159610487,0.0034533076159610487
ORANGE CO,Total,Trichloronate,ng/L,0.0034533076159610487,0.0034533076159610487
ORANGE CO,Total,Volatile Suspended Solids,mg/L,20992.475244394795,20992.475244394795
ORANGE CO,Total,Zinc,ug/L,49.93664565712096,49.93664565712096
ORANGE CO,Dissolved,Zinc,ug/L,49.93664565712096,49.93664565712096
DANA POINT,Total,"2,4'-DDD",ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,"2,4'-DDE",ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,"2,4'-DDT",ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,"4,4'-DDD",ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,"4,4'-DDE",ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,"4,4'-DDT",ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Acenaphthene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Acenaphthylene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Aldrin,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,BHC-alpha,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,alpha Chlordane,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,"Ammonia, as Nitrogen",mg/L,15.136732532814245,15.136732532814245
DANA POINT,Total,Anthracene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,"Arsenic, Total",ug/L,0.42572060248540067,0.42572060248540067
DANA POINT,Dissolved,"Arsenic, Total",ug/L,0.42572060248540067,0.42572060248540067
DANA POINT,Total,Azinphos Methyl,ng/L,0.0012613943777345204,0.0012613943777345204
DANA POINT,Total,Benz[a]anthracene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Benzo[a]pyrene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Benzo[b]fluoranthene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,"Benzo(g,h,i)perylene",ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Benzo(k)fluoranthene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,BHC-beta,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Biphenyl,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Bolstar (Sulprofos),ng/L,5.045577510938082e-4,5.045577510938082e-4
DANA POINT,Total,Cadmium,ug/L,0.4460484580342762,0.4460484580342762
DANA POINT,Dissolved,Cadmium,ug/L,0.4460484580342762,0.4460484580342762
DANA POINT,Total,Calcium,ug/L,56.04795685067052,56.04795685067052
DANA POINT,Total,Chlorpyrifos,ng/L,1.2613943777345206e-4,1.2613943777345206e-4
DANA POINT,Total,Chromium,ug/L,0.10742875450372334,0.10742875450372334
DANA POINT,Dissolved,Chromium,ug/L,0.10742875450372334,0.10742875450372334
DANA POINT,Total,Chrysene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Copper,ug/L,1.8899892426388896,1.8899892426388896
DANA POINT,Dissolved,Copper,ug/L,1.8899892426388896,1.8899892426388896
DANA POINT,Total,delta BHC,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Demeton,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Diazinon,ng/L,1.2613943777345206e-4,1.2613943777345206e-4
DANA POINT,Total,"Dibenz(a,h)anthracene",ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Dibenzothiophene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Dichlorvos,ng/L,7.568366266407122e-4,7.568366266407122e-4
DANA POINT,Total,Dieldrin,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Dimethoate,ng/L,0.0012613943777345204,0.0012613943777345204
DANA POINT,Total,Disulfoton,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,DOC,ng/L,0.0020119240324865603,0.0020119240324865603
DANA POINT,Total,E. coli,CFU/100 mL,1778268302803.2883,1778268302803.2883
DANA POINT,Total,Endosulfan I,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Endosulfan II,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Endosulfan sulfate,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Endrin,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Endrin aldehyde,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Enterococcus,CFU/100 mL,3310508494214.8735,3310508494214.8735
DANA POINT,Total,Ethoprop,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Ethyl parathion,ng/L,0.002522788755469041,0.002522788755469041
DANA POINT,Total,Fecal coliforms,CFU/100 mL,3375734551653.604,3375734551653.604
DANA POINT,Total,Fenchlorophos,ng/L,5.045577510938082e-4,5.045577510938082e-4
DANA POINT,Total,Fensulfothion,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Fenthion,ng/L,5.045577510938082e-4,5.045577510938082e-4
DANA POINT,Total,Fluoranthene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Fluorene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,gamma BHC,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,gamma Chlordane,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Hardness,NA,NA,NA
DANA POINT,Total,Heptachlor,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Heptachlor epoxide,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Hexavalent chromium,ug/L,0.0751430650736136,0.0751430650736136
DANA POINT,Dissolved,Hexavalent chromium,ug/L,0.0751430650736136,0.0751430650736136
DANA POINT,Total,"Indeno(1,2,3-cd)pyrene",ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Iron,ug/L,22.3537103654239,22.3537103654239
DANA POINT,Dissolved,Iron,ug/L,22.3537103654239,22.3537103654239
DANA POINT,Total,Lead,ug/L,0.046851791172996475,0.046851791172996475
DANA POINT,Dissolved,Lead,ug/L,0.046851791172996475,0.046851791172996475
DANA POINT,Total,Magnesium,mg/L,36307.13483912528,36307.13483912528
DANA POINT,Total,Malathion,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Manganese,ug/L,73.26809243070963,73.26809243070963
DANA POINT,Dissolved,Manganese,ug/L,73.26809243070963,73.26809243070963
DANA POINT,Total,MBAS,mg/L,27.948895426660588,27.948895426660588
DANA POINT,Total,Mercury,ug/L,0.006306971888672604,0.006306971888672604
DANA POINT,Dissolved,Mercury,ug/L,0.006306971888672604,0.006306971888672604
DANA POINT,Total,Merphos,ng/L,0.0016867996316254877,0.0016867996316254877
DANA POINT,Total,Methoxychlor,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Methyl parathion,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Mevinphos,ng/L,0.0012613943777345204,0.0012613943777345204
DANA POINT,Total,Mirex,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Naphthalene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Nickel,ug/L,6.9176969998924,6.9176969998924
DANA POINT,Dissolved,Nickel,ug/L,6.9176969998924,6.9176969998924
DANA POINT,Total,Nitrate+Nitrite Nitrogen,mg/L,438.7850442547939,438.7850442547939
DANA POINT,Total,Orthophosphate as P,mg/L,54.02972584629529,54.02972584629529
DANA POINT,Total,Phenanthrene,ng/L,8.312588949270489e-4,8.312588949270489e-4
DANA POINT,Total,Phorate,ng/L,0.0012613943777345204,0.0012613943777345204
DANA POINT,Total,Phosphorus as PO4,mg/L,164.19150150177677,164.19150150177677
DANA POINT,Total,Pyrene,ng/L,6.306971888672602e-4,6.306971888672602e-4
DANA POINT,Total,Selenium,ug/L,2.112835582705322,2.112835582705322
DANA POINT,Dissolved,Selenium,ug/L,2.112835582705322,2.112835582705322
DANA POINT,Total,Silver,ug/L,0.025227887554690416,0.025227887554690416
DANA POINT,Dissolved,Silver,ug/L,0.025227887554690416,0.025227887554690416
DANA POINT,Total,Specific Conductivity,NA,NA,NA
DANA POINT,Total,Sulfate as SO4,mg/L,229153.31195510458,229153.31195510458
DANA POINT,Total,Tetrachlorvinphos (Stirofos),ng/L,5.045577510938082e-4,5.045577510938082e-4
DANA POINT,Total,Thallium,ug/L,0.025227887554690416,0.025227887554690416
DANA POINT,Dissolved,Thallium,ug/L,0.025227887554690416,0.025227887554690416
DANA POINT,Total,TOC,mg/L,2150.677414037357,2150.677414037357
DANA POINT,Total,Tokuthion,ng/L,7.568366266407122e-4,7.568366266407122e-4
DANA POINT,Total,Total Coliform,CFU/100 mL,NA,NA
DANA POINT,Total,Total Dissolved Solids (TDS),mg/L,744222.682863367,744222.682863367
DANA POINT,Total,Total Kjeldahl Nitrogen,mg/L,372.11134143168357,372.11134143168357
DANA POINT,Total,Total Suspended Solids,mg/L,1370.7152238048457,1370.7152238048457
DANA POINT,Total,Toxaphene,ng/L,0.003153485944336301,0.003153485944336301
DANA POINT,Total,trans-Nonachlor,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Trichloronate,ng/L,2.522788755469041e-4,2.522788755469041e-4
DANA POINT,Total,Volatile Suspended Solids,mg/L,814.5003696228619,814.5003696228619
DANA POINT,Total,Zinc,ug/L,4.5229998401623535,4.5229998401623535
DANA POINT,Dissolved,Zinc,ug/L,4.5229998401623535,4.5229998401623535
ALISO VIEJO,Total,"2,4'-DDD",ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,"2,4'-DDE",ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,"2,4'-DDT",ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,"4,4'-DDD",ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,"4,4'-DDE",ng/L,5.235631528898439e-4,5.235631528898439e-4
ALISO VIEJO,Total,"4,4'-DDT",ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Acenaphthene,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Acenaphthylene,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Aldrin,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,BHC-alpha,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,alpha Chlordane,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,"Ammonia, as Nitrogen",mg/L,216.9227865955508,216.9227865955508
ALISO VIEJO,Total,Anthracene,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,"Arsenic, Total",ug/L,3.941202716167465,3.941202716167465
ALISO VIEJO,Dissolved,"Arsenic, Total",ug/L,3.941202716167465,3.941202716167465
ALISO VIEJO,Total,Azinphos Methyl,ng/L,0.00231665111898161,0.00231665111898161
ALISO VIEJO,Total,Benz[a]anthracene,ng/L,0.0020502362402987253,0.0020502362402987253
ALISO VIEJO,Total,Benzo[a]pyrene,ng/L,0.0017143218280463919,0.0017143218280463919
ALISO VIEJO,Total,Benzo[b]fluoranthene,ng/L,0.0029328803166307187,0.0029328803166307187
ALISO VIEJO,Total,"Benzo(g,h,i)perylene",ng/L,0.003667258721347889,0.003667258721347889
ALISO VIEJO,Total,Benzo(k)fluoranthene,ng/L,0.0026919486002566317,0.0026919486002566317
ALISO VIEJO,Total,BHC-beta,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Biphenyl,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Bolstar (Sulprofos),ng/L,9.266604475926441e-4,9.266604475926441e-4
ALISO VIEJO,Total,Cadmium,ug/L,0.6198489650225172,0.6198489650225172
ALISO VIEJO,Dissolved,Cadmium,ug/L,0.6198489650225172,0.6198489650225172
ALISO VIEJO,Total,Calcium,ug/L,104.35065384062793,104.35065384062793
ALISO VIEJO,Total,Chlorpyrifos,ng/L,2.3166511189816102e-4,2.3166511189816102e-4
ALISO VIEJO,Total,Chromium,ug/L,0.5055447552977649,0.5055447552977649
ALISO VIEJO,Dissolved,Chromium,ug/L,0.5055447552977649,0.5055447552977649
ALISO VIEJO,Total,Chrysene,ng/L,0.002337243573372558,0.002337243573372558
ALISO VIEJO,Total,Copper,ug/L,2.1544855406528973,2.1544855406528973
ALISO VIEJO,Dissolved,Copper,ug/L,2.1544855406528973,2.1544855406528973
ALISO VIEJO,Total,delta BHC,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Demeton,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Diazinon,ng/L,4.257489945328426e-4,4.257489945328426e-4
ALISO VIEJO,Total,"Dibenz(a,h)anthracene",ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Dibenzothiophene,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Dichlorvos,ng/L,0.0013899906713889661,0.0013899906713889661
ALISO VIEJO,Total,Dieldrin,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Dimethoate,ng/L,0.00231665111898161,0.00231665111898161
ALISO VIEJO,Total,Disulfoton,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,DOC,ng/L,0.0022268808881210733,0.0022268808881210733
ALISO VIEJO,Total,E. coli,CFU/100 mL,8138961798616.909,8138961798616.909
ALISO VIEJO,Total,Endosulfan I,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Endosulfan II,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Endosulfan sulfate,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Endrin,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Endrin aldehyde,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Enterococcus,CFU/100 mL,12803695996074.465,12803695996074.465
ALISO VIEJO,Total,Ethoprop,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Ethyl parathion,ng/L,0.00463330223796322,0.00463330223796322
ALISO VIEJO,Total,Fecal coliforms,CFU/100 mL,15234898436573.572,15234898436573.572
ALISO VIEJO,Total,Fenchlorophos,ng/L,9.266604475926441e-4,9.266604475926441e-4
ALISO VIEJO,Total,Fensulfothion,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Fenthion,ng/L,9.266604475926441e-4,9.266604475926441e-4
ALISO VIEJO,Total,Fluoranthene,ng/L,0.0038363742530335464,0.0038363742530335464
ALISO VIEJO,Total,Fluorene,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,gamma BHC,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,gamma Chlordane,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Hardness,NA,NA,NA
ALISO VIEJO,Total,Heptachlor,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Heptachlor epoxide,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Hexavalent chromium,ug/L,0.28031478539677485,0.28031478539677485
ALISO VIEJO,Dissolved,Hexavalent chromium,ug/L,0.28031478539677485,0.28031478539677485
ALISO VIEJO,Total,"Indeno(1,2,3-cd)pyrene",ng/L,0.002415340456650227,0.002415340456650227
ALISO VIEJO,Total,Iron,ug/L,67.64621267426303,67.64621267426303
ALISO VIEJO,Dissolved,Iron,ug/L,67.64621267426303,67.64621267426303
ALISO VIEJO,Total,Lead,ug/L,0.10193264923519087,0.10193264923519087
ALISO VIEJO,Dissolved,Lead,ug/L,0.10193264923519087,0.10193264923519087
ALISO VIEJO,Total,Magnesium,mg/L,35369.470959051745,35369.470959051745
ALISO VIEJO,Total,Malathion,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Manganese,ug/L,61.014798846178174,61.014798846178174
ALISO VIEJO,Dissolved,Manganese,ug/L,61.014798846178174,61.014798846178174
ALISO VIEJO,Total,MBAS,mg/L,29.3442475071004,29.3442475071004
ALISO VIEJO,Total,Mercury,ug/L,0.01394334392237057,0.01394334392237057
ALISO VIEJO,Dissolved,Mercury,ug/L,0.01394334392237057,0.01394334392237057
ALISO VIEJO,Total,Merphos,ng/L,0.00231665111898161,0.00231665111898161
ALISO VIEJO,Total,Methoxychlor,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Methyl parathion,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Mevinphos,ng/L,0.00231665111898161,0.00231665111898161
ALISO VIEJO,Total,Mirex,ng/L,0.001158325559490805,0.001158325559490805
ALISO VIEJO,Total,Naphthalene,ng/L,0.0015509979241581883,0.0015509979241581883
ALISO VIEJO,Total,Nickel,ug/L,4.144080031072399,4.144080031072399
ALISO VIEJO,Dissolved,Nickel,ug/L,4.144080031072399,4.144080031072399
ALISO VIEJO,Total,Nitrate+Nitrite Nitrogen,mg/L,2427.8503726927283,2427.8503726927283
ALISO VIEJO,Total,Orthophosphate as P,mg/L,94.49040751546244,94.49040751546244
ALISO VIEJO,Total,Phenanthrene,ng/L,0.0017982360796895032,0.0017982360796895032
ALISO VIEJO,Total,Phorate,ng/L,0.00231665111898161,0.00231665111898161
ALISO VIEJO,Total,Phosphorus as PO4,mg/L,361.39757456113125,361.39757456113125
ALISO VIEJO,Total,Pyrene,ng/L,0.0052499947658361254,0.0052499947658361254
ALISO VIEJO,Total,Selenium,ug/L,6.464743650358128,6.464743650358128
ALISO VIEJO,Dissolved,Selenium,ug/L,6.464743650358128,6.464743650358128
ALISO VIEJO,Total,Silver,ug/L,0.04633302237963221,0.04633302237963221
ALISO VIEJO,Dissolved,Silver,ug/L,0.04633302237963221,0.04633302237963221
ALISO VIEJO,Total,Specific Conductivity,NA,NA,NA
ALISO VIEJO,Total,Sulfate as SO4,mg/L,311010.41272328125,311010.41272328125
ALISO VIEJO,Total,Tetrachlorvinphos (Stirofos),ng/L,9.266604475926441e-4,9.266604475926441e-4
ALISO VIEJO,Total,Thallium,ug/L,0.04633302237963221,0.04633302237963221
ALISO VIEJO,Dissolved,Thallium,ug/L,0.04633302237963221,0.04633302237963221
ALISO VIEJO,Total,TOC,mg/L,2351.4008857663343,2351.4008857663343
ALISO VIEJO,Total,Tokuthion,ng/L,0.0013899906713889661,0.0013899906713889661
ALISO VIEJO,Total,Total Coliform,CFU/100 mL,NA,NA
ALISO VIEJO,Total,Total Dissolved Solids (TDS),mg/L,929266.6801014986,929266.6801014986
ALISO VIEJO,Total,Total Kjeldahl Nitrogen,mg/L,578.0044541859119,578.0044541859119
ALISO VIEJO,Total,Total Suspended Solids,mg/L,5137.817370541438,5137.817370541438
ALISO VIEJO,Total,Toxaphene,ng/L,0.005791627797454025,0.005791627797454025
ALISO VIEJO,Total,trans-Nonachlor,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Trichloronate,ng/L,4.6333022379632205e-4,4.6333022379632205e-4
ALISO VIEJO,Total,Volatile Suspended Solids,mg/L,3706.6417903705765,3706.6417903705765
ALISO VIEJO,Total,Zinc,ug/L,7.5346319726878095,7.5346319726878095
ALISO VIEJO,Dissolved,Zinc,ug/L,7.5346319726878095,7.5346319726878095
LAGUNA WOODS,Total,"2,4'-DDD",ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,"2,4'-DDE",ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,"2,4'-DDT",ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,"4,4'-DDD",ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,"4,4'-DDE",ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,"4,4'-DDT",ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,Acenaphthene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Acenaphthylene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Aldrin,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,BHC-alpha,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,alpha Chlordane,ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,"Ammonia, as Nitrogen",mg/L,52.63112735794091,52.63112735794091
LAGUNA WOODS,Total,Anthracene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,"Arsenic, Total",ug/L,0.9609167949442243,0.9609167949442243
LAGUNA WOODS,Dissolved,"Arsenic, Total",ug/L,0.9609167949442243,0.9609167949442243
LAGUNA WOODS,Total,Azinphos Methyl,ng/L,7.974413236051652e-4,7.974413236051652e-4
LAGUNA WOODS,Total,Benz[a]anthracene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Benzo[a]pyrene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Benzo[b]fluoranthene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,"Benzo(g,h,i)perylene",ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Benzo(k)fluoranthene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,BHC-beta,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Biphenyl,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Bolstar (Sulprofos),ng/L,3.189765294420661e-4,3.189765294420661e-4
LAGUNA WOODS,Total,Cadmium,ug/L,0.07535820508068812,0.07535820508068812
LAGUNA WOODS,Dissolved,Cadmium,ug/L,0.07535820508068812,0.07535820508068812
LAGUNA WOODS,Total,Calcium,ug/L,43.14157560703945,43.14157560703945
LAGUNA WOODS,Total,Chlorpyrifos,ng/L,7.974413236051652e-5,7.974413236051652e-5
LAGUNA WOODS,Total,Chromium,ug/L,0.08213645633133204,0.08213645633133204
LAGUNA WOODS,Dissolved,Chromium,ug/L,0.08213645633133204,0.08213645633133204
LAGUNA WOODS,Total,Chrysene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Copper,ug/L,0.5342856868154608,0.5342856868154608
LAGUNA WOODS,Dissolved,Copper,ug/L,0.5342856868154608,0.5342856868154608
LAGUNA WOODS,Total,delta BHC,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Demeton,ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,Diazinon,ng/L,7.974413236051652e-5,7.974413236051652e-5
LAGUNA WOODS,Total,"Dibenz(a,h)anthracene",ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Dibenzothiophene,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Dichlorvos,ng/L,4.7846479416309917e-4,4.7846479416309917e-4
LAGUNA WOODS,Total,Dieldrin,ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,Dimethoate,ng/L,7.974413236051652e-4,7.974413236051652e-4
LAGUNA WOODS,Total,Disulfoton,ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,DOC,ng/L,4.8643920739915083e-4,4.8643920739915083e-4
LAGUNA WOODS,Total,E. coli,CFU/100 mL,3819689331286.9014,3819689331286.9014
LAGUNA WOODS,Total,Endosulfan I,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Endosulfan II,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Endosulfan sulfate,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Endrin,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Endrin aldehyde,ng/L,3.987206618025826e-4,3.987206618025826e-4
LAGUNA WOODS,Total,Enterococcus,CFU/100 mL,578740807770.7427,578740807770.7427
LAGUNA WOODS,Total,Ethoprop,ng/L,1.5948826472103305e-4,1.5948826472103305e-4
LAGUNA WOODS,Total,Ethyl parathion,ng/L,0.0015948826472103304,0.0015948826472103304
LAGUNA WOODS,Total,Fecal coliforms,CFU/100 mL,6908718392763.24,6908718392763.24
LAGUNA WOODS,Total,Fenchlorophos,ng/L,3.189765294420661e-4,3.189765294420661e-4
