JURISDICTI3,Sample Type,Parameter,LoadsJurs,LoadsPoundsQUns,TotalLoadPounds
MISSION VIEJO,Total,Fensulfothion,0.001866708,0.001990957,0.003857665
LAKE FOREST,Total,Fensulfothion,6.02E-05,4.26E-04,4.86E-04
RANCHO SANTA MARGARITA,Total,Fensulfothion,4.13E-04,0.002082021,0.00249552
ORANGE CO,Total,Fensulfothion,0.001823142,0.003453308,0.00527645
LAGUNA NIGUEL,Total,Fensulfothion,0.001041907,0.00621969,0.007261597
ALISO VIEJO,Total,Fensulfothion,1.80E-04,4.63E-04,6.43E-04
LAGUNA HILLS,Total,Fensulfothion,5.62E-06,0.001040912,0.001046533
LAGUNA WOODS,Total,Fensulfothion,1.03E-05,1.59E-04,1.70E-04
DANA POINT,Total,Fensulfothion,3.16E-04,2.52E-04,5.68E-04
SAN JUAN CAPISTRANO,Total,Fensulfothion,2.46E-04,0.001087879,0.001333971
LAGUNA BEACH,Total,Fensulfothion,1.38E-04,1.19E-04,2.56E-04
SAN CLEMENTE,Total,Fensulfothion,6.78E-04,0.001440002,0.002117875
MISSION VIEJO,Total,Fenthion,0.003733416,0.003981914,0.007715331
LAKE FOREST,Total,Fenthion,1.20E-04,8.52E-04,9.72E-04
RANCHO SANTA MARGARITA,Total,Fenthion,8.27E-04,0.004164042,0.00499104
ORANGE CO,Total,Fenthion,0.003646284,0.006906615,0.010552899
LAGUNA NIGUEL,Total,Fenthion,0.002083814,0.01243938,0.014523194
ALISO VIEJO,Total,Fenthion,3.60E-04,9.27E-04,0.001286903
LAGUNA HILLS,Total,Fenthion,1.12E-05,0.002081824,0.002093066
LAGUNA WOODS,Total,Fenthion,2.06E-05,3.19E-04,3.40E-04
DANA POINT,Total,Fenthion,6.31E-04,5.05E-04,0.001135847
SAN JUAN CAPISTRANO,Total,Fenthion,4.92E-04,0.002175759,0.002667942
LAGUNA BEACH,Total,Fenthion,2.76E-04,2.37E-04,5.13E-04
SAN CLEMENTE,Total,Fenthion,0.001355747,0.002880003,0.00423575
MISSION VIEJO,Total,Fluoranthene,0.004666771,0.004977393,0.009644163
RANCHO SANTA MARGARITA,Total,Fluoranthene,0.009092176,0.017964867,0.027057042
ORANGE CO,Total,Fluoranthene,0.004593792,0.020535669,0.025129462
LAGUNA NIGUEL,Total,Fluoranthene,0.003003893,0.04941198,0.052415873
ALISO VIEJO,Total,Fluoranthene,6.14E-04,0.003836374,0.004450297
LAGUNA HILLS,Total,Fluoranthene,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Fluoranthene,2.57E-05,3.99E-04,4.24E-04
LAKE FOREST,Total,Fluoranthene,1.55E-05,0.001064601,0.001080076
DANA POINT,Total,Fluoranthene,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,Fluoranthene,6.15E-04,0.002719698,0.003334928
SAN CLEMENTE,Total,Fluoranthene,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,Fluorene,0.004666771,0.004977393,0.009644163
LAKE FOREST,Total,Fluorene,1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,Fluorene,0.001033747,0.005205052,0.0062388
ORANGE CO,Total,Fluorene,0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,Fluorene,0.002604768,0.015549225,0.018153992
ALISO VIEJO,Total,Fluorene,4.50E-04,0.001158326,0.001608629
LAGUNA HILLS,Total,Fluorene,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Fluorene,2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,Fluorene,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,Fluorene,6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,Fluorene,3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,Fluorene,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,gamma BHC,0.004666771,0.004977393,0.009644163
LAKE FOREST,Total,gamma BHC,1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,gamma BHC,0.001033747,0.005205052,0.0062388
ORANGE CO,Total,gamma BHC,0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,gamma BHC,0.002604768,0.015549225,0.018153992
ALISO VIEJO,Total,gamma BHC,4.50E-04,0.001158326,0.001608629
LAGUNA HILLS,Total,gamma BHC,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,gamma BHC,2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,gamma BHC,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,gamma BHC,6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,gamma BHC,3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,gamma BHC,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,gamma Chlordane,0.001866708,0.001990957,0.003857665
LAKE FOREST,Total,gamma Chlordane,6.02E-05,4.26E-04,4.86E-04
RANCHO SANTA MARGARITA,Total,gamma Chlordane,4.13E-04,0.002082021,0.00249552
ORANGE CO,Total,gamma Chlordane,0.001823142,0.003453308,0.00527645
LAGUNA NIGUEL,Total,gamma Chlordane,0.001041907,0.00621969,0.007261597
ALISO VIEJO,Total,gamma Chlordane,1.80E-04,4.63E-04,6.43E-04
LAGUNA HILLS,Total,gamma Chlordane,5.62E-06,0.001040912,0.001046533
LAGUNA WOODS,Total,gamma Chlordane,1.03E-05,1.59E-04,1.70E-04
DANA POINT,Total,gamma Chlordane,3.16E-04,2.52E-04,5.68E-04
SAN JUAN CAPISTRANO,Total,gamma Chlordane,2.46E-04,0.001087879,0.001333971
LAGUNA BEACH,Total,gamma Chlordane,1.38E-04,1.19E-04,2.56E-04
SAN CLEMENTE,Total,gamma Chlordane,6.78E-04,0.001440002,0.002117875
MISSION VIEJO,Total,Hardness,0,0,0
LAKE FOREST,Total,Hardness,0,0,0
RANCHO SANTA MARGARITA,Total,Hardness,0,0,0
ORANGE CO,Total,Hardness,0,0,0
LAGUNA NIGUEL,Total,Hardness,0,0,0
ALISO VIEJO,Total,Hardness,0,0,0
LAGUNA HILLS,Total,Hardness,0,0,0
LAGUNA WOODS,Total,Hardness,0,0,0
DANA POINT,Total,Hardness,0,0,0
SAN JUAN CAPISTRANO,Total,Hardness,0,0,0
LAGUNA BEACH,Total,Hardness,0,0,0
SAN CLEMENTE,Total,Hardness,0,0,0
MISSION VIEJO,Total,Heptachlor,0.004666771,0.004977393,0.009644163
LAKE FOREST,Total,Heptachlor,1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,Heptachlor,0.001033747,0.005205052,0.0062388
ORANGE CO,Total,Heptachlor,0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,Heptachlor,0.002604768,0.015549225,0.018153992
ALISO VIEJO,Total,Heptachlor,4.50E-04,0.001158326,0.001608629
LAGUNA HILLS,Total,Heptachlor,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Heptachlor,2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,Heptachlor,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,Heptachlor,6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,Heptachlor,3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,Heptachlor,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,Heptachlor epoxide,0.004666771,0.004977393,0.009644163
LAKE FOREST,Total,Heptachlor epoxide,1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,Heptachlor epoxide,0.001033747,0.005205052,0.0062388
ORANGE CO,Total,Heptachlor epoxide,0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,Heptachlor epoxide,0.002604768,0.015549225,0.018153992
ALISO VIEJO,Total,Heptachlor epoxide,4.50E-04,0.001158326,0.001608629
LAGUNA HILLS,Total,Heptachlor epoxide,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Heptachlor epoxide,2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,Heptachlor epoxide,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,Heptachlor epoxide,6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,Heptachlor epoxide,3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,Heptachlor epoxide,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,Hexavalent chromium,3.746308565,1.545203952,5.291512517
MISSION VIEJO,Dissolved,Hexavalent chromium,1.322618254,1.545203952,2.867822206
LAKE FOREST,Total,Hexavalent chromium,0.029692127,0.206532583,0.23622471
LAKE FOREST,Dissolved,Hexavalent chromium,0.032001453,0.206532583,0.238534037
RANCHO SANTA MARGARITA,Total,Hexavalent chromium,0.218895346,0.887461436,1.106356782
RANCHO SANTA MARGARITA,Dissolved,Hexavalent chromium,0.107496322,0.887461436,0.994957758
ORANGE CO,Total,Hexavalent chromium,0.139079536,1.075451403,1.214530939
ORANGE CO,Dissolved,Hexavalent chromium,0.139494659,1.075451403,1.214946062
LAGUNA NIGUEL,Total,Hexavalent chromium,0.242173959,1.043427009,1.285600968
ALISO VIEJO,Total,Hexavalent chromium,0.157664305,0.280314785,0.43797909
LAGUNA NIGUEL,Dissolved,Hexavalent chromium,0.244945718,1.043427009,1.288372727
ALISO VIEJO,Dissolved,Hexavalent chromium,0.171280796,0.280314785,0.451595582
LAGUNA HILLS,Total,Hexavalent chromium,0.002950902,0.468410408,0.471361309
LAGUNA WOODS,Total,Hexavalent chromium,0.005401129,0.071769719,0.077170849
LAGUNA HILLS,Dissolved,Hexavalent chromium,0.002107787,0.468410408,0.470518195
LAGUNA WOODS,Dissolved,Hexavalent chromium,0.00385795,0.071769719,0.075627669
DANA POINT,Total,Hexavalent chromium,0.119098285,0.075143065,0.19424135
SAN JUAN CAPISTRANO,Total,Hexavalent chromium,0.044496218,0.236396175,0.280892393
DANA POINT,Dissolved,Hexavalent chromium,0.114976659,0.075143065,0.190119724
SAN JUAN CAPISTRANO,Dissolved,Hexavalent chromium,0.040272188,0.236396175,0.276668363
LAGUNA BEACH,Total,Hexavalent chromium,0.014809514,0.005810719,0.020620233
LAGUNA BEACH,Dissolved,Hexavalent chromium,0.013582262,0.005810719,0.019392981
SAN CLEMENTE,Total,Hexavalent chromium,0.346010556,0.501600572,0.847611128
SAN CLEMENTE,Dissolved,Hexavalent chromium,0.237453377,0.501600572,0.739053949
MISSION VIEJO,Total,"Indeno(1,2,3-cd)pyrene",0.004666771,0.004977393,0.009644163
LAKE FOREST,Total,"Indeno(1,2,3-cd)pyrene",1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,"Indeno(1,2,3-cd)pyrene",0.001033747,0.005205052,0.0062388
ORANGE CO,Total,"Indeno(1,2,3-cd)pyrene",0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,"Indeno(1,2,3-cd)pyrene",0.002789519,0.032423243,0.035212762
ALISO VIEJO,Total,"Indeno(1,2,3-cd)pyrene",4.53E-04,0.00241534,0.002868721
LAGUNA HILLS,Total,"Indeno(1,2,3-cd)pyrene",1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,"Indeno(1,2,3-cd)pyrene",2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,"Indeno(1,2,3-cd)pyrene",7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,"Indeno(1,2,3-cd)pyrene",6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,"Indeno(1,2,3-cd)pyrene",3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,"Indeno(1,2,3-cd)pyrene",0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,Iron,348.8848985,182.3147888,531.1996873
MISSION VIEJO,Dissolved,Iron,66.98550356,182.3147888,249.3002923
LAKE FOREST,Total,Iron,25.15513989,52.69774675,77.85288664
LAKE FOREST,Dissolved,Iron,0.601540297,52.69774675,53.29928705
RANCHO SANTA MARGARITA,Total,Iron,99.97805275,569.9185384,669.8965912
RANCHO SANTA MARGARITA,Dissolved,Iron,26.57060087,569.9185384,596.4891393
ORANGE CO,Total,Iron,238.3592399,616.3167435,854.6759834
ORANGE CO,Dissolved,Iron,56.36626384,616.3167435,672.6830074
LAGUNA NIGUEL,Total,Iron,121.1053715,577.0489987,698.1543702
ALISO VIEJO,Total,Iron,38.43055493,67.64621267,106.0767676
LAGUNA NIGUEL,Dissolved,Iron,25.34975764,577.0489987,602.3987563
ALISO VIEJO,Dissolved,Iron,3.404404312,67.64621267,71.05061699
LAGUNA HILLS,Total,Iron,0.056207654,10.40912017,10.46532782
LAGUNA WOODS,Total,Iron,0.102878657,1.594882647,1.697761304
LAGUNA HILLS,Dissolved,Iron,0.056207654,10.40912017,10.46532782
LAGUNA WOODS,Dissolved,Iron,0.102878657,1.594882647,1.697761304
DANA POINT,Total,Iron,106.1848828,22.35371037,128.5385932
SAN JUAN CAPISTRANO,Total,Iron,79.31286277,92.74171165,172.0545744
DANA POINT,Dissolved,Iron,8.409418255,22.35371037,30.76312862
SAN JUAN CAPISTRANO,Dissolved,Iron,8.112632953,92.74171165,100.8543446
LAGUNA BEACH,Total,Iron,14.02184296,4.550741524,18.57258448
LAGUNA BEACH,Dissolved,Iron,3.606145057,4.550741524,8.15688658
SAN CLEMENTE,Total,Iron,239.0405952,218.7493404,457.7899356
SAN CLEMENTE,Dissolved,Iron,29.46494753,218.7493404,248.2142879
MISSION VIEJO,Total,Lead,0.304094357,0.22053679,0.524631147
MISSION VIEJO,Dissolved,Lead,0.186670823,0.22053679,0.407207613
LAKE FOREST,Total,Lead,0.023553688,0.077183568,0.100737257
LAKE FOREST,Dissolved,Lead,0.006015403,0.077183568,0.083198971
RANCHO SANTA MARGARITA,Total,Lead,0.043182372,0.227634292,0.270816664
RANCHO SANTA MARGARITA,Dissolved,Lead,0.041349884,0.227634292,0.268984176
ORANGE CO,Total,Lead,0.182706501,0.533231323,0.715937824
ORANGE CO,Dissolved,Lead,0.327486809,0.533231323,0.860718132
LAGUNA NIGUEL,Total,Lead,0.438477091,1.288857943,1.727335034
ALISO VIEJO,Total,Lead,0.04836576,0.101932649,0.150298409
LAGUNA NIGUEL,Dissolved,Lead,0.104190713,1.288857943,1.393048657
ALISO VIEJO,Dissolved,Lead,0.018012121,0.101932649,0.11994477
LAGUNA HILLS,Total,Lead,5.62E-04,0.104091202,0.104653278
LAGUNA WOODS,Total,Lead,0.001028787,0.015948826,0.016977613
LAGUNA HILLS,Dissolved,Lead,5.62E-04,0.104091202,0.104653278
LAGUNA WOODS,Dissolved,Lead,0.001028787,0.015948826,0.016977613
DANA POINT,Total,Lead,0.15510007,0.046851791,0.201951862
SAN JUAN CAPISTRANO,Total,Lead,0.024609174,0.108787932,0.133397105
DANA POINT,Dissolved,Lead,0.031564466,0.046851791,0.078416257
SAN JUAN CAPISTRANO,Dissolved,Lead,0.024609174,0.108787932,0.133397105
LAGUNA BEACH,Total,Lead,0.013788889,0.01185861,0.025647499
LAGUNA BEACH,Dissolved,Lead,0.013788889,0.01185861,0.025647499
SAN CLEMENTE,Total,Lead,0.198245181,0.273600312,0.471845493
SAN CLEMENTE,Dissolved,Lead,0.067787353,0.273600312,0.341387665
MISSION VIEJO,Total,Magnesium,222765.8137,208055.0203,430820.834
LAKE FOREST,Total,Magnesium,2745.162766,28201.27902,30946.44178
RANCHO SANTA MARGARITA,Total,Magnesium,16236.27434,100442.6399,116678.9143
ORANGE CO,Total,Magnesium,190302.4693,378873.8896,569176.3588
LAGUNA NIGUEL,Total,Magnesium,176805.6855,880863.5688,1057669.254
ALISO VIEJO,Total,Magnesium,11116.46057,35369.47096,46485.93153
LAGUNA HILLS,Total,Magnesium,517.953529,95920.04236,96437.99589
LAGUNA WOODS,Total,Magnesium,948.0268232,14696.84359,15644.87042
DANA POINT,Total,Magnesium,53281.7345,36307.13484,89588.86934
SAN JUAN CAPISTRANO,Total,Magnesium,24951.72446,131619.7987,156571.5232
LAGUNA BEACH,Total,Magnesium,68662.06857,49361.46343,118023.532
SAN CLEMENTE,Total,Magnesium,99896.00629,273906.3124,373802.3187
MISSION VIEJO,Total,Malathion,0.034975445,0.017975499,0.052950944
LAKE FOREST,Total,Malathion,1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,Malathion,0.002477465,0.017098597,0.019576062
ORANGE CO,Total,Malathion,0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,Malathion,0.002604768,0.015549225,0.018153992
ALISO VIEJO,Total,Malathion,4.50E-04,0.001158326,0.001608629
LAGUNA HILLS,Total,Malathion,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Malathion,2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,Malathion,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,Malathion,6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,Malathion,3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,Malathion,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,Manganese,783.5102278,570.989914,1354.500142
MISSION VIEJO,Dissolved,Manganese,749.4742131,570.989914,1320.464127
LAKE FOREST,Total,Manganese,8.558083184,99.27403807,107.8321213
LAKE FOREST,Dissolved,Manganese,5.694025166,99.27403807,104.9680632
RANCHO SANTA MARGARITA,Total,Manganese,20.88403845,336.514074,357.3981125
RANCHO SANTA MARGARITA,Dissolved,Manganese,16.60509597,336.514074,353.11917
ORANGE CO,Total,Manganese,215.4879142,1050.599776,1266.08769
ORANGE CO,Dissolved,Manganese,173.5026821,1050.599776,1224.102458
LAGUNA NIGUEL,Total,Manganese,345.1836636,1646.021471,1991.205134
ALISO VIEJO,Total,Manganese,6.358034673,61.01479885,67.37283352
LAGUNA NIGUEL,Dissolved,Manganese,319.8253065,1646.021471,1965.846777
ALISO VIEJO,Dissolved,Manganese,5.021879656,61.01479885,66.0366785
LAGUNA HILLS,Total,Manganese,2.135890841,392.9442864,395.0801772
LAGUNA WOODS,Total,Manganese,3.909388961,60.20681993,64.11620889
LAGUNA HILLS,Dissolved,Manganese,2.107787014,392.9442864,395.0520734
LAGUNA WOODS,Dissolved,Manganese,3.857949633,60.20681993,64.06476957
DANA POINT,Total,Manganese,214.7473988,73.26809243,288.0154913
SAN JUAN CAPISTRANO,Total,Manganese,19.61625044,37.0422907,56.65854114
DANA POINT,Dissolved,Manganese,207.449553,73.26809243,280.7176454
SAN JUAN CAPISTRANO,Dissolved,Manganese,17.11279872,37.0422907,54.15508941
LAGUNA BEACH,Total,Manganese,13.58872328,11.32497239,24.91369567
LAGUNA BEACH,Dissolved,Manganese,12.375631,11.32497239,23.70060339
SAN CLEMENTE,Total,Manganese,492.3517414,1648.981881,2141.333622
SAN CLEMENTE,Dissolved,Manganese,486.4448082,1648.981881,2135.426689
MISSION VIEJO,Total,MBAS,225.7253161,197.2469673,422.9722834
LAKE FOREST,Total,MBAS,7.527987297,41.16456985,48.69255715
RANCHO SANTA MARGARITA,Total,MBAS,33.51203678,170.2795717,203.7916084
ORANGE CO,Total,MBAS,179.2716266,257.9189126,437.1905391
LAGUNA NIGUEL,Total,MBAS,82.67833946,396.332456,479.0107955
ALISO VIEJO,Total,MBAS,11.73897823,29.34424751,41.08322574
LAGUNA HILLS,Total,MBAS,0.955530113,176.9550429,177.910573
LAGUNA WOODS,Total,MBAS,1.748937167,27.113005,28.86194217
DANA POINT,Total,MBAS,44.31799365,27.94889543,72.26688907
SAN JUAN CAPISTRANO,Total,MBAS,19.91626944,64.09422301,84.01049245
LAGUNA BEACH,Total,MBAS,14.28586644,10.79133495,25.07720139
SAN CLEMENTE,Total,MBAS,57.1118779,140.0401597,197.1520376
MISSION VIEJO,Total,Mercury,0.046667706,0.049773928,0.096441634
MISSION VIEJO,Dissolved,Mercury,0.046667706,0.049773928,0.096441634
LAKE FOREST,Total,Mercury,0.001503851,0.010646009,0.01214986
LAKE FOREST,Dissolved,Mercury,0.001503851,0.010646009,0.01214986
RANCHO SANTA MARGARITA,Total,Mercury,0.010337471,0.052050524,0.062387995
RANCHO SANTA MARGARITA,Dissolved,Mercury,0.010337471,0.052050524,0.062387995
ORANGE CO,Total,Mercury,0.045821446,0.098196473,0.144017919
ORANGE CO,Dissolved,Mercury,0.045578552,0.098196473,0.143775025
LAGUNA NIGUEL,Total,Mercury,0.026047678,0.155492245,0.181539924
ALISO VIEJO,Total,Mercury,0.005635177,0.013943344,0.019578521
LAGUNA NIGUEL,Dissolved,Mercury,0.026047678,0.155492245,0.181539924
ALISO VIEJO,Dissolved,Mercury,0.00450303,0.013943344,0.018446374
LAGUNA HILLS,Total,Mercury,1.41E-04,0.0260228,0.02616332
LAGUNA WOODS,Total,Mercury,2.57E-04,0.003987207,0.004244403
LAGUNA HILLS,Dissolved,Mercury,1.41E-04,0.0260228,0.02616332
LAGUNA WOODS,Dissolved,Mercury,2.57E-04,0.003987207,0.004244403
DANA POINT,Total,Mercury,0.007891116,0.006306972,0.014198088
SAN JUAN CAPISTRANO,Total,Mercury,0.006152293,0.027196983,0.033349276
DANA POINT,Dissolved,Mercury,0.007891116,0.006306972,0.014198088
SAN JUAN CAPISTRANO,Dissolved,Mercury,0.006152293,0.027196983,0.033349276
LAGUNA BEACH,Total,Mercury,0.009997976,0.003557583,0.013555559
LAGUNA BEACH,Dissolved,Mercury,0.003447222,0.003557583,0.007004805
SAN CLEMENTE,Total,Mercury,0.016946838,0.036000041,0.052946879
SAN CLEMENTE,Dissolved,Mercury,0.016946838,0.036000041,0.052946879
MISSION VIEJO,Total,Merphos,0.040786415,0.0293998,0.070186216
LAKE FOREST,Total,Merphos,2.32E-04,0.004230014,0.004462253
RANCHO SANTA MARGARITA,Total,Merphos,0.010884702,0.025438511,0.036323213
ORANGE CO,Total,Merphos,0.019748057,0.022377433,0.04212549
LAGUNA NIGUEL,Total,Merphos,0.022106779,0.058572515,0.080679294
ALISO VIEJO,Total,Merphos,6.77E-04,0.002316651,0.002993749
LAGUNA HILLS,Total,Merphos,1.62E-04,0.014989133,0.015151011
LAGUNA WOODS,Total,Merphos,2.96E-04,0.002296631,0.002592922
DANA POINT,Total,Merphos,0.003793307,0.0016868,0.005480107
SAN JUAN CAPISTRANO,Total,Merphos,4.90E-04,0.006361374,0.006851333
LAGUNA BEACH,Total,Merphos,1.38E-04,1.19E-04,2.56E-04
SAN CLEMENTE,Total,Merphos,0.010283543,0.012953843,0.023237386
MISSION VIEJO,Total,Methoxychlor,0.004666771,0.004977393,0.009644163
LAKE FOREST,Total,Methoxychlor,1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,Methoxychlor,0.001033747,0.005205052,0.0062388
ORANGE CO,Total,Methoxychlor,0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,Methoxychlor,0.002604768,0.015549225,0.018153992
ALISO VIEJO,Total,Methoxychlor,4.50E-04,0.001158326,0.001608629
LAGUNA HILLS,Total,Methoxychlor,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Methoxychlor,2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,Methoxychlor,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,Methoxychlor,6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,Methoxychlor,3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,Methoxychlor,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,Methyl parathion,0.001866708,0.001990957,0.003857665
LAKE FOREST,Total,Methyl parathion,6.02E-05,4.26E-04,4.86E-04
RANCHO SANTA MARGARITA,Total,Methyl parathion,4.13E-04,0.002082021,0.00249552
ORANGE CO,Total,Methyl parathion,0.001823142,0.003453308,0.00527645
LAGUNA NIGUEL,Total,Methyl parathion,0.001041907,0.00621969,0.007261597
ALISO VIEJO,Total,Methyl parathion,1.80E-04,4.63E-04,6.43E-04
LAGUNA HILLS,Total,Methyl parathion,5.62E-06,0.001040912,0.001046533
LAGUNA WOODS,Total,Methyl parathion,1.03E-05,1.59E-04,1.70E-04
DANA POINT,Total,Methyl parathion,3.16E-04,2.52E-04,5.68E-04
SAN JUAN CAPISTRANO,Total,Methyl parathion,2.46E-04,0.001087879,0.001333971
LAGUNA BEACH,Total,Methyl parathion,1.38E-04,1.19E-04,2.56E-04
SAN CLEMENTE,Total,Methyl parathion,6.78E-04,0.001440002,0.002117875
MISSION VIEJO,Total,Mevinphos,0.009333541,0.009954786,0.019288327
LAKE FOREST,Total,Mevinphos,3.01E-04,0.002129202,0.002429972
RANCHO SANTA MARGARITA,Total,Mevinphos,0.002067494,0.010410105,0.012477599
ORANGE CO,Total,Mevinphos,0.00911571,0.017266538,0.026382249
LAGUNA NIGUEL,Total,Mevinphos,0.005209536,0.031098449,0.036307985
ALISO VIEJO,Total,Mevinphos,9.01E-04,0.002316651,0.003217257
LAGUNA HILLS,Total,Mevinphos,2.81E-05,0.00520456,0.005232664
LAGUNA WOODS,Total,Mevinphos,5.14E-05,7.97E-04,8.49E-04
DANA POINT,Total,Mevinphos,0.001578223,0.001261394,0.002839618
SAN JUAN CAPISTRANO,Total,Mevinphos,0.001230459,0.005439397,0.006669855
LAGUNA BEACH,Total,Mevinphos,6.89E-04,5.93E-04,0.001282375
SAN CLEMENTE,Total,Mevinphos,0.003389368,0.007200008,0.010589376
MISSION VIEJO,Total,Mirex,0.004666771,0.004977393,0.009644163
LAKE FOREST,Total,Mirex,1.50E-04,0.001064601,0.001214986
RANCHO SANTA MARGARITA,Total,Mirex,0.001033747,0.005205052,0.0062388
ORANGE CO,Total,Mirex,0.004557855,0.008633269,0.013191124
LAGUNA NIGUEL,Total,Mirex,0.002604768,0.015549225,0.018153992
ALISO VIEJO,Total,Mirex,4.50E-04,0.001158326,0.001608629
LAGUNA HILLS,Total,Mirex,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Mirex,2.57E-05,3.99E-04,4.24E-04
DANA POINT,Total,Mirex,7.89E-04,6.31E-04,0.001419809
SAN JUAN CAPISTRANO,Total,Mirex,6.15E-04,0.002719698,0.003334928
LAGUNA BEACH,Total,Mirex,3.45E-04,2.96E-04,6.41E-04
SAN CLEMENTE,Total,Mirex,0.001694684,0.003600004,0.005294688
MISSION VIEJO,Total,Naphthalene,0.003159419,0.004977393,0.008136812
RANCHO SANTA MARGARITA,Total,Naphthalene,1.77E-04,0.005205052,0.00538194
ORANGE CO,Total,Naphthalene,0.01153319,0.011154184,0.022687374
LAGUNA NIGUEL,Total,Naphthalene,0.002508834,0.015549225,0.018058059
ALISO VIEJO,Total,Naphthalene,6.89E-04,0.001550998,0.002239909
LAGUNA HILLS,Total,Naphthalene,1.41E-05,0.00260228,0.002616332
LAGUNA WOODS,Total,Naphthalene,2.57E-05,3.99E-04,4.24E-04
LAKE FOREST,Total,Naphthalene,1.55E-05,0.001064601,0.001080076
SAN JUAN CAPISTRANO,Total,Naphthalene,0.001809345,0.012363748,0.014173093
DANA POINT,Total,Naphthalene,2.57E-04,6.31E-04,8.88E-04
LAGUNA BEACH,Total,Naphthalene,3.28E-04,2.96E-04,6.24E-04
MISSION VIEJO,Total,Nickel,86.9914515,55.09973862,142.0911901
MISSION VIEJO,Dissolved,Nickel,86.74018087,55.09973862,141.8399195
LAKE FOREST,Total,Nickel,0.270605798,1.751268554,2.021874352
LAKE FOREST,Dissolved,Nickel,0.230132832,1.751268554,1.981401385
RANCHO SANTA MARGARITA,Total,Nickel,2.927525156,27.34883251,30.27635767
RANCHO SANTA MARGARITA,Dissolved,Nickel,2.912548832,27.34883251,30.26138135
