Station2,Sample Type,Parameter,Qualifier,ResultAvg,Units
J03-9221-1 (J03P02),Total,Nickel,NA,117,ug/L
J01-9224-1 (J01P24),Total,Nickel,NA,19,ug/L
J01-9224-2 (J01P25),Total,Nickel,NA,5.1,ug/L
L03-418-8,Dissolved,Nickel,NA,8.3,ug/L
K01-12177-1 (K01P07),Dissolved,Nickel,NA,4.6,ug/L
J03-9221-1 (J03P02),Dissolved,Nickel,NA,116.5,ug/L
J01-9224-1 (J01P24),Dissolved,Nickel,NA,12.5,ug/L
J01-9224-2 (J01P25),Dissolved,Nickel,NA,5.2,ug/L
J01-9992-1 (J01P27),Total,Nickel,NA,20.5,ug/L
J01-9131-1 (J01P28),Total,Nickel,NA,23,ug/L
J01-9007-1 (J02P05),Total,Nickel,NA,6.300000000000001,ug/L
J01-9992-1 (J01P27),Dissolved,Nickel,NA,17,ug/L
J01-9131-1 (J01P28),Dissolved,Nickel,NA,22,ug/L
J01-9007-1 (J02P05),Dissolved,Nickel,NA,5.4,ug/L
J06-9079-1 (J06P03),Total,Nickel,NA,2.35,ug/L
J06-10011-1 (J06P01),Total,Nickel,NA,4.05,ug/L
J01-9082-2,Total,Nickel,<,1,ug/L
J06-9079-1 (J06P03),Dissolved,Nickel,<,1.8,ug/L
J06-10011-1 (J06P01),Dissolved,Nickel,NA,4.05,ug/L
J01-9082-2,Dissolved,Nickel,<,1,ug/L
L01-726-5,Total,Nickel,<,1,ug/L
L01-728-5 (L01-DP),Total,Nickel,NA,4.55,ug/L
K01-12159-2,Total,Nickel,NA,140,ug/L
K01-12159-3,Total,Nickel,NA,3.1,ug/L
L01-726-5,Dissolved,Nickel,<,1,ug/L
L01-728-5 (L01-DP),Dissolved,Nickel,NA,4.1,ug/L
K01-12159-2,Dissolved,Nickel,NA,130,ug/L
K01-12159-3,Dissolved,Nickel,NA,3.0999999999999996,ug/L
I01-11010-1,Total,Nickel,NA,2.3,ug/L
I00-11437-1,Total,Nickel,NA,4.55,ug/L
I01-11010-1,Dissolved,Nickel,NA,2.3499999999999996,ug/L
I00-11437-1,Dissolved,Nickel,NA,5.05,ug/L
L02-246-1 (L11P01),Total,Nickel,<,1,ug/L
L02-641-1,Total,Nickel,<,1,ug/L
L02-641-2,Total,Nickel,<,1,ug/L
L01-731-1 (L08TBN2),Total,Nickel,NA,2.7,ug/L
L02-166-3 (L02P26),Total,Nickel,<,1,ug/L
L02-246-1 (L11P01),Dissolved,Nickel,<,1,ug/L
L02-641-1,Dissolved,Nickel,<,1,ug/L
L02-641-2,Dissolved,Nickel,<,1,ug/L
L01-731-1 (L08TBN2),Dissolved,Nickel,NA,2.7,ug/L
L02-166-3 (L02P26),Dissolved,Nickel,<,1,ug/L
L05-503-1,Total,Nickel,NA,8,ug/L
L01-724-4 (L01P03),Total,Nickel,<,1,ug/L
L01-724-1 (L01S01),Total,Nickel,NA,6.1,ug/L
L05-503-1,Dissolved,Nickel,NA,8.5,ug/L
L01-724-4 (L01P03),Dissolved,Nickel,<,1,ug/L
L01-724-1 (L01S01),Dissolved,Nickel,NA,5.6,ug/L
M01-042-1 (M01S01),Total,Nickel,NA,120,ug/L
M02-032-1,Total,Nickel,NA,11,ug/L
SC1-2,Total,Nickel,NA,53.5,ug/L
M02-085-1 (M02P06),Total,Nickel,NA,505,ug/L
M02-085-2,Total,Nickel,NA,14.5,ug/L
M01-042-1 (M01S01),Dissolved,Nickel,NA,120,ug/L
M02-032-1,Dissolved,Nickel,NA,10.4,ug/L
SC1-2,Dissolved,Nickel,NA,54,ug/L
M02-085-1 (M02P06),Dissolved,Nickel,NA,500,ug/L
M02-085-2,Dissolved,Nickel,NA,13.5,ug/L
K01-12126-1 (K01S01),Total,Nickel,NA,15.5,ug/L
K01-12126-1 (K01S01),Dissolved,Nickel,NA,15,ug/L
J06-9079-1 (J06P03),Dissolved,Nickel,NA,1.8,ug/L
L05-503-1,Total,Nickel,<,8,ug/L
L05-503-1,Dissolved,Nickel,<,8.5,ug/L
L04-672-1,Total,Nitrate+Nitrite Nitrogen,NA,2.25,mg/L
L04-266-5,Total,Nitrate+Nitrite Nitrogen,NA,1.095,mg/L
J01-10004-1 (J01P01),Total,Nitrate+Nitrite Nitrogen,NA,6.6,mg/L
L03-662-3 (L03P16),Total,Nitrate+Nitrite Nitrogen,NA,1.22,mg/L
L03-214-2 (L03P18),Total,Nitrate+Nitrite Nitrogen,NA,2.3,mg/L
L03-316-3 (L03P12),Total,Nitrate+Nitrite Nitrogen,NA,3.1500000000000004,mg/L
L01-404-1,Total,Nitrate+Nitrite Nitrogen,NA,0.765,mg/L
L01-340-1,Total,Nitrate+Nitrite Nitrogen,NA,1.75,mg/L
L05-489-3,Total,Nitrate+Nitrite Nitrogen,NA,1.365,mg/L
L05-049-1,Total,Nitrate+Nitrite Nitrogen,NA,5.25,mg/L
L02-374-1 (L02P50),Total,Nitrate+Nitrite Nitrogen,NA,4.15,mg/L
L03-418-8,Total,Nitrate+Nitrite Nitrogen,NA,3.75,mg/L
K01-12177-1 (K01P07),Total,Nitrate+Nitrite Nitrogen,NA,2.3,mg/L
J03-9221-1 (J03P02),Total,Nitrate+Nitrite Nitrogen,NA,2.0999999999999996,mg/L
J01-9224-1 (J01P24),Total,Nitrate+Nitrite Nitrogen,NA,1.35,mg/L
J01-9224-2 (J01P25),Total,Nitrate+Nitrite Nitrogen,NA,0.37,mg/L
J01-9992-1 (J01P27),Total,Nitrate+Nitrite Nitrogen,NA,10.15,mg/L
J01-9131-1 (J01P28),Total,Nitrate+Nitrite Nitrogen,NA,17.5,mg/L
J01-9007-1 (J02P05),Total,Nitrate+Nitrite Nitrogen,NA,5.550000000000001,mg/L
J06-9079-1 (J06P03),Total,Nitrate+Nitrite Nitrogen,NA,2.4,mg/L
J06-10011-1 (J06P01),Total,Nitrate+Nitrite Nitrogen,NA,2.05,mg/L
J01-9082-2,Total,Nitrate+Nitrite Nitrogen,NA,2.55,mg/L
L01-726-5,Total,Nitrate+Nitrite Nitrogen,NA,4.3,mg/L
L01-728-5 (L01-DP),Total,Nitrate+Nitrite Nitrogen,NA,0.97,mg/L
K01-12159-2,Total,Nitrate+Nitrite Nitrogen,NA,2.2,mg/L
K01-12159-3,Total,Nitrate+Nitrite Nitrogen,NA,2.1350000000000002,mg/L
I01-11010-1,Total,Nitrate+Nitrite Nitrogen,NA,0.425,mg/L
I00-11437-1,Total,Nitrate+Nitrite Nitrogen,NA,0.575,mg/L
L02-246-1 (L11P01),Total,Nitrate+Nitrite Nitrogen,NA,1.1,mg/L
L02-641-1,Total,Nitrate+Nitrite Nitrogen,NA,0.955,mg/L
L02-641-2,Total,Nitrate+Nitrite Nitrogen,NA,0.885,mg/L
L01-731-1 (L08TBN2),Total,Nitrate+Nitrite Nitrogen,NA,1.5,mg/L
L02-166-3 (L02P26),Total,Nitrate+Nitrite Nitrogen,NA,1.35,mg/L
L05-503-1,Total,Nitrate+Nitrite Nitrogen,NA,5.3,mg/L
L01-724-4 (L01P03),Total,Nitrate+Nitrite Nitrogen,NA,3.4499999999999997,mg/L
L01-724-1 (L01S01),Total,Nitrate+Nitrite Nitrogen,<,0.11000000000000001,mg/L
M01-042-1 (M01S01),Total,Nitrate+Nitrite Nitrogen,NA,4.55,mg/L
M02-032-1,Total,Nitrate+Nitrite Nitrogen,NA,0.84,mg/L
SC1-2,Total,Nitrate+Nitrite Nitrogen,NA,1.7,mg/L
M02-085-1 (M02P06),Total,Nitrate+Nitrite Nitrogen,NA,9.5,mg/L
M02-085-2,Total,Nitrate+Nitrite Nitrogen,NA,3.55,mg/L
K01-12126-1 (K01S01),Total,Nitrate+Nitrite Nitrogen,NA,2.3499999999999996,mg/L
L01-724-1 (L01S01),Total,Nitrate+Nitrite Nitrogen,NA,0.11000000000000001,mg/L
L04-672-1,Total,Orthophosphate as P,NA,0.165,mg/L
L04-266-5,Total,Orthophosphate as P,NA,0.30000000000000004,mg/L
J01-10004-1 (J01P01),Total,Orthophosphate as P,NA,0.41500000000000004,mg/L
L03-662-3 (L03P16),Total,Orthophosphate as P,NA,0.195,mg/L
L03-214-2 (L03P18),Total,Orthophosphate as P,NA,0.23,mg/L
L03-316-3 (L03P12),Total,Orthophosphate as P,NA,0.33,mg/L
L01-404-1,Total,Orthophosphate as P,NA,0.195,mg/L
L01-340-1,Total,Orthophosphate as P,NA,0.185,mg/L
L05-489-3,Total,Orthophosphate as P,NA,0.0195,mg/L
L05-049-1,Total,Orthophosphate as P,NA,0.30000000000000004,mg/L
L02-374-1 (L02P50),Total,Orthophosphate as P,NA,0.33499999999999996,mg/L
L03-418-8,Total,Orthophosphate as P,NA,0.12000000000000001,mg/L
K01-12177-1 (K01P07),Total,Orthophosphate as P,NA,0.16999999999999998,mg/L
J03-9221-1 (J03P02),Total,Orthophosphate as P,NA,0.11499999999999999,mg/L
J01-9224-1 (J01P24),Total,Orthophosphate as P,NA,0.104,mg/L
J01-9224-2 (J01P25),Total,Orthophosphate as P,NA,0.14500000000000002,mg/L
J01-9992-1 (J01P27),Total,Orthophosphate as P,NA,0.25,mg/L
J01-9131-1 (J01P28),Total,Orthophosphate as P,NA,0.435,mg/L
J01-9007-1 (J02P05),Total,Orthophosphate as P,NA,0.395,mg/L
J06-9079-1 (J06P03),Total,Orthophosphate as P,NA,0.14,mg/L
J06-10011-1 (J06P01),Total,Orthophosphate as P,NA,0.042499999999999996,mg/L
I01-11010-1,Total,Orthophosphate as P,NA,0.1065,mg/L
I00-11437-1,Total,Orthophosphate as P,NA,0.051500000000000004,mg/L
L02-246-1 (L11P01),Total,Orthophosphate as P,NA,0.22,mg/L
L02-641-1,Total,Orthophosphate as P,NA,0.295,mg/L
L02-641-2,Total,Orthophosphate as P,NA,0.3,mg/L
L01-731-1 (L08TBN2),Total,Orthophosphate as P,NA,0.275,mg/L
L02-166-3 (L02P26),Total,Orthophosphate as P,NA,0.19,mg/L
L05-503-1,Total,Orthophosphate as P,NA,0.083,mg/L
L01-724-4 (L01P03),Total,Orthophosphate as P,NA,0.23,mg/L
L01-724-1 (L01S01),Total,Orthophosphate as P,<,0.01,mg/L
M01-042-1 (M01S01),Total,Orthophosphate as P,NA,0.14,mg/L
M02-032-1,Total,Orthophosphate as P,NA,0.5,mg/L
SC1-2,Total,Orthophosphate as P,<,0.0155,mg/L
M02-085-1 (M02P06),Total,Orthophosphate as P,NA,0.5800000000000001,mg/L
M02-085-2,Total,Orthophosphate as P,NA,0.325,mg/L
K01-12126-1 (K01S01),Total,Orthophosphate as P,NA,0.175,mg/L
L05-489-3,Total,Orthophosphate as P,<,0.0195,mg/L
J01-9082-2,Total,Orthophosphate as P,NA,0.12,mg/L
L01-726-5,Total,Orthophosphate as P,NA,0.15,mg/L
L01-728-5 (L01-DP),Total,Orthophosphate as P,NA,0.53,mg/L
K01-12159-3,Total,Orthophosphate as P,NA,0.22,mg/L
K01-12159-2,Total,Orthophosphate as P,NA,0.2,mg/L
SC1-2,Total,Orthophosphate as P,NA,0.0155,mg/L
L04-672-1,Total,Phenanthrene,<,2.5,ng/L
L04-266-5,Total,Phenanthrene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Phenanthrene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Phenanthrene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Phenanthrene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Phenanthrene,<,2.5,ng/L
L01-404-1,Total,Phenanthrene,<,2.5,ng/L
L01-340-1,Total,Phenanthrene,<,2.5,ng/L
L05-489-3,Total,Phenanthrene,<,2.5,ng/L
L05-049-1,Total,Phenanthrene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Phenanthrene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Phenanthrene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Phenanthrene,NA,6.18,ng/L
J01-9992-1 (J01P27),Total,Phenanthrene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Phenanthrene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Phenanthrene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Phenanthrene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L
J01-9082-2,Total,Phenanthrene,<,2.5,ng/L
K01-12159-2,Total,Phenanthrene,<,2.5,ng/L
K01-12159-3,Total,Phenanthrene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Phenanthrene,<,2.5,ng/L
L02-641-1,Total,Phenanthrene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Phenanthrene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Phenanthrene,NA,7.27,ng/L
M01-042-1 (M01S01),Total,Phenanthrene,<,2.5,ng/L
M02-032-1,Total,Phenanthrene,<,2.5,ng/L
SC1-2,Total,Phenanthrene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Phenanthrene,<,2.5,ng/L
M02-085-2,Total,Phenanthrene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Phenanthrene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Phenanthrene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Phenanthrene,NA,7.57,ng/L
J01-9224-2 (J01P25),Total,Phenanthrene,<,6.18,ng/L
L01-726-5,Total,Phenanthrene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Phenanthrene,<,2.5,ng/L
I01-11010-1,Total,Phenanthrene,<,2.5,ng/L
I00-11437-1,Total,Phenanthrene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Phenanthrene,<,2.5,ng/L
L04-672-1,Total,Phorate,<,5,ng/L
L04-266-5,Total,Phorate,<,5,ng/L
J01-10004-1 (J01P01),Total,Phorate,<,5,ng/L
L03-662-3 (L03P16),Total,Phorate,<,5,ng/L
L03-214-2 (L03P18),Total,Phorate,<,5,ng/L
L03-316-3 (L03P12),Total,Phorate,<,5,ng/L
L01-404-1,Total,Phorate,<,5,ng/L
L01-340-1,Total,Phorate,<,5,ng/L
L05-489-3,Total,Phorate,<,5,ng/L
L05-049-1,Total,Phorate,<,5,ng/L
L02-374-1 (L02P50),Total,Phorate,<,5,ng/L
L03-418-8,Total,Phorate,<,5,ng/L
K01-12177-1 (K01P07),Total,Phorate,<,5,ng/L
J03-9221-1 (J03P02),Total,Phorate,<,5,ng/L
J01-9224-1 (J01P24),Total,Phorate,<,5,ng/L
J01-9224-2 (J01P25),Total,Phorate,<,5,ng/L
J01-9992-1 (J01P27),Total,Phorate,<,5,ng/L
J01-9131-1 (J01P28),Total,Phorate,<,5,ng/L
J01-9007-1 (J02P05),Total,Phorate,<,5,ng/L
J06-9079-1 (J06P03),Total,Phorate,<,5,ng/L
J06-10011-1 (J06P01),Total,Phorate,<,5,ng/L
J01-9082-2,Total,Phorate,<,5,ng/L
L01-726-5,Total,Phorate,<,5,ng/L
L01-728-5 (L01-DP),Total,Phorate,<,5,ng/L
K01-12159-2,Total,Phorate,<,5,ng/L
K01-12159-3,Total,Phorate,<,5,ng/L
I01-11010-1,Total,Phorate,<,5,ng/L
I00-11437-1,Total,Phorate,<,5,ng/L
L02-246-1 (L11P01),Total,Phorate,<,5,ng/L
L02-641-1,Total,Phorate,<,5,ng/L
L02-641-2,Total,Phorate,<,5,ng/L
L01-731-1 (L08TBN2),Total,Phorate,<,5,ng/L
L02-166-3 (L02P26),Total,Phorate,<,5,ng/L
L05-503-1,Total,Phorate,<,5,ng/L
L01-724-4 (L01P03),Total,Phorate,<,5,ng/L
L01-724-1 (L01S01),Total,Phorate,<,5,ng/L
M01-042-1 (M01S01),Total,Phorate,<,5,ng/L
M02-032-1,Total,Phorate,<,5,ng/L
SC1-2,Total,Phorate,<,5,ng/L
M02-085-1 (M02P06),Total,Phorate,<,5,ng/L
M02-085-2,Total,Phorate,<,5,ng/L
K01-12126-1 (K01S01),Total,Phorate,<,5,ng/L
L04-672-1,Total,Phosphorus as PO4,NA,0.6950000000000001,mg/L
L04-266-5,Total,Phosphorus as PO4,NA,1.065,mg/L
J01-10004-1 (J01P01),Total,Phosphorus as PO4,NA,1.6,mg/L
L03-662-3 (L03P16),Total,Phosphorus as PO4,NA,0.72,mg/L
L03-214-2 (L03P18),Total,Phosphorus as PO4,NA,0.9550000000000001,mg/L
L03-316-3 (L03P12),Total,Phosphorus as PO4,NA,1.2000000000000002,mg/L
L01-404-1,Total,Phosphorus as PO4,NA,0.685,mg/L
L01-340-1,Total,Phosphorus as PO4,NA,0.6950000000000001,mg/L
L05-489-3,Total,Phosphorus as PO4,NA,0.8600000000000001,mg/L
L05-049-1,Total,Phosphorus as PO4,NA,1.1,mg/L
L02-374-1 (L02P50),Total,Phosphorus as PO4,NA,1.15,mg/L
L03-418-8,Total,Phosphorus as PO4,NA,0.44499999999999995,mg/L
K01-12177-1 (K01P07),Total,Phosphorus as PO4,NA,0.745,mg/L
J03-9221-1 (J03P02),Total,Phosphorus as PO4,NA,0.545,mg/L
J01-9224-1 (J01P24),Total,Phosphorus as PO4,NA,0.41500000000000004,mg/L
J01-9224-2 (J01P25),Total,Phosphorus as PO4,NA,0.5,mg/L
J01-9992-1 (J01P27),Total,Phosphorus as PO4,NA,1.07,mg/L
J01-9131-1 (J01P28),Total,Phosphorus as PO4,NA,1.6,mg/L
J01-9007-1 (J02P05),Total,Phosphorus as PO4,NA,1.45,mg/L
J06-9079-1 (J06P03),Total,Phosphorus as PO4,NA,0.5349999999999999,mg/L
J06-10011-1 (J06P01),Total,Phosphorus as PO4,NA,0.2,mg/L
J01-9082-2,Total,Phosphorus as PO4,NA,0.47,mg/L
L01-726-5,Total,Phosphorus as PO4,NA,0.475,mg/L
L01-728-5 (L01-DP),Total,Phosphorus as PO4,NA,1.175,mg/L
K01-12159-2,Total,Phosphorus as PO4,NA,0.71,mg/L
K01-12159-3,Total,Phosphorus as PO4,NA,0.5599999999999999,mg/L
I01-11010-1,Total,Phosphorus as PO4,NA,0.5,mg/L
I00-11437-1,Total,Phosphorus as PO4,NA,0.235,mg/L
L02-246-1 (L11P01),Total,Phosphorus as PO4,NA,0.7949999999999999,mg/L
L02-641-1,Total,Phosphorus as PO4,NA,1.165,mg/L
L02-641-2,Total,Phosphorus as PO4,NA,1.06,mg/L
L01-731-1 (L08TBN2),Total,Phosphorus as PO4,NA,1.6,mg/L
L02-166-3 (L02P26),Total,Phosphorus as PO4,NA,0.825,mg/L
L05-503-1,Total,Phosphorus as PO4,NA,0.69,mg/L
L01-724-4 (L01P03),Total,Phosphorus as PO4,NA,1.105,mg/L
L01-724-1 (L01S01),Total,Phosphorus as PO4,NA,0.225,mg/L
M01-042-1 (M01S01),Total,Phosphorus as PO4,NA,0.6799999999999999,mg/L
M02-032-1,Total,Phosphorus as PO4,NA,1.7000000000000002,mg/L
SC1-2,Total,Phosphorus as PO4,NA,0.265,mg/L
M02-085-1 (M02P06),Total,Phosphorus as PO4,NA,1.7,mg/L
M02-085-2,Total,Phosphorus as PO4,NA,1.2,mg/L
K01-12126-1 (K01S01),Total,Phosphorus as PO4,NA,0.76,mg/L
L03-662-3 (L03P16),Total,Pyrene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Pyrene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Pyrene,<,2.5,ng/L
L01-404-1,Total,Pyrene,<,2.5,ng/L
L01-340-1,Total,Pyrene,<,2.5,ng/L
L05-489-3,Total,Pyrene,<,2.5,ng/L
L05-049-1,Total,Pyrene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Pyrene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Pyrene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Pyrene,NA,30.75,ng/L
J01-9224-2 (J01P25),Total,Pyrene,NA,19.55,ng/L
J01-9992-1 (J01P27),Total,Pyrene,<,14.15,ng/L
J01-9131-1 (J01P28),Total,Pyrene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Pyrene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Pyrene,<,2.5,ng/L
J01-9082-2,Total,Pyrene,<,2.5,ng/L
K01-12159-2,Total,Pyrene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Pyrene,NA,71.2,ng/L
M02-032-1,Total,Pyrene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Pyrene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Pyrene,<,19.55,ng/L
J01-9992-1 (J01P27),Total,Pyrene,NA,14.15,ng/L
J01-9007-1 (J02P05),Total,Pyrene,NA,5.16,ng/L
L02-246-1 (L11P01),Total,Pyrene,NA,5.42,ng/L
L02-641-2,Total,Pyrene,NA,22.3,ng/L
M01-042-1 (M01S01),Total,Pyrene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Pyrene,<,2.5,ng/L
L05-503-1,Total,Pyrene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Pyrene,<,2.5,ng/L
L04-672-1,Total,Selenium,NA,24,ug/L
L04-266-5,Total,Selenium,NA,5.55,ug/L
L04-672-1,Dissolved,Selenium,NA,24,ug/L
L04-266-5,Dissolved,Selenium,NA,5.35,ug/L
J01-10004-1 (J01P01),Total,Selenium,NA,3.2,ug/L
J01-10004-1 (J01P01),Dissolved,Selenium,NA,3,ug/L
L03-662-3 (L03P16),Total,Selenium,NA,1.145,ug/L
L03-214-2 (L03P18),Total,Selenium,NA,38.5,ug/L
L03-316-3 (L03P12),Total,Selenium,NA,66.5,ug/L
L03-662-3 (L03P16),Dissolved,Selenium,NA,1.1400000000000001,ug/L
L03-214-2 (L03P18),Dissolved,Selenium,NA,38,ug/L
L03-316-3 (L03P12),Dissolved,Selenium,NA,66,ug/L
L01-404-1,Total,Selenium,NA,1.2000000000000002,ug/L
L01-340-1,Total,Selenium,NA,1.2999999999999998,ug/L
L05-489-3,Total,Selenium,NA,18.5,ug/L
L05-049-1,Total,Selenium,NA,14.5,ug/L
L02-374-1 (L02P50),Total,Selenium,NA,18.5,ug/L
L01-404-1,Dissolved,Selenium,NA,1.2000000000000002,ug/L
L01-340-1,Dissolved,Selenium,NA,1.2999999999999998,ug/L
L05-489-3,Dissolved,Selenium,NA,17,ug/L
L05-049-1,Dissolved,Selenium,NA,14.5,ug/L
L02-374-1 (L02P50),Dissolved,Selenium,NA,18.5,ug/L
L03-418-8,Total,Selenium,NA,4.85,ug/L
K01-12177-1 (K01P07),Total,Selenium,NA,9.2,ug/L
J03-9221-1 (J03P02),Total,Selenium,NA,10.8,ug/L
J01-9224-1 (J01P24),Total,Selenium,NA,1.65,ug/L
J01-9224-2 (J01P25),Total,Selenium,NA,0.345,ug/L
L03-418-8,Dissolved,Selenium,NA,4.8,ug/L
K01-12177-1 (K01P07),Dissolved,Selenium,NA,8.65,ug/L
J03-9221-1 (J03P02),Dissolved,Selenium,NA,10.3,ug/L
J01-9224-1 (J01P24),Dissolved,Selenium,NA,1.65,ug/L
J01-9224-2 (J01P25),Dissolved,Selenium,NA,0.33,ug/L
J01-9992-1 (J01P27),Total,Selenium,NA,76,ug/L
J01-9131-1 (J01P28),Total,Selenium,NA,20.5,ug/L
J01-9007-1 (J02P05),Total,Selenium,NA,3.95,ug/L
J01-9992-1 (J01P27),Dissolved,Selenium,NA,76.5,ug/L
J01-9131-1 (J01P28),Dissolved,Selenium,NA,20.5,ug/L
J01-9007-1 (J02P05),Dissolved,Selenium,NA,3.95,ug/L
J06-9079-1 (J06P03),Total,Selenium,NA,11.5,ug/L
J06-10011-1 (J06P01),Total,Selenium,NA,7.25,ug/L
J01-9082-2,Total,Selenium,NA,3.8499999999999996,ug/L
J06-9079-1 (J06P03),Dissolved,Selenium,NA,11.5,ug/L
J06-10011-1 (J06P01),Dissolved,Selenium,NA,7.15,ug/L
J01-9082-2,Dissolved,Selenium,NA,3.8499999999999996,ug/L
L01-726-5,Total,Selenium,NA,8.55,ug/L
L01-728-5 (L01-DP),Total,Selenium,NA,1.2,ug/L
K01-12159-2,Total,Selenium,NA,11.5,ug/L
K01-12159-3,Total,Selenium,NA,2.1,ug/L
L01-726-5,Dissolved,Selenium,NA,8.649999999999999,ug/L
L01-728-5 (L01-DP),Dissolved,Selenium,NA,1.2,ug/L
K01-12159-2,Dissolved,Selenium,NA,11.5,ug/L
K01-12159-3,Dissolved,Selenium,NA,2.05,ug/L
I01-11010-1,Total,Selenium,NA,3.75,ug/L
I00-11437-1,Total,Selenium,NA,20,ug/L
I01-11010-1,Dissolved,Selenium,NA,3.8,ug/L
I00-11437-1,Dissolved,Selenium,NA,20.5,ug/L
L02-246-1 (L11P01),Total,Selenium,NA,0.67,ug/L
L02-641-1,Total,Selenium,NA,1.0350000000000001,ug/L
L02-641-2,Total,Selenium,NA,1.25,ug/L
L01-731-1 (L08TBN2),Total,Selenium,NA,0.745,ug/L
L02-166-3 (L02P26),Total,Selenium,NA,1.7999999999999998,ug/L
L02-246-1 (L11P01),Dissolved,Selenium,NA,0.645,ug/L
L02-641-1,Dissolved,Selenium,NA,0.97,ug/L
L02-641-2,Dissolved,Selenium,NA,1.145,ug/L
L01-731-1 (L08TBN2),Dissolved,Selenium,NA,0.6950000000000001,ug/L
L02-166-3 (L02P26),Dissolved,Selenium,NA,1.75,ug/L
L05-503-1,Total,Selenium,NA,10.2,ug/L
L01-724-4 (L01P03),Total,Selenium,NA,7.85,ug/L
L01-724-1 (L01S01),Total,Selenium,NA,18,ug/L
L05-503-1,Dissolved,Selenium,NA,11.2,ug/L
L01-724-4 (L01P03),Dissolved,Selenium,NA,7.85,ug/L
L01-724-1 (L01S01),Dissolved,Selenium,NA,18.5,ug/L
M01-042-1 (M01S01),Total,Selenium,NA,2.3,ug/L
M02-032-1,Total,Selenium,NA,2.65,ug/L
SC1-2,Total,Selenium,NA,4.050000000000001,ug/L
M02-085-1 (M02P06),Total,Selenium,NA,51.5,ug/L
M02-085-2,Total,Selenium,NA,3.85,ug/L
M01-042-1 (M01S01),Dissolved,Selenium,NA,2.3,ug/L
M02-032-1,Dissolved,Selenium,NA,2.55,ug/L
SC1-2,Dissolved,Selenium,NA,3.95,ug/L
M02-085-1 (M02P06),Dissolved,Selenium,NA,50.5,ug/L
M02-085-2,Dissolved,Selenium,NA,3.7,ug/L
K01-12126-1 (K01S01),Total,Selenium,NA,8.65,ug/L
K01-12126-1 (K01S01),Dissolved,Selenium,NA,8.600000000000001,ug/L
J01-9224-2 (J01P25),Total,Selenium,<,0.345,ug/L
J01-9224-2 (J01P25),Dissolved,Selenium,<,0.33,ug/L
L04-672-1,Total,Silver,<,0.1,ug/L
L04-266-5,Total,Silver,<,0.1,ug/L
L04-672-1,Dissolved,Silver,<,0.1,ug/L
L04-266-5,Dissolved,Silver,<,0.1,ug/L
J01-10004-1 (J01P01),Total,Silver,<,0.1,ug/L
J01-10004-1 (J01P01),Dissolved,Silver,<,0.1,ug/L
L03-662-3 (L03P16),Total,Silver,<,0.1,ug/L
L03-214-2 (L03P18),Total,Silver,<,0.1,ug/L
L03-316-3 (L03P12),Total,Silver,<,0.1,ug/L
L03-662-3 (L03P16),Dissolved,Silver,<,0.1,ug/L
L03-214-2 (L03P18),Dissolved,Silver,<,0.1,ug/L
L03-316-3 (L03P12),Dissolved,Silver,<,0.1,ug/L
L01-404-1,Total,Silver,<,0.1,ug/L
L01-340-1,Total,Silver,<,0.1,ug/L
L05-489-3,Total,Silver,<,0.1,ug/L
L05-049-1,Total,Silver,<,0.1,ug/L
L02-374-1 (L02P50),Total,Silver,<,0.1,ug/L
L01-404-1,Dissolved,Silver,<,0.1,ug/L
L01-340-1,Dissolved,Silver,<,0.1,ug/L
L05-489-3,Dissolved,Silver,<,0.1,ug/L
L05-049-1,Dissolved,Silver,<,0.1,ug/L
