Station2,Sample Type,Parameter,Qualifier,ResultAvg,Units
L05-489-3,Dissolved,Chromium,<,0.1,ug/L
L05-049-1,Dissolved,Chromium,NA,0.30500000000000005,ug/L
L02-374-1 (L02P50),Dissolved,Chromium,NA,0.655,ug/L
L03-418-8,Total,Chromium,NA,0.29,ug/L
K01-12177-1 (K01P07),Total,Chromium,NA,0.30000000000000004,ug/L
J03-9221-1 (J03P02),Total,Chromium,NA,0.5449999999999999,ug/L
J01-9224-1 (J01P24),Total,Chromium,NA,1.055,ug/L
J01-9224-2 (J01P25),Total,Chromium,<,0.1,ug/L
L03-418-8,Dissolved,Chromium,NA,0.305,ug/L
K01-12177-1 (K01P07),Dissolved,Chromium,NA,0.22499999999999998,ug/L
J03-9221-1 (J03P02),Dissolved,Chromium,NA,0.495,ug/L
J01-9224-1 (J01P24),Dissolved,Chromium,NA,0.185,ug/L
J01-9224-2 (J01P25),Dissolved,Chromium,NA,0.255,ug/L
J01-9992-1 (J01P27),Total,Chromium,NA,4.8,ug/L
J01-9131-1 (J01P28),Total,Chromium,NA,1.095,ug/L
J01-9007-1 (J02P05),Total,Chromium,NA,2.78,ug/L
J01-9992-1 (J01P27),Dissolved,Chromium,NA,1.8,ug/L
J01-9131-1 (J01P28),Dissolved,Chromium,NA,0.69,ug/L
J01-9007-1 (J02P05),Dissolved,Chromium,NA,1.655,ug/L
J06-9079-1 (J06P03),Total,Chromium,NA,0.825,ug/L
J06-10011-1 (J06P01),Total,Chromium,NA,0.52,ug/L
J01-9082-2,Total,Chromium,NA,1.1400000000000001,ug/L
J06-9079-1 (J06P03),Dissolved,Chromium,NA,0.7749999999999999,ug/L
J06-10011-1 (J06P01),Dissolved,Chromium,NA,0.51,ug/L
J01-9082-2,Dissolved,Chromium,NA,1.015,ug/L
L01-726-5,Total,Chromium,<,0.1,ug/L
L01-728-5 (L01-DP),Total,Chromium,NA,0.44999999999999996,ug/L
K01-12159-2,Total,Chromium,NA,0.595,ug/L
K01-12159-3,Total,Chromium,NA,0.7250000000000001,ug/L
L01-726-5,Dissolved,Chromium,<,0.1,ug/L
L01-728-5 (L01-DP),Dissolved,Chromium,NA,0.3,ug/L
K01-12159-2,Dissolved,Chromium,NA,0.32,ug/L
K01-12159-3,Dissolved,Chromium,NA,0.73,ug/L
I01-11010-1,Total,Chromium,<,0.1,ug/L
I00-11437-1,Total,Chromium,NA,0.365,ug/L
I01-11010-1,Dissolved,Chromium,<,0.20500000000000002,ug/L
I00-11437-1,Dissolved,Chromium,NA,0.3,ug/L
L02-246-1 (L11P01),Total,Chromium,NA,0.33999999999999997,ug/L
L02-641-1,Total,Chromium,NA,0.30000000000000004,ug/L
L02-641-2,Total,Chromium,NA,0.39,ug/L
L01-731-1 (L08TBN2),Total,Chromium,NA,0.35,ug/L
L02-166-3 (L02P26),Total,Chromium,NA,0.33,ug/L
L02-246-1 (L11P01),Dissolved,Chromium,NA,0.29500000000000004,ug/L
L02-641-1,Dissolved,Chromium,NA,0.25,ug/L
L02-641-2,Dissolved,Chromium,NA,0.245,ug/L
L01-731-1 (L08TBN2),Dissolved,Chromium,<,0.1,ug/L
L02-166-3 (L02P26),Dissolved,Chromium,NA,0.26,ug/L
L05-503-1,Total,Chromium,NA,0.53,ug/L
L01-724-4 (L01P03),Total,Chromium,NA,0.58,ug/L
L01-724-1 (L01S01),Total,Chromium,NA,0.22499999999999998,ug/L
L05-503-1,Dissolved,Chromium,<,0.1,ug/L
L01-724-4 (L01P03),Dissolved,Chromium,NA,0.48,ug/L
L01-724-1 (L01S01),Dissolved,Chromium,<,0.1,ug/L
M01-042-1 (M01S01),Total,Chromium,NA,3.35,ug/L
M02-032-1,Total,Chromium,NA,0.36,ug/L
SC1-2,Total,Chromium,NA,0.275,ug/L
M02-085-1 (M02P06),Total,Chromium,NA,0.58,ug/L
M02-085-2,Total,Chromium,NA,0.45999999999999996,ug/L
M01-042-1 (M01S01),Dissolved,Chromium,NA,0.96,ug/L
M02-032-1,Dissolved,Chromium,NA,0.255,ug/L
SC1-2,Dissolved,Chromium,NA,0.415,ug/L
M02-085-1 (M02P06),Dissolved,Chromium,NA,0.515,ug/L
M02-085-2,Dissolved,Chromium,NA,0.255,ug/L
K01-12126-1 (K01S01),Total,Chromium,NA,0.8250000000000001,ug/L
K01-12126-1 (K01S01),Dissolved,Chromium,NA,0.64,ug/L
L04-266-5,Dissolved,Chromium,<,0.155,ug/L
L03-418-8,Dissolved,Chromium,<,0.305,ug/L
J01-9224-1 (J01P24),Dissolved,Chromium,<,0.185,ug/L
J01-9224-2 (J01P25),Dissolved,Chromium,<,0.255,ug/L
L01-404-1,Dissolved,Chromium,NA,0.15000000000000002,ug/L
L01-340-1,Dissolved,Chromium,<,0.155,ug/L
I01-11010-1,Dissolved,Chromium,NA,0.20500000000000002,ug/L
L04-672-1,Total,Chrysene,<,2.5,ng/L
L04-266-5,Total,Chrysene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Chrysene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Chrysene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Chrysene,<,2.5,ng/L
L01-404-1,Total,Chrysene,<,2.5,ng/L
L01-340-1,Total,Chrysene,<,2.5,ng/L
L05-489-3,Total,Chrysene,<,2.5,ng/L
L05-049-1,Total,Chrysene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Chrysene,<,2.5,ng/L
L03-418-8,Total,Chrysene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Chrysene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Chrysene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Chrysene,<,6.2,ng/L
J01-9131-1 (J01P28),Total,Chrysene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Chrysene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Chrysene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Chrysene,<,2.5,ng/L
J01-9082-2,Total,Chrysene,<,2.5,ng/L
L01-726-5,Total,Chrysene,<,2.5,ng/L
K01-12159-2,Total,Chrysene,<,2.5,ng/L
K01-12159-3,Total,Chrysene,<,2.5,ng/L
I01-11010-1,Total,Chrysene,<,2.5,ng/L
I00-11437-1,Total,Chrysene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Chrysene,<,2.5,ng/L
L02-641-1,Total,Chrysene,<,2.5,ng/L
L02-641-2,Total,Chrysene,<,8.3,ng/L
L01-731-1 (L08TBN2),Total,Chrysene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Chrysene,<,2.5,ng/L
L05-503-1,Total,Chrysene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Chrysene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Chrysene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Chrysene,<,2.5,ng/L
M02-032-1,Total,Chrysene,<,2.5,ng/L
SC1-2,Total,Chrysene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Chrysene,<,2.5,ng/L
M02-085-2,Total,Chrysene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Chrysene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Chrysene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Chrysene,NA,18,ng/L
J01-9224-2 (J01P25),Total,Chrysene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Chrysene,NA,6.2,ng/L
L01-728-5 (L01-DP),Total,Chrysene,<,2.5,ng/L
L02-641-2,Total,Chrysene,NA,8.3,ng/L
L04-672-1,Total,Copper,NA,5.4,ug/L
L04-266-5,Total,Copper,NA,4.35,ug/L
L04-672-1,Dissolved,Copper,NA,2.8499999999999996,ug/L
L04-266-5,Dissolved,Copper,NA,2.7,ug/L
J01-10004-1 (J01P01),Total,Copper,NA,10.05,ug/L
J01-10004-1 (J01P01),Dissolved,Copper,NA,6.1000000000000005,ug/L
L03-662-3 (L03P16),Total,Copper,NA,12.5,ug/L
L03-214-2 (L03P18),Total,Copper,NA,5.95,ug/L
L03-316-3 (L03P12),Total,Copper,NA,4.1,ug/L
L03-662-3 (L03P16),Dissolved,Copper,NA,10.25,ug/L
L03-214-2 (L03P18),Dissolved,Copper,NA,4.199999999999999,ug/L
L03-316-3 (L03P12),Dissolved,Copper,NA,3.45,ug/L
L01-404-1,Total,Copper,NA,4.85,ug/L
L01-340-1,Total,Copper,NA,5.3,ug/L
L05-489-3,Total,Copper,NA,2.15,ug/L
L05-049-1,Total,Copper,NA,4.6,ug/L
L02-374-1 (L02P50),Total,Copper,NA,3.75,ug/L
L01-404-1,Dissolved,Copper,NA,3.45,ug/L
L01-340-1,Dissolved,Copper,NA,4.05,ug/L
L05-489-3,Dissolved,Copper,NA,1.31,ug/L
L05-049-1,Dissolved,Copper,NA,3.9,ug/L
L02-374-1 (L02P50),Dissolved,Copper,NA,2.1,ug/L
L03-418-8,Total,Copper,NA,3,ug/L
K01-12177-1 (K01P07),Total,Copper,NA,9.3,ug/L
J03-9221-1 (J03P02),Total,Copper,NA,2.6500000000000004,ug/L
J01-9224-1 (J01P24),Total,Copper,NA,7.8,ug/L
J01-9224-2 (J01P25),Total,Copper,NA,0.875,ug/L
L03-418-8,Dissolved,Copper,NA,2.65,ug/L
K01-12177-1 (K01P07),Dissolved,Copper,NA,6.199999999999999,ug/L
J03-9221-1 (J03P02),Dissolved,Copper,NA,2,ug/L
J01-9224-1 (J01P24),Dissolved,Copper,NA,2.1,ug/L
J01-9224-2 (J01P25),Dissolved,Copper,NA,1.125,ug/L
J01-9992-1 (J01P27),Total,Copper,NA,8.6,ug/L
J01-9131-1 (J01P28),Total,Copper,NA,6.55,ug/L
J01-9007-1 (J02P05),Total,Copper,NA,12.95,ug/L
J01-9992-1 (J01P27),Dissolved,Copper,NA,2.8,ug/L
J01-9131-1 (J01P28),Dissolved,Copper,NA,5.5,ug/L
J01-9007-1 (J02P05),Dissolved,Copper,NA,8.95,ug/L
J06-9079-1 (J06P03),Total,Copper,NA,3.8,ug/L
J06-10011-1 (J06P01),Total,Copper,NA,3.8,ug/L
J01-9082-2,Total,Copper,NA,1.9000000000000001,ug/L
J06-9079-1 (J06P03),Dissolved,Copper,NA,3.1500000000000004,ug/L
J06-10011-1 (J06P01),Dissolved,Copper,NA,2.9000000000000004,ug/L
J01-9082-2,Dissolved,Copper,NA,1.6,ug/L
L01-726-5,Total,Copper,NA,3.95,ug/L
L01-728-5 (L01-DP),Total,Copper,NA,9.85,ug/L
K01-12159-2,Total,Copper,NA,7.65,ug/L
K01-12159-3,Total,Copper,NA,7.65,ug/L
L01-726-5,Dissolved,Copper,NA,3.4,ug/L
L01-728-5 (L01-DP),Dissolved,Copper,NA,7.35,ug/L
K01-12159-2,Dissolved,Copper,NA,3.75,ug/L
K01-12159-3,Dissolved,Copper,NA,6.95,ug/L
I01-11010-1,Total,Copper,NA,2.0999999999999996,ug/L
I00-11437-1,Total,Copper,NA,1.4,ug/L
I01-11010-1,Dissolved,Copper,NA,1.75,ug/L
I00-11437-1,Dissolved,Copper,NA,1.75,ug/L
L02-246-1 (L11P01),Total,Copper,NA,3.4,ug/L
L02-641-1,Total,Copper,NA,4.25,ug/L
L02-641-2,Total,Copper,NA,6.15,ug/L
L01-731-1 (L08TBN2),Total,Copper,NA,8.05,ug/L
L02-166-3 (L02P26),Total,Copper,NA,6.1,ug/L
L02-246-1 (L11P01),Dissolved,Copper,NA,2.75,ug/L
L02-641-1,Dissolved,Copper,NA,3.55,ug/L
L02-641-2,Dissolved,Copper,NA,4.05,ug/L
L01-731-1 (L08TBN2),Dissolved,Copper,NA,4.800000000000001,ug/L
L02-166-3 (L02P26),Dissolved,Copper,NA,4.4,ug/L
L05-503-1,Total,Copper,NA,3.5999999999999996,ug/L
L01-724-4 (L01P03),Total,Copper,NA,2.8,ug/L
L01-724-1 (L01S01),Total,Copper,NA,3.05,ug/L
L05-503-1,Dissolved,Copper,NA,2.45,ug/L
L01-724-4 (L01P03),Dissolved,Copper,NA,2.25,ug/L
L01-724-1 (L01S01),Dissolved,Copper,NA,2.4000000000000004,ug/L
M01-042-1 (M01S01),Total,Copper,NA,8.25,ug/L
M02-032-1,Total,Copper,NA,2.0999999999999996,ug/L
SC1-2,Total,Copper,NA,2,ug/L
M02-085-1 (M02P06),Total,Copper,NA,3.1,ug/L
M02-085-2,Total,Copper,NA,5.3,ug/L
M01-042-1 (M01S01),Dissolved,Copper,NA,5.25,ug/L
M02-032-1,Dissolved,Copper,NA,1.7,ug/L
SC1-2,Dissolved,Copper,NA,2.05,ug/L
M02-085-1 (M02P06),Dissolved,Copper,NA,3.05,ug/L
M02-085-2,Dissolved,Copper,NA,3.8499999999999996,ug/L
K01-12126-1 (K01S01),Total,Copper,NA,20.45,ug/L
K01-12126-1 (K01S01),Dissolved,Copper,NA,13.45,ug/L
L04-672-1,Total,delta BHC,<,2.5,ng/L
L04-266-5,Total,delta BHC,<,2.5,ng/L
J01-10004-1 (J01P01),Total,delta BHC,<,2.5,ng/L
L03-662-3 (L03P16),Total,delta BHC,<,2.5,ng/L
L03-214-2 (L03P18),Total,delta BHC,<,2.5,ng/L
L03-316-3 (L03P12),Total,delta BHC,<,2.5,ng/L
L01-404-1,Total,delta BHC,<,2.5,ng/L
L01-340-1,Total,delta BHC,<,2.5,ng/L
L05-489-3,Total,delta BHC,<,2.5,ng/L
L05-049-1,Total,delta BHC,<,2.5,ng/L
L02-374-1 (L02P50),Total,delta BHC,<,2.5,ng/L
L03-418-8,Total,delta BHC,<,2.5,ng/L
K01-12177-1 (K01P07),Total,delta BHC,<,2.5,ng/L
J03-9221-1 (J03P02),Total,delta BHC,<,2.5,ng/L
J01-9224-1 (J01P24),Total,delta BHC,<,2.5,ng/L
J01-9224-2 (J01P25),Total,delta BHC,<,2.5,ng/L
J01-9992-1 (J01P27),Total,delta BHC,<,2.5,ng/L
J01-9131-1 (J01P28),Total,delta BHC,<,2.5,ng/L
J01-9007-1 (J02P05),Total,delta BHC,<,2.5,ng/L
J06-9079-1 (J06P03),Total,delta BHC,<,2.5,ng/L
J06-10011-1 (J06P01),Total,delta BHC,<,2.5,ng/L
J01-9082-2,Total,delta BHC,<,2.5,ng/L
L01-726-5,Total,delta BHC,<,2.5,ng/L
L01-728-5 (L01-DP),Total,delta BHC,<,2.5,ng/L
K01-12159-2,Total,delta BHC,<,2.5,ng/L
K01-12159-3,Total,delta BHC,<,2.5,ng/L
I01-11010-1,Total,delta BHC,<,2.5,ng/L
I00-11437-1,Total,delta BHC,<,2.5,ng/L
L02-246-1 (L11P01),Total,delta BHC,<,2.5,ng/L
L02-641-1,Total,delta BHC,<,2.5,ng/L
L02-641-2,Total,delta BHC,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,delta BHC,<,2.5,ng/L
L02-166-3 (L02P26),Total,delta BHC,<,2.5,ng/L
L05-503-1,Total,delta BHC,<,2.5,ng/L
L01-724-4 (L01P03),Total,delta BHC,<,2.5,ng/L
L01-724-1 (L01S01),Total,delta BHC,<,2.5,ng/L
M01-042-1 (M01S01),Total,delta BHC,<,2.5,ng/L
M02-032-1,Total,delta BHC,<,2.5,ng/L
SC1-2,Total,delta BHC,<,2.5,ng/L
M02-085-1 (M02P06),Total,delta BHC,<,2.5,ng/L
M02-085-2,Total,delta BHC,<,2.5,ng/L
K01-12126-1 (K01S01),Total,delta BHC,<,2.5,ng/L
L04-672-1,Total,Demeton,<,1,ng/L
L04-266-5,Total,Demeton,<,1,ng/L
J01-10004-1 (J01P01),Total,Demeton,<,1,ng/L
L03-662-3 (L03P16),Total,Demeton,<,1,ng/L
L03-214-2 (L03P18),Total,Demeton,<,1,ng/L
L03-316-3 (L03P12),Total,Demeton,<,1,ng/L
L01-404-1,Total,Demeton,<,1,ng/L
L01-340-1,Total,Demeton,<,1,ng/L
L05-489-3,Total,Demeton,<,1,ng/L
L05-049-1,Total,Demeton,<,1,ng/L
L02-374-1 (L02P50),Total,Demeton,<,1,ng/L
L03-418-8,Total,Demeton,<,1,ng/L
K01-12177-1 (K01P07),Total,Demeton,<,1,ng/L
J03-9221-1 (J03P02),Total,Demeton,<,1,ng/L
J01-9224-1 (J01P24),Total,Demeton,<,1,ng/L
J01-9224-2 (J01P25),Total,Demeton,<,1,ng/L
J01-9992-1 (J01P27),Total,Demeton,<,1,ng/L
J01-9131-1 (J01P28),Total,Demeton,<,1,ng/L
J01-9007-1 (J02P05),Total,Demeton,<,1,ng/L
J06-9079-1 (J06P03),Total,Demeton,<,1,ng/L
J06-10011-1 (J06P01),Total,Demeton,<,1,ng/L
J01-9082-2,Total,Demeton,<,1,ng/L
L01-726-5,Total,Demeton,<,1,ng/L
L01-728-5 (L01-DP),Total,Demeton,<,1,ng/L
K01-12159-2,Total,Demeton,<,1,ng/L
K01-12159-3,Total,Demeton,<,1,ng/L
I01-11010-1,Total,Demeton,<,1,ng/L
I00-11437-1,Total,Demeton,<,1,ng/L
L02-246-1 (L11P01),Total,Demeton,<,1,ng/L
L02-641-1,Total,Demeton,<,1,ng/L
L02-641-2,Total,Demeton,<,1,ng/L
L01-731-1 (L08TBN2),Total,Demeton,<,1,ng/L
L02-166-3 (L02P26),Total,Demeton,<,1,ng/L
L05-503-1,Total,Demeton,<,1,ng/L
L01-724-4 (L01P03),Total,Demeton,<,1,ng/L
L01-724-1 (L01S01),Total,Demeton,<,1,ng/L
M01-042-1 (M01S01),Total,Demeton,<,1,ng/L
M02-032-1,Total,Demeton,<,1,ng/L
SC1-2,Total,Demeton,<,1,ng/L
M02-085-1 (M02P06),Total,Demeton,<,1,ng/L
M02-085-2,Total,Demeton,<,1,ng/L
K01-12126-1 (K01S01),Total,Demeton,<,1,ng/L
L04-672-1,Total,Diazinon,<,0.5,ng/L
L04-266-5,Total,Diazinon,<,0.5,ng/L
J01-10004-1 (J01P01),Total,Diazinon,<,0.5,ng/L
L03-662-3 (L03P16),Total,Diazinon,<,0.5,ng/L
L03-214-2 (L03P18),Total,Diazinon,<,0.5,ng/L
L03-316-3 (L03P12),Total,Diazinon,<,0.5,ng/L
L01-404-1,Total,Diazinon,<,0.5,ng/L
L01-340-1,Total,Diazinon,<,3.45,ng/L
L05-489-3,Total,Diazinon,<,0.5,ng/L
L05-049-1,Total,Diazinon,<,0.5,ng/L
L02-374-1 (L02P50),Total,Diazinon,<,0.5,ng/L
L03-418-8,Total,Diazinon,<,0.5,ng/L
K01-12177-1 (K01P07),Total,Diazinon,<,0.5,ng/L
J03-9221-1 (J03P02),Total,Diazinon,<,0.5,ng/L
J01-9224-1 (J01P24),Total,Diazinon,<,0.5,ng/L
J01-9224-2 (J01P25),Total,Diazinon,<,0.5,ng/L
J01-9992-1 (J01P27),Total,Diazinon,<,0.5,ng/L
J01-9131-1 (J01P28),Total,Diazinon,<,0.5,ng/L
J01-9007-1 (J02P05),Total,Diazinon,<,0.5,ng/L
J06-9079-1 (J06P03),Total,Diazinon,<,0.5,ng/L
J06-10011-1 (J06P01),Total,Diazinon,<,0.5,ng/L
J01-9082-2,Total,Diazinon,<,2.385,ng/L
L01-726-5,Total,Diazinon,<,0.5,ng/L
L01-728-5 (L01-DP),Total,Diazinon,<,0.5,ng/L
K01-12159-2,Total,Diazinon,<,0.5,ng/L
K01-12159-3,Total,Diazinon,<,0.5,ng/L
I01-11010-1,Total,Diazinon,<,0.5,ng/L
I00-11437-1,Total,Diazinon,<,0.5,ng/L
L02-246-1 (L11P01),Total,Diazinon,<,0.5,ng/L
L02-641-1,Total,Diazinon,<,0.5,ng/L
L02-641-2,Total,Diazinon,<,0.5,ng/L
L01-731-1 (L08TBN2),Total,Diazinon,<,0.5,ng/L
L02-166-3 (L02P26),Total,Diazinon,<,0.5,ng/L
L05-503-1,Total,Diazinon,<,0.5,ng/L
L01-724-4 (L01P03),Total,Diazinon,<,0.5,ng/L
L01-724-1 (L01S01),Total,Diazinon,<,0.5,ng/L
M01-042-1 (M01S01),Total,Diazinon,<,0.5,ng/L
M02-032-1,Total,Diazinon,<,0.5,ng/L
SC1-2,Total,Diazinon,<,0.5,ng/L
M02-085-1 (M02P06),Total,Diazinon,<,0.5,ng/L
M02-085-2,Total,Diazinon,<,0.5,ng/L
K01-12126-1 (K01S01),Total,Diazinon,<,0.5,ng/L
L01-340-1,Total,Diazinon,NA,3.45,ng/L
J01-9082-2,Total,Diazinon,NA,2.385,ng/L
L04-672-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L04-266-5,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J01-10004-1 (J01P01),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L03-662-3 (L03P16),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L03-214-2 (L03P18),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L03-316-3 (L03P12),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L01-404-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L01-340-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L05-489-3,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L05-049-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L02-374-1 (L02P50),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L03-418-8,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
K01-12177-1 (K01P07),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J03-9221-1 (J03P02),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J01-9224-1 (J01P24),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J01-9224-2 (J01P25),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J01-9992-1 (J01P27),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J01-9131-1 (J01P28),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J01-9007-1 (J02P05),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J06-9079-1 (J06P03),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J06-10011-1 (J06P01),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
J01-9082-2,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L01-726-5,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L01-728-5 (L01-DP),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
K01-12159-2,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
K01-12159-3,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
I01-11010-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
I00-11437-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L02-246-1 (L11P01),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L02-641-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L02-641-2,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L01-731-1 (L08TBN2),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L02-166-3 (L02P26),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L05-503-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L01-724-4 (L01P03),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L01-724-1 (L01S01),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
M01-042-1 (M01S01),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
M02-032-1,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
SC1-2,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
M02-085-1 (M02P06),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
M02-085-2,Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
K01-12126-1 (K01S01),Total,"Dibenz(a,h)anthracene",<,2.5,ng/L
L04-672-1,Total,Dibenzothiophene,<,2.5,ng/L
L04-266-5,Total,Dibenzothiophene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Dibenzothiophene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Dibenzothiophene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Dibenzothiophene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Dibenzothiophene,<,2.5,ng/L
L01-404-1,Total,Dibenzothiophene,<,2.5,ng/L
L01-340-1,Total,Dibenzothiophene,<,2.5,ng/L
L05-489-3,Total,Dibenzothiophene,<,2.5,ng/L
L05-049-1,Total,Dibenzothiophene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Dibenzothiophene,<,2.5,ng/L
L03-418-8,Total,Dibenzothiophene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Dibenzothiophene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Dibenzothiophene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Dibenzothiophene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Dibenzothiophene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Dibenzothiophene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Dibenzothiophene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Dibenzothiophene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Dibenzothiophene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Dibenzothiophene,<,2.5,ng/L
J01-9082-2,Total,Dibenzothiophene,<,2.5,ng/L
L01-726-5,Total,Dibenzothiophene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Dibenzothiophene,<,2.5,ng/L
K01-12159-2,Total,Dibenzothiophene,<,2.5,ng/L
K01-12159-3,Total,Dibenzothiophene,<,2.5,ng/L
I01-11010-1,Total,Dibenzothiophene,<,2.5,ng/L
I00-11437-1,Total,Dibenzothiophene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Dibenzothiophene,<,2.5,ng/L
L02-641-1,Total,Dibenzothiophene,<,2.5,ng/L
L02-641-2,Total,Dibenzothiophene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Dibenzothiophene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Dibenzothiophene,<,2.5,ng/L
L05-503-1,Total,Dibenzothiophene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Dibenzothiophene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Dibenzothiophene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Dibenzothiophene,<,2.5,ng/L
M02-032-1,Total,Dibenzothiophene,<,2.5,ng/L
SC1-2,Total,Dibenzothiophene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Dibenzothiophene,<,2.5,ng/L
M02-085-2,Total,Dibenzothiophene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Dibenzothiophene,<,2.5,ng/L
L04-672-1,Total,Dichlorvos,<,3,ng/L
L04-266-5,Total,Dichlorvos,<,3,ng/L
J01-10004-1 (J01P01),Total,Dichlorvos,<,3,ng/L
L03-662-3 (L03P16),Total,Dichlorvos,<,3,ng/L
L03-214-2 (L03P18),Total,Dichlorvos,<,3,ng/L
L03-316-3 (L03P12),Total,Dichlorvos,<,3,ng/L
L01-404-1,Total,Dichlorvos,<,3,ng/L
L01-340-1,Total,Dichlorvos,<,3,ng/L
L05-489-3,Total,Dichlorvos,<,3,ng/L
L05-049-1,Total,Dichlorvos,<,3,ng/L
L02-374-1 (L02P50),Total,Dichlorvos,<,3,ng/L
L03-418-8,Total,Dichlorvos,<,3,ng/L
K01-12177-1 (K01P07),Total,Dichlorvos,<,3,ng/L
J03-9221-1 (J03P02),Total,Dichlorvos,<,3,ng/L
J01-9224-1 (J01P24),Total,Dichlorvos,<,3,ng/L
J01-9224-2 (J01P25),Total,Dichlorvos,<,3,ng/L
J01-9992-1 (J01P27),Total,Dichlorvos,<,3,ng/L
