Station2,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS,LoadsJurs
M02-032-1,Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,SAN CLEMENTE,2370822.470496,5927056.176239999,3.700137223128997e-4,0.0016946838344543452
M02-085-1 (M02P06),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,ORANGE CO,924.9483429929159,2312.3708574822895,1.4435647695981078e-7,0.004558186894784996
M02-085-1 (M02P06),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,SAN CLEMENTE,1334007.5785502123,3335018.9463755307,2.0819825856877245e-4,0.0016946838344543452
M02-085-2,Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,SAN CLEMENTE,4857258.51,12143146.274999999,7.580712279756255e-4,0.0016946838344543452
K01-12126-1 (K01S01),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,DANA POINT,1649043.5017217847,4122608.7543044616,2.5736584325536735e-4,7.891116432278447e-4
K01-12126-1 (K01S01),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,LAGUNA NIGUEL,4419767.737990215,11049419.344975539,6.897921429562323e-4,0.0034178980543725884
J01-10004-1 (J01P01),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,LAKE FOREST,864420.3563028767,2161050.890757192,1.3490988788028284e-4,1.5038507433950965e-4
L03-418-8,Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,LAGUNA NIGUEL,109876.87025110077,274692.1756277519,1.7148458083070085e-5,0.0034178980543725884
L03-418-8,Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,MISSION VIEJO,1002625.2111076597,2506563.0277691493,1.5647948805255259e-4,0.004666770571163041
J01-9224-2 (J01P25),Total,"Benzo(g,h,i)perylene",<,22.75,ng/L,ALISO VIEJO,4874.888154471552,110903.70551422781,6.923486411368114e-6,5.769219611112303e-4
J01-9224-2 (J01P25),Total,"Benzo(g,h,i)perylene",<,22.75,ng/L,LAGUNA NIGUEL,292686.7105273306,6658622.664496771,4.156838883093665e-4,0.0034178980543725884
J01-9992-1 (J01P27),Total,"Benzo(g,h,i)perylene",NA,5.32,ng/L,ALISO VIEJO,222518.53120595615,1183798.5860156869,7.390207014340862e-5,5.769219611112303e-4
J01-9992-1 (J01P27),Total,"Benzo(g,h,i)perylene",NA,5.32,ng/L,ORANGE CO,652.66864898256,3472.197212587219,2.1676201085863455e-7,0.004558186894784996
L01-728-5 (L01-DP),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,DANA POINT,0,0,0,7.891116432278447e-4
L02-166-3 (L02P26),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,ORANGE CO,4309.640532079483,10774.101330198708,6.726046150438516e-7,0.004558186894784996
L02-166-3 (L02P26),Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,RANCHO SANTA MARGARITA,763149.052350498,1907872.630876245,1.191044985669863e-4,0.0010337470921128367
L05-503-1,Total,"Benzo(g,h,i)perylene",<,2.5,ng/L,SAN JUAN CAPISTRANO,2550193.6319999998,6375484.079999999,3.9800813858389034e-4,6.152293463926585e-4
L04-672-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,MISSION VIEJO,1820913.696,4552284.24,2.841895852819979e-4,0.004666770571163041
L04-266-5,Total,Benzo(k)fluoranthene,<,2.5,ng/L,MISSION VIEJO,7837275.600000001,19593189,0.0012231618156299051,0.004666770571163041
J01-10004-1 (J01P01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAKE FOREST,864420.3563028767,2161050.890757192,1.3490988788028284e-4,1.5038507433950965e-4
L03-662-3 (L03P16),Total,Benzo(k)fluoranthene,<,2.5,ng/L,MISSION VIEJO,791458.29,1978645.725,1.2352271483112576e-4,0.004666770571163041
L03-214-2 (L03P18),Total,Benzo(k)fluoranthene,<,2.5,ng/L,MISSION VIEJO,10072589.117267119,25181472.793167796,0.0015720266865146958,0.004666770571163041
L03-214-2 (L03P18),Total,Benzo(k)fluoranthene,<,2.5,ng/L,RANCHO SANTA MARGARITA,479795.8095631303,1199489.5239078258,7.488162258283461e-5,0.007699159433291886
L03-316-3 (L03P12),Total,Benzo(k)fluoranthene,<,2.5,ng/L,MISSION VIEJO,8376960.281847767,20942400.704619415,0.001307390280852764,0.004666770571163041
L01-404-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,467803.0665000001,1169507.6662500002,7.300991790787316e-5,0.0045979362789555925
L01-340-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,222865.79187889196,557164.4796972299,3.478261331480828e-5,0.0045979362789555925
L01-340-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,RANCHO SANTA MARGARITA,2737.9326098279057,6844.831524569764,4.2730851804030294e-7,0.007699159433291886
L05-489-3,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,15273413.564915098,38183533.91228774,0.0023837181720300833,0.0045979362789555925
L05-049-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,6459566.4,16148916,0.0010081430549674598,0.0045979362789555925
L02-374-1 (L02P50),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,6629839.826400001,16574599.566000002,0.0010347175897954745,0.0045979362789555925
L03-418-8,Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA NIGUEL,109876.87025110077,274692.1756277519,1.7148458083070085e-5,0.0026794538986102652
L03-418-8,Total,Benzo(k)fluoranthene,<,2.5,ng/L,MISSION VIEJO,1002625.2111076597,2506563.0277691493,1.5647948805255259e-4,0.004666770571163041
K01-12177-1 (K01P07),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA NIGUEL,8028342.428597124,20070856.07149281,0.0012529815719969654,0.0026794538986102652
J03-9221-1 (J03P02),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA NIGUEL,3169526.9760000003,7923817.44,4.946673523452618e-4,0.0026794538986102652
J01-9224-1 (J01P24),Total,Benzo(k)fluoranthene,<,12.15,ng/L,ALISO VIEJO,914.041528963416,11105.604576905505,6.932996694900213e-7,6.779762430279166e-4
J01-9224-1 (J01P24),Total,Benzo(k)fluoranthene,<,12.15,ng/L,LAGUNA NIGUEL,54878.75822387448,666776.9124200749,4.162548826614397e-5,0.0026794538986102652
J01-9224-2 (J01P25),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ALISO VIEJO,4874.888154471552,12187.22038617888,7.608226825679247e-7,6.779762430279166e-4
J01-9224-2 (J01P25),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA NIGUEL,292686.7105273306,731716.7763183265,4.567954816586445e-5,0.0026794538986102652
J01-9992-1 (J01P27),Total,Benzo(k)fluoranthene,<,9.4,ng/L,ALISO VIEJO,222518.53120595615,2091674.1933359879,1.3057884574211296e-4,6.779762430279166e-4
J01-9992-1 (J01P27),Total,Benzo(k)fluoranthene,<,9.4,ng/L,ORANGE CO,652.66864898256,6135.085300436063,3.830005455020986e-7,0.0045979362789555925
J01-9131-1 (J01P28),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ALISO VIEJO,566854.848,1417137.12,8.846890685818092e-5,6.779762430279166e-4
J01-9007-1 (J02P05),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ALISO VIEJO,560271.1818090362,1400677.9545225904,8.744139557713823e-5,6.779762430279166e-4
J01-9007-1 (J02P05),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,10303.188336323325,25757.97084080831,1.6080162540454873e-6,0.0045979362789555925
J06-9079-1 (J06P03),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ALISO VIEJO,434948.7669667898,1087371.9174169744,6.788235487202812e-5,6.779762430279166e-4
J06-10011-1 (J06P01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ALISO VIEJO,64191.82316073409,160479.55790183524,1.0018403201984797e-5,6.779762430279166e-4
J06-10011-1 (J06P01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA HILLS,90036.09893448578,225090.24733621447,1.4051913428301465e-5,1.4051913428301465e-5
J06-10011-1 (J06P01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA WOODS,164795.93644752,411989.84111880005,2.5719664220252644e-5,2.5719664220252644e-5
J06-10011-1 (J06P01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAKE FOREST,99155.5652674541,247888.91316863528,1.547518645922682e-5,1.5038507433950965e-4
J01-9082-2,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ALISO VIEJO,1030693.3046623744,2576733.261655936,1.6086006901281063e-4,6.779762430279166e-4
J01-9082-2,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,22674.74953076879,56686.873826921976,3.538842988373217e-6,0.0045979362789555925
L01-726-5,Total,Benzo(k)fluoranthene,<,2.5,ng/L,DANA POINT,317948.7751340659,794871.9378351647,4.9622192828115997e-5,7.891116432278447e-4
L01-726-5,Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN JUAN CAPISTRANO,21257.621507790718,53144.0537694768,3.3176721409979024e-6,6.152293463926585e-4
L01-728-5 (L01-DP),Total,Benzo(k)fluoranthene,<,2.5,ng/L,DANA POINT,0,0,0,7.891116432278447e-4
K01-12159-2,Total,Benzo(k)fluoranthene,<,2.5,ng/L,DANA POINT,2048284.7999999998,5120712,3.196753416321276e-4,7.891116432278447e-4
K01-12159-3,Total,Benzo(k)fluoranthene,<,2.5,ng/L,DANA POINT,848016.0000000001,2120040.0000000005,1.3234966373304647e-4,7.891116432278447e-4
I01-11010-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA BEACH,110108.16,275270.4,1.7184555421436007e-5,3.4472222531492226e-4
I00-11437-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA BEACH,2098661.8087118063,5246654.521779516,3.2753766989348626e-4,3.4472222531492226e-4
I00-11437-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,76751.95130994794,191879.87827486984,1.197865953794122e-5,0.0045979362789555925
L02-246-1 (L11P01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,RANCHO SANTA MARGARITA,650851.2,1627128,1.0157819835975943e-4,0.007699159433291886
L02-641-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,1771.4250436392,4428.562609098,2.7646590259375437e-7,0.0045979362789555925
L02-641-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,RANCHO SANTA MARGARITA,299548.574853912,748871.43713478,4.67504777664909e-5,0.007699159433291886
L02-641-2,Total,Benzo(k)fluoranthene,<,13.65,ng/L,ORANGE CO,25459.629297200037,347523.9399067805,2.1695192819874076e-5,0.0045979362789555925
L02-641-2,Total,Benzo(k)fluoranthene,<,13.65,ng/L,RANCHO SANTA MARGARITA,4305231.937230365,58766415.943194486,0.003668664453915081,0.007699159433291886
L01-731-1 (L08TBN2),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,7622.221903016212,19055.55475754053,1.1895984341838562e-6,0.0045979362789555925
L01-731-1 (L08TBN2),Total,Benzo(k)fluoranthene,<,2.5,ng/L,RANCHO SANTA MARGARITA,122306.9619995369,305767.4049988423,1.9088419667611457e-5,0.007699159433291886
L02-166-3 (L02P26),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,4309.640532079483,10774.101330198708,6.726046150438516e-7,0.0045979362789555925
L02-166-3 (L02P26),Total,Benzo(k)fluoranthene,<,2.5,ng/L,RANCHO SANTA MARGARITA,763149.052350498,1907872.630876245,1.191044985669863e-4,0.007699159433291886
L05-503-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN JUAN CAPISTRANO,2550193.6319999998,6375484.079999999,3.9800813858389034e-4,6.152293463926585e-4
L01-724-4 (L01P03),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA NIGUEL,477727.5219414121,1194318.8048535304,7.45588254053785e-5,0.0026794538986102652
L01-724-4 (L01P03),Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN JUAN CAPISTRANO,1169099.6795407326,2922749.1988518317,1.824611203770074e-4,6.152293463926585e-4
L01-724-1 (L01S01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,DANA POINT,192853.50008793545,482133.75021983864,3.0098601779187302e-5,7.891116432278447e-4
L01-724-1 (L01S01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA NIGUEL,136958.12364967624,342395.3091241906,2.1375023125204765e-5,0.0026794538986102652
L01-724-1 (L01S01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN JUAN CAPISTRANO,201463.8382383276,503659.59559581894,3.144241529076282e-5,6.152293463926585e-4
M01-042-1 (M01S01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN CLEMENTE,2296412.823,5741032.057499999,3.584006255970475e-4,0.0016946838344543452
M02-032-1,Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN CLEMENTE,2370822.470496,5927056.176239999,3.700137223128997e-4,0.0016946838344543452
M02-085-1 (M02P06),Total,Benzo(k)fluoranthene,<,2.5,ng/L,ORANGE CO,924.9483429929159,2312.3708574822895,1.4435647695981078e-7,0.0045979362789555925
M02-085-1 (M02P06),Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN CLEMENTE,1334007.5785502123,3335018.9463755307,2.0819825856877245e-4,0.0016946838344543452
M02-085-2,Total,Benzo(k)fluoranthene,<,2.5,ng/L,SAN CLEMENTE,4857258.51,12143146.274999999,7.580712279756255e-4,0.0016946838344543452
J01-9224-1 (J01P24),Total,Benzo(k)fluoranthene,NA,12.15,ng/L,ALISO VIEJO,914.041528963416,11105.604576905505,6.932996694900213e-7,6.779762430279166e-4
J01-9224-1 (J01P24),Total,Benzo(k)fluoranthene,NA,12.15,ng/L,LAGUNA NIGUEL,54878.75822387448,666776.9124200749,4.162548826614397e-5,0.0026794538986102652
J01-9992-1 (J01P27),Total,Benzo(k)fluoranthene,NA,9.4,ng/L,ALISO VIEJO,222518.53120595615,2091674.1933359879,1.3057884574211296e-4,6.779762430279166e-4
J01-9992-1 (J01P27),Total,Benzo(k)fluoranthene,NA,9.4,ng/L,ORANGE CO,652.66864898256,6135.085300436063,3.830005455020986e-7,0.0045979362789555925
L02-641-2,Total,Benzo(k)fluoranthene,NA,13.65,ng/L,ORANGE CO,25459.629297200037,347523.9399067805,2.1695192819874076e-5,0.0045979362789555925
L02-641-2,Total,Benzo(k)fluoranthene,NA,13.65,ng/L,RANCHO SANTA MARGARITA,4305231.937230365,58766415.943194486,0.003668664453915081,0.007699159433291886
K01-12126-1 (K01S01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,DANA POINT,1649043.5017217847,4122608.7543044616,2.5736584325536735e-4,7.891116432278447e-4
K01-12126-1 (K01S01),Total,Benzo(k)fluoranthene,<,2.5,ng/L,LAGUNA NIGUEL,4419767.737990215,11049419.344975539,6.897921429562323e-4,0.0026794538986102652
L04-672-1,Total,BHC-beta,<,2.5,ng/L,MISSION VIEJO,1820913.696,4552284.24,2.841895852819979e-4,0.004666770571163041
L04-266-5,Total,BHC-beta,<,2.5,ng/L,MISSION VIEJO,7837275.600000001,19593189,0.0012231618156299051,0.004666770571163041
J01-10004-1 (J01P01),Total,BHC-beta,<,2.5,ng/L,LAKE FOREST,864420.3563028767,2161050.890757192,1.3490988788028284e-4,1.5038507433950965e-4
L03-662-3 (L03P16),Total,BHC-beta,<,2.5,ng/L,MISSION VIEJO,791458.29,1978645.725,1.2352271483112576e-4,0.004666770571163041
L03-214-2 (L03P18),Total,BHC-beta,<,2.5,ng/L,MISSION VIEJO,10072589.117267119,25181472.793167796,0.0015720266865146958,0.004666770571163041
L03-214-2 (L03P18),Total,BHC-beta,<,2.5,ng/L,RANCHO SANTA MARGARITA,479795.8095631303,1199489.5239078258,7.488162258283461e-5,0.0010337470921128367
L03-316-3 (L03P12),Total,BHC-beta,<,2.5,ng/L,MISSION VIEJO,8376960.281847767,20942400.704619415,0.001307390280852764,0.004666770571163041
L01-404-1,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,467803.0665000001,1169507.6662500002,7.300991790787316e-5,0.004557855232610487
L01-340-1,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,222865.79187889196,557164.4796972299,3.478261331480828e-5,0.004557855232610487
L01-340-1,Total,BHC-beta,<,2.5,ng/L,RANCHO SANTA MARGARITA,2737.9326098279057,6844.831524569764,4.2730851804030294e-7,0.0010337470921128367
L05-489-3,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,15273413.564915098,38183533.91228774,0.0023837181720300833,0.004557855232610487
L05-049-1,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,6459566.4,16148916,0.0010081430549674598,0.004557855232610487
L02-374-1 (L02P50),Total,BHC-beta,<,2.5,ng/L,ORANGE CO,6629839.826400001,16574599.566000002,0.0010347175897954745,0.004557855232610487
L03-418-8,Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,109876.87025110077,274692.1756277519,1.7148458083070085e-5,0.002604767837359077
L03-418-8,Total,BHC-beta,<,2.5,ng/L,MISSION VIEJO,1002625.2111076597,2506563.0277691493,1.5647948805255259e-4,0.004666770571163041
K01-12177-1 (K01P07),Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,8028342.428597124,20070856.07149281,0.0012529815719969654,0.002604767837359077
J03-9221-1 (J03P02),Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,3169526.9760000003,7923817.44,4.946673523452618e-4,0.002604767837359077
J01-9224-1 (J01P24),Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,914.041528963416,2285.10382240854,1.4265425298148586e-7,4.5030302287846685e-4
J01-9224-1 (J01P24),Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,54878.75822387448,137196.8955596862,8.564915281099584e-6,0.002604767837359077
J01-9224-2 (J01P25),Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,4874.888154471552,12187.22038617888,7.608226825679247e-7,4.5030302287846685e-4
J01-9224-2 (J01P25),Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,292686.7105273306,731716.7763183265,4.567954816586445e-5,0.002604767837359077
J01-9992-1 (J01P27),Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,222518.53120595615,556296.3280148904,3.4728416420774724e-5,4.5030302287846685e-4
J01-9992-1 (J01P27),Total,BHC-beta,<,2.5,ng/L,ORANGE CO,652.66864898256,1631.6716224563997,1.0186184720800494e-7,0.004557855232610487
J01-9131-1 (J01P28),Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,566854.848,1417137.12,8.846890685818092e-5,4.5030302287846685e-4
J01-9007-1 (J02P05),Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,560271.1818090362,1400677.9545225904,8.744139557713823e-5,4.5030302287846685e-4
J01-9007-1 (J02P05),Total,BHC-beta,<,2.5,ng/L,ORANGE CO,10303.188336323325,25757.97084080831,1.6080162540454873e-6,0.004557855232610487
J06-9079-1 (J06P03),Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,434948.7669667898,1087371.9174169744,6.788235487202812e-5,4.5030302287846685e-4
J06-10011-1 (J06P01),Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,64191.82316073409,160479.55790183524,1.0018403201984797e-5,4.5030302287846685e-4
J06-10011-1 (J06P01),Total,BHC-beta,<,2.5,ng/L,LAGUNA HILLS,90036.09893448578,225090.24733621447,1.4051913428301465e-5,1.4051913428301465e-5
J06-10011-1 (J06P01),Total,BHC-beta,<,2.5,ng/L,LAGUNA WOODS,164795.93644752,411989.84111880005,2.5719664220252644e-5,2.5719664220252644e-5
J06-10011-1 (J06P01),Total,BHC-beta,<,2.5,ng/L,LAKE FOREST,99155.5652674541,247888.91316863528,1.547518645922682e-5,1.5038507433950965e-4
J01-9082-2,Total,BHC-beta,<,2.5,ng/L,ALISO VIEJO,1030693.3046623744,2576733.261655936,1.6086006901281063e-4,4.5030302287846685e-4
J01-9082-2,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,22674.74953076879,56686.873826921976,3.538842988373217e-6,0.004557855232610487
L01-726-5,Total,BHC-beta,<,2.5,ng/L,DANA POINT,317948.7751340659,794871.9378351647,4.9622192828115997e-5,7.891116432278447e-4
L01-726-5,Total,BHC-beta,<,2.5,ng/L,SAN JUAN CAPISTRANO,21257.621507790718,53144.0537694768,3.3176721409979024e-6,6.152293463926585e-4
L01-728-5 (L01-DP),Total,BHC-beta,<,2.5,ng/L,DANA POINT,0,0,0,7.891116432278447e-4
K01-12159-2,Total,BHC-beta,<,2.5,ng/L,DANA POINT,2048284.7999999998,5120712,3.196753416321276e-4,7.891116432278447e-4
K01-12159-3,Total,BHC-beta,<,2.5,ng/L,DANA POINT,848016.0000000001,2120040.0000000005,1.3234966373304647e-4,7.891116432278447e-4
I01-11010-1,Total,BHC-beta,<,2.5,ng/L,LAGUNA BEACH,110108.16,275270.4,1.7184555421436007e-5,3.4472222531492226e-4
I00-11437-1,Total,BHC-beta,<,2.5,ng/L,LAGUNA BEACH,2098661.8087118063,5246654.521779516,3.2753766989348626e-4,3.4472222531492226e-4
I00-11437-1,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,76751.95130994794,191879.87827486984,1.197865953794122e-5,0.004557855232610487
L02-246-1 (L11P01),Total,BHC-beta,<,2.5,ng/L,RANCHO SANTA MARGARITA,650851.2,1627128,1.0157819835975943e-4,0.0010337470921128367
L02-641-1,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,1771.4250436392,4428.562609098,2.7646590259375437e-7,0.004557855232610487
L02-641-1,Total,BHC-beta,<,2.5,ng/L,RANCHO SANTA MARGARITA,299548.574853912,748871.43713478,4.67504777664909e-5,0.0010337470921128367
L02-641-2,Total,BHC-beta,<,2.5,ng/L,ORANGE CO,25459.629297200037,63649.07324300009,3.973478538438475e-6,0.004557855232610487
L02-641-2,Total,BHC-beta,<,2.5,ng/L,RANCHO SANTA MARGARITA,4305231.937230365,10763079.843075912,6.719165666511138e-4,0.0010337470921128367
L01-731-1 (L08TBN2),Total,BHC-beta,<,2.5,ng/L,ORANGE CO,7622.221903016212,19055.55475754053,1.1895984341838562e-6,0.004557855232610487
L01-731-1 (L08TBN2),Total,BHC-beta,<,2.5,ng/L,RANCHO SANTA MARGARITA,122306.9619995369,305767.4049988423,1.9088419667611457e-5,0.0010337470921128367
L02-166-3 (L02P26),Total,BHC-beta,<,2.5,ng/L,ORANGE CO,4309.640532079483,10774.101330198708,6.726046150438516e-7,0.004557855232610487
L02-166-3 (L02P26),Total,BHC-beta,<,2.5,ng/L,RANCHO SANTA MARGARITA,763149.052350498,1907872.630876245,1.191044985669863e-4,0.0010337470921128367
L05-503-1,Total,BHC-beta,<,2.5,ng/L,SAN JUAN CAPISTRANO,2550193.6319999998,6375484.079999999,3.9800813858389034e-4,6.152293463926585e-4
L01-724-4 (L01P03),Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,477727.5219414121,1194318.8048535304,7.45588254053785e-5,0.002604767837359077
L01-724-4 (L01P03),Total,BHC-beta,<,2.5,ng/L,SAN JUAN CAPISTRANO,1169099.6795407326,2922749.1988518317,1.824611203770074e-4,6.152293463926585e-4
L01-724-1 (L01S01),Total,BHC-beta,<,2.5,ng/L,DANA POINT,192853.50008793545,482133.75021983864,3.0098601779187302e-5,7.891116432278447e-4
L01-724-1 (L01S01),Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,136958.12364967624,342395.3091241906,2.1375023125204765e-5,0.002604767837359077
L01-724-1 (L01S01),Total,BHC-beta,<,2.5,ng/L,SAN JUAN CAPISTRANO,201463.8382383276,503659.59559581894,3.144241529076282e-5,6.152293463926585e-4
M01-042-1 (M01S01),Total,BHC-beta,<,2.5,ng/L,SAN CLEMENTE,2296412.823,5741032.057499999,3.584006255970475e-4,0.0016946838344543452
M02-032-1,Total,BHC-beta,<,2.5,ng/L,SAN CLEMENTE,2370822.470496,5927056.176239999,3.700137223128997e-4,0.0016946838344543452
M02-085-1 (M02P06),Total,BHC-beta,<,2.5,ng/L,ORANGE CO,924.9483429929159,2312.3708574822895,1.4435647695981078e-7,0.004557855232610487
M02-085-1 (M02P06),Total,BHC-beta,<,2.5,ng/L,SAN CLEMENTE,1334007.5785502123,3335018.9463755307,2.0819825856877245e-4,0.0016946838344543452
M02-085-2,Total,BHC-beta,<,2.5,ng/L,SAN CLEMENTE,4857258.51,12143146.274999999,7.580712279756255e-4,0.0016946838344543452
K01-12126-1 (K01S01),Total,BHC-beta,<,2.5,ng/L,DANA POINT,1649043.5017217847,4122608.7543044616,2.5736584325536735e-4,7.891116432278447e-4
K01-12126-1 (K01S01),Total,BHC-beta,<,2.5,ng/L,LAGUNA NIGUEL,4419767.737990215,11049419.344975539,6.897921429562323e-4,0.002604767837359077
L04-672-1,Total,Biphenyl,<,2.5,ng/L,MISSION VIEJO,1820913.696,4552284.24,2.841895852819979e-4,0.004666770571163041
L04-266-5,Total,Biphenyl,<,2.5,ng/L,MISSION VIEJO,7837275.600000001,19593189,0.0012231618156299051,0.004666770571163041
L03-662-3 (L03P16),Total,Biphenyl,<,2.5,ng/L,MISSION VIEJO,791458.29,1978645.725,1.2352271483112576e-4,0.004666770571163041
L03-214-2 (L03P18),Total,Biphenyl,<,2.5,ng/L,MISSION VIEJO,10072589.117267119,25181472.793167796,0.0015720266865146958,0.004666770571163041
L03-214-2 (L03P18),Total,Biphenyl,<,2.5,ng/L,RANCHO SANTA MARGARITA,479795.8095631303,1199489.5239078258,7.488162258283461e-5,0.0010337470921128367
L03-316-3 (L03P12),Total,Biphenyl,<,2.5,ng/L,MISSION VIEJO,8376960.281847767,20942400.704619415,0.001307390280852764,0.004666770571163041
L01-404-1,Total,Biphenyl,<,2.5,ng/L,ORANGE CO,467803.0665000001,1169507.6662500002,7.300991790787316e-5,0.004557855232610487
L01-340-1,Total,Biphenyl,<,2.5,ng/L,ORANGE CO,222865.79187889196,557164.4796972299,3.478261331480828e-5,0.004557855232610487
L01-340-1,Total,Biphenyl,<,2.5,ng/L,RANCHO SANTA MARGARITA,2737.9326098279057,6844.831524569764,4.2730851804030294e-7,0.0010337470921128367
L05-489-3,Total,Biphenyl,<,2.5,ng/L,ORANGE CO,15273413.564915098,38183533.91228774,0.0023837181720300833,0.004557855232610487
L05-049-1,Total,Biphenyl,<,2.5,ng/L,ORANGE CO,6459566.4,16148916,0.0010081430549674598,0.004557855232610487
L02-374-1 (L02P50),Total,Biphenyl,<,2.5,ng/L,ORANGE CO,6629839.826400001,16574599.566000002,0.0010347175897954745,0.004557855232610487
L03-418-8,Total,Biphenyl,<,2.5,ng/L,LAGUNA NIGUEL,109876.87025110077,274692.1756277519,1.7148458083070085e-5,0.002604767837359077
L03-418-8,Total,Biphenyl,<,2.5,ng/L,MISSION VIEJO,1002625.2111076597,2506563.0277691493,1.5647948805255259e-4,0.004666770571163041
K01-12177-1 (K01P07),Total,Biphenyl,<,2.5,ng/L,LAGUNA NIGUEL,8028342.428597124,20070856.07149281,0.0012529815719969654,0.002604767837359077
J03-9221-1 (J03P02),Total,Biphenyl,<,2.5,ng/L,LAGUNA NIGUEL,3169526.9760000003,7923817.44,4.946673523452618e-4,0.002604767837359077
J01-9224-1 (J01P24),Total,Biphenyl,<,2.5,ng/L,ALISO VIEJO,914.041528963416,2285.10382240854,1.4265425298148586e-7,4.5030302287846685e-4
J01-9224-1 (J01P24),Total,Biphenyl,<,2.5,ng/L,LAGUNA NIGUEL,54878.75822387448,137196.8955596862,8.564915281099584e-6,0.002604767837359077
