JURISDICTI3,QJur_US,Sample Type,Parameter,ResultJuris,Units,LoadQUns,LoadsPoundsQUns
ORANGE CO,55316727.45998856,Total,BHC-alpha,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,alpha Chlordane,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,"Ammonia, as Nitrogen",0.6461764705882354,mg/L,35744367.71458673,2231.446127137184
ORANGE CO,55316727.45998856,Total,Anthracene,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,"Arsenic, Total",4.433666666666666,ug/L,245255930.64843592,15.310814866632635
ORANGE CO,55316727.45998856,Dissolved,"Arsenic, Total",4.433666666666666,ug/L,245255930.64843592,15.310814866632635
ORANGE CO,55316727.45998856,Total,Azinphos Methyl,5,ng/L,276583637.2999428,0.017266538079805244
ORANGE CO,55316727.45998856,Total,Benz[a]anthracene,3.9382352941176473,ng/L,217850288.43801376,0.013599937934623071
ORANGE CO,55316727.45998856,Total,Benzo[a]pyrene,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Benzo[b]fluoranthene,6.670588235294118,ng/L,368995111.40957075,0.02303559315588135
ORANGE CO,55316727.45998856,Total,"Benzo(g,h,i)perylene",2.8525,ng/L,157790965.07961735,0.00985055997452889
ORANGE CO,55316727.45998856,Total,Benzo(k)fluoranthene,4.623529411764706,ng/L,255758516.37382948,0.015966469330266967
ORANGE CO,55316727.45998856,Total,BHC-beta,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Biphenyl,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Bolstar (Sulprofos),2,ng/L,110633454.91997711,0.0069066152319220975
ORANGE CO,55316727.45998856,Total,Cadmium,4.970625,ug/L,274958708.4308056,17.16509716858639
ORANGE CO,55316727.45998856,Dissolved,Cadmium,4.970625,ug/L,274958708.4308056,17.16509716858639
ORANGE CO,55316727.45998856,Total,Calcium,222.66333333333333,ug/L,12317006925.332584,768.9249847952736
ORANGE CO,55316727.45998856,Total,Chloride,424.3333333333333,mg/L,23472731352.188477,1465353.5317061383
ORANGE CO,55316727.45998856,Total,Chlorpyrifos,0.5,ng/L,27658363.72999428,0.0017266538079805244
ORANGE CO,55316727.45998856,Total,Chromium,0.6604545454545454,ug/L,36534184.09061971,2.280752711814274
ORANGE CO,55316727.45998856,Dissolved,Chromium,0.6604545454545454,ug/L,36534184.09061971,2.280752711814274
ORANGE CO,55316727.45998856,Total,Chrysene,3.6176470588235294,ng/L,200116396.39937037,0.012492848140094381
ORANGE CO,55316727.45998856,Total,Copper,4.373666666666667,ug/L,241936927.00083664,15.103616409674975
ORANGE CO,55316727.45998856,Dissolved,Copper,4.373666666666667,ug/L,241936927.00083664,15.103616409674975
ORANGE CO,55316727.45998856,Total,delta BHC,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Demeton,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Diazinon,1.0688235294117647,ng/L,59123819.87929365,0.0036909764342360147
ORANGE CO,55316727.45998856,Total,"Dibenz(a,h)anthracene",2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Dibenzothiophene,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Dichlorvos,3,ng/L,165950182.37996566,0.010359922847883144
ORANGE CO,55316727.45998856,Total,Dieldrin,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Dimethoate,5,ng/L,276583637.2999428,0.017266538079805244
ORANGE CO,55316727.45998856,Total,Disulfoton,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,DOC,7.8933333333333335,ng/L,436633368.75084305,0.027258108115319212
ORANGE CO,55316727.45998856,Total,E. coli,2274.3478260869565,CFU/100 mL,125809478844.86963,35625218505544.05
ORANGE CO,55316727.45998856,Total,Endosulfan I,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Endosulfan II,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Endosulfan sulfate,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Endrin,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Endrin aldehyde,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Enterococcus,5788.421052631579,CFU/100 mL,320196509792.0811,90669405284804.03
ORANGE CO,55316727.45998856,Total,Ethoprop,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Ethyl parathion,10,ng/L,553167274.5998856,0.03453307615961049
ORANGE CO,55316727.45998856,Total,Fecal coliforms,5322.857142857143,CFU/100 mL,294443037879.88196,83376846150370.42
ORANGE CO,55316727.45998856,Total,Fenchlorophos,2,ng/L,110633454.91997711,0.0069066152319220975
ORANGE CO,55316727.45998856,Total,Fensulfothion,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Fenthion,2,ng/L,110633454.91997711,0.0069066152319220975
ORANGE CO,55316727.45998856,Total,Fluoranthene,5.946666666666666,ng/L,328950139.2953986,0.0205356692895817
ORANGE CO,55316727.45998856,Total,Fluorene,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,gamma BHC,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,gamma Chlordane,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Hardness,1007.8333333333334,NA,55750041825.091805,NA
ORANGE CO,55316727.45998856,Total,Heptachlor,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Heptachlor epoxide,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Hexavalent chromium,0.3114264705882353,ug/L,17227093.197355554,1.0754514026942223
ORANGE CO,55316727.45998856,Dissolved,Hexavalent chromium,0.3114264705882353,ug/L,17227093.197355554,1.0754514026942223
ORANGE CO,55316727.45998856,Total,"Indeno(1,2,3-cd)pyrene",2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Iron,178.47142857142856,ug/L,9872455373.680529,616.3167435171625
ORANGE CO,55316727.45998856,Dissolved,Iron,178.47142857142856,ug/L,9872455373.680529,616.3167435171625
ORANGE CO,55316727.45998856,Total,Lead,0.15441176470588236,ug/L,8541553.504851175,0.5332313230528091
ORANGE CO,55316727.45998856,Dissolved,Lead,0.15441176470588236,ug/L,8541553.504851175,0.5332313230528091
ORANGE CO,55316727.45998856,Total,Magnesium,109.71333333333334,mg/L,6068982558.726878,378873.8895724732
ORANGE CO,55316727.45998856,Total,Malathion,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Manganese,304.23,ug/L,16829007995.152319,1050.59977600383
ORANGE CO,55316727.45998856,Dissolved,Manganese,304.23,ug/L,16829007995.152319,1050.59977600383
ORANGE CO,55316727.45998856,Total,MBAS,0.0746875,mg/L,4131468.0821678955,257.91891256709084
ORANGE CO,55316727.45998856,Total,Mercury,0.028435483870967743,ug/L,1572957.911483223,0.09819647301515047
ORANGE CO,55316727.45998856,Dissolved,Mercury,0.028435483870967743,ug/L,1572957.911483223,0.09819647301515047
ORANGE CO,55316727.45998856,Total,Merphos,6.48,ng/L,358452393.94072586,0.022377433351427594
ORANGE CO,55316727.45998856,Total,Methoxychlor,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Methyl parathion,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Mevinphos,5,ng/L,276583637.2999428,0.017266538079805244
ORANGE CO,55316727.45998856,Total,Mirex,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Naphthalene,3.23,ng/L,178673029.69576305,0.011154183599554186
ORANGE CO,55316727.45998856,Total,Nickel,40.54833333333333,ug/L,2243001103.9567695,140.02586831452726
ORANGE CO,55316727.45998856,Dissolved,Nickel,40.54833333333333,ug/L,2243001103.9567695,140.02586831452726
ORANGE CO,55316727.45998856,Total,Nitrate+Nitrite Nitrogen,3.1373333333333333,mg/L,173547012.95113742,10834.177093808463
ORANGE CO,55316727.45998856,Total,Orthophosphate as P,0.23159375000000001,mg/L,12811008.350186726,799.7644606839792
ORANGE CO,55316727.45998856,Total,Phenanthrene,2.5,ng/L,138291818.6499714,0.008633269039902622
ORANGE CO,55316727.45998856,Total,Phorate,5,ng/L,276583637.2999428,0.017266538079805244
ORANGE CO,55316727.45998856,Total,Phosphorus as PO4,0.9833333333333334,mg/L,54394782.002322085,3395.752489028365
ORANGE CO,55316727.45998856,Total,Pyrene,11.304615384615385,ng/L,625334328.2707629,0.03903831440320275
ORANGE CO,55316727.45998856,Total,Selenium,14.296333333333333,ug/L,790826374.6771498,49.36963678031781
ORANGE CO,55316727.45998856,Dissolved,Selenium,14.296333333333333,ug/L,790826374.6771498,49.36963678031781
ORANGE CO,55316727.45998856,Total,Silver,0.1,ug/L,5531672.745998856,0.3453307615961049
ORANGE CO,55316727.45998856,Dissolved,Silver,0.1,ug/L,5531672.745998856,0.3453307615961049
ORANGE CO,55316727.45998856,Total,Specific Conductivity,3184.3333333333335,NA,176146899141.7569,NA
ORANGE CO,55316727.45998856,Total,Sulfate as SO4,805,mg/L,44529965605.29079,2779912.630848644
ORANGE CO,55316727.45998856,Total,Tetrachlorvinphos (Stirofos),2,ng/L,110633454.91997711,0.0069066152319220975
ORANGE CO,55316727.45998856,Total,Thallium,0.1067741935483871,ug/L,5906398.964276198,0.3687241357687443
ORANGE CO,55316727.45998856,Dissolved,Thallium,0.1067741935483871,ug/L,5906398.964276198,0.3687241357687443
ORANGE CO,55316727.45998856,Total,TOC,8.113333333333333,mg/L,448803048.79204047,28017.83579083064
ORANGE CO,55316727.45998856,Total,Tokuthion,3,ng/L,165950182.37996566,0.010359922847883144
ORANGE CO,55316727.45998856,Total,Total Coliform,44197.916666666664,CFU/100 mL,2444884110549.2856,NA
ORANGE CO,55316727.45998856,Total,Total Dissolved Solids (TDS),2199.6666666666665,mg/L,121678361502.82149,7596125.652575654
ORANGE CO,55316727.45998856,Total,Total Kjeldahl Nitrogen,2.016,mg/L,111518522.55933693,6961.868153777475
ORANGE CO,55316727.45998856,Total,Total Suspended Solids,8.85625,mg/L,489898767.5675236,30583.355573855035
ORANGE CO,55316727.45998856,Total,Toxaphene,12.5,ng/L,691459093.249857,0.04316634519951311
ORANGE CO,55316727.45998856,Total,trans-Nonachlor,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Trichloronate,1,ng/L,55316727.45998856,0.0034533076159610487
ORANGE CO,55316727.45998856,Total,Volatile Suspended Solids,6.078947368421052,mg/L,336267474.822562,20992.475244394795
ORANGE CO,55316727.45998856,Total,Zinc,14.460526315789474,ug/L,799908993.1385188,49.93664565712096
ORANGE CO,55316727.45998856,Dissolved,Zinc,14.460526315789474,ug/L,799908993.1385188,49.93664565712096
ORANGE CO,55316727.45998856,NA,NA,NA,NA,NA,NA
DANA POINT,4041123.28077577,Total,"2,4'-DDD",1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,"2,4'-DDE",1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,"2,4'-DDT",1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,"4,4'-DDD",1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,"4,4'-DDE",1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,"4,4'-DDT",1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Acenaphthene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Acenaphthylene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Aldrin,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,BHC-alpha,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,alpha Chlordane,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,"Ammonia, as Nitrogen",0.06,mg/L,242467.3968465462,15.136732532814245
DANA POINT,4041123.28077577,Total,Anthracene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,"Arsenic, Total",1.6875,ug/L,6819395.536309112,0.42572060248540067
DANA POINT,4041123.28077577,Dissolved,"Arsenic, Total",1.6875,ug/L,6819395.536309112,0.42572060248540067
DANA POINT,4041123.28077577,Total,Azinphos Methyl,5,ng/L,20205616.40387885,0.0012613943777345204
DANA POINT,4041123.28077577,Total,Benz[a]anthracene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Benzo[a]pyrene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Benzo[b]fluoranthene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,"Benzo(g,h,i)perylene",2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Benzo(k)fluoranthene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,BHC-beta,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Biphenyl,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Bolstar (Sulprofos),2,ng/L,8082246.56155154,5.045577510938082e-4
DANA POINT,4041123.28077577,Total,Cadmium,1.768076923076923,ug/L,7145016.816048544,0.4460484580342762
DANA POINT,4041123.28077577,Dissolved,Cadmium,1.768076923076923,ug/L,7145016.816048544,0.4460484580342762
DANA POINT,4041123.28077577,Total,Calcium,222.16666666666666,ug/L,897802888.8790169,56.04795685067052
DANA POINT,4041123.28077577,Total,Chloride,778.3333333333334,mg/L,3145340953.5371413,196357.05813400703
DANA POINT,4041123.28077577,Total,Chlorpyrifos,0.5,ng/L,2020561.640387885,1.2613943777345206e-4
DANA POINT,4041123.28077577,Total,Chromium,0.42583333333333334,ug/L,1720844.9970636822,0.10742875450372334
DANA POINT,4041123.28077577,Dissolved,Chromium,0.42583333333333334,ug/L,1720844.9970636822,0.10742875450372334
DANA POINT,4041123.28077577,Total,Chrysene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Copper,7.491666666666666,ug/L,30274748.578478474,1.8899892426388896
DANA POINT,4041123.28077577,Dissolved,Copper,7.491666666666666,ug/L,30274748.578478474,1.8899892426388896
DANA POINT,4041123.28077577,Total,delta BHC,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Demeton,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Diazinon,0.5,ng/L,2020561.640387885,1.2613943777345206e-4
DANA POINT,4041123.28077577,Total,"Dibenz(a,h)anthracene",2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Dibenzothiophene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Dichlorvos,3,ng/L,12123369.84232731,7.568366266407122e-4
DANA POINT,4041123.28077577,Total,Dieldrin,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Dimethoate,5,ng/L,20205616.40387885,0.0012613943777345204
DANA POINT,4041123.28077577,Total,Disulfoton,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,DOC,7.975,ng/L,32227958.164186765,0.0020119240324865603
DANA POINT,4041123.28077577,Total,E. coli,1554,CFU/100 mL,6279905578.325546,1778268302803.2883
DANA POINT,4041123.28077577,Total,Endosulfan I,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Endosulfan II,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Endosulfan sulfate,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Endrin,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Endrin aldehyde,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Enterococcus,2893,CFU/100 mL,11690969651.284304,3310508494214.8735
DANA POINT,4041123.28077577,Total,Ethoprop,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Ethyl parathion,10,ng/L,40411232.8077577,0.002522788755469041
DANA POINT,4041123.28077577,Total,Fecal coliforms,2950,CFU/100 mL,11921313678.28852,3375734551653.604
DANA POINT,4041123.28077577,Total,Fenchlorophos,2,ng/L,8082246.56155154,5.045577510938082e-4
DANA POINT,4041123.28077577,Total,Fensulfothion,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Fenthion,2,ng/L,8082246.56155154,5.045577510938082e-4
DANA POINT,4041123.28077577,Total,Fluoranthene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Fluorene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,gamma BHC,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,gamma Chlordane,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Hardness,1148,NA,4639209526.330585,NA
DANA POINT,4041123.28077577,Total,Heptachlor,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Heptachlor epoxide,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Hexavalent chromium,0.2978571428571429,ug/L,1203677.4343453546,0.0751430650736136
DANA POINT,4041123.28077577,Dissolved,Hexavalent chromium,0.2978571428571429,ug/L,1203677.4343453546,0.0751430650736136
DANA POINT,4041123.28077577,Total,"Indeno(1,2,3-cd)pyrene",2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Iron,88.60714285714286,ug/L,358072387.8430245,22.3537103654239
DANA POINT,4041123.28077577,Dissolved,Iron,88.60714285714286,ug/L,358072387.8430245,22.3537103654239
DANA POINT,4041123.28077577,Total,Lead,0.18571428571428572,ug/L,750494.323572643,0.046851791172996475
DANA POINT,4041123.28077577,Dissolved,Lead,0.18571428571428572,ug/L,750494.323572643,0.046851791172996475
DANA POINT,4041123.28077577,Total,Magnesium,143.91666666666666,mg/L,581584992.1583129,36307.13483912528
DANA POINT,4041123.28077577,Total,Malathion,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Manganese,290.425,ug/L,1173643228.819303,73.26809243070963
DANA POINT,4041123.28077577,Dissolved,Manganese,290.425,ug/L,1173643228.819303,73.26809243070963
DANA POINT,4041123.28077577,Total,MBAS,0.11078571428571428,mg/L,447698.72917737276,27.948895426660588
DANA POINT,4041123.28077577,Total,Mercury,0.025,ug/L,101028.08201939426,0.006306971888672604
DANA POINT,4041123.28077577,Dissolved,Mercury,0.025,ug/L,101028.08201939426,0.006306971888672604
DANA POINT,4041123.28077577,Total,Merphos,6.68625,ng/L,27019960.536086995,0.0016867996316254877
DANA POINT,4041123.28077577,Total,Methoxychlor,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Methyl parathion,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Mevinphos,5,ng/L,20205616.40387885,0.0012613943777345204
DANA POINT,4041123.28077577,Total,Mirex,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Naphthalene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Nickel,27.420833333333334,ug/L,110810967.9616056,6.9176969998924
DANA POINT,4041123.28077577,Dissolved,Nickel,27.420833333333334,ug/L,110810967.9616056,6.9176969998924
DANA POINT,4041123.28077577,Total,Nitrate+Nitrite Nitrogen,1.7392857142857143,mg/L,7028667.991920714,438.7850442547939
DANA POINT,4041123.28077577,Total,Orthophosphate as P,0.21416666666666667,mg/L,865473.9026328108,54.02972584629529
DANA POINT,4041123.28077577,Total,Phenanthrene,3.295,ng/L,13315501.210156161,8.312588949270489e-4
DANA POINT,4041123.28077577,Total,Phorate,5,ng/L,20205616.40387885,0.0012613943777345204
DANA POINT,4041123.28077577,Total,Phosphorus as PO4,0.6508333333333334,mg/L,2630097.7352382303,164.19150150177677
DANA POINT,4041123.28077577,Total,Pyrene,2.5,ng/L,10102808.201939424,6.306971888672602e-4
DANA POINT,4041123.28077577,Total,Selenium,8.375,ug/L,33844407.47649708,2.112835582705322
DANA POINT,4041123.28077577,Dissolved,Selenium,8.375,ug/L,33844407.47649708,2.112835582705322
DANA POINT,4041123.28077577,Total,Silver,0.1,ug/L,404112.32807757705,0.025227887554690416
DANA POINT,4041123.28077577,Dissolved,Silver,0.1,ug/L,404112.32807757705,0.025227887554690416
DANA POINT,4041123.28077577,Total,Specific Conductivity,4542.5,NA,18356802502.923935,NA
DANA POINT,4041123.28077577,Total,Sulfate as SO4,908.3333333333334,mg/L,3670686980.0379915,229153.31195510458
DANA POINT,4041123.28077577,Total,Tetrachlorvinphos (Stirofos),2,ng/L,8082246.56155154,5.045577510938082e-4
DANA POINT,4041123.28077577,Total,Thallium,0.1,ug/L,404112.32807757705,0.025227887554690416
DANA POINT,4041123.28077577,Dissolved,Thallium,0.1,ug/L,404112.32807757705,0.025227887554690416
DANA POINT,4041123.28077577,Total,TOC,8.524999999999999,mg/L,34450575.96861343,2150.677414037357
DANA POINT,4041123.28077577,Total,Tokuthion,3,ng/L,12123369.84232731,7.568366266407122e-4
DANA POINT,4041123.28077577,Total,Total Coliform,35608.125,CFU/100 mL,143896822922.2737,NA
DANA POINT,4041123.28077577,Total,Total Dissolved Solids (TDS),2950,mg/L,11921313678.28852,744222.682863367
DANA POINT,4041123.28077577,Total,Total Kjeldahl Nitrogen,1.475,mg/L,5960656.839144262,372.11134143168357
DANA POINT,4041123.28077577,Total,Total Suspended Solids,5.433333333333334,mg/L,21956769.82554835,1370.7152238048457
DANA POINT,4041123.28077577,Total,Toxaphene,12.5,ng/L,50514041.009697124,0.003153485944336301
DANA POINT,4041123.28077577,Total,trans-Nonachlor,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Trichloronate,1,ng/L,4041123.28077577,2.522788755469041e-4
DANA POINT,4041123.28077577,Total,Volatile Suspended Solids,3.2285714285714286,mg/L,13047055.163647486,814.5003696228619
DANA POINT,4041123.28077577,Total,Zinc,17.928571428571427,ug/L,72451567.3910513,4.5229998401623535
DANA POINT,4041123.28077577,Dissolved,Zinc,17.928571428571427,ug/L,72451567.3910513,4.5229998401623535
DANA POINT,4041123.28077577,NA,NA,NA,NA,NA,NA
ALISO VIEJO,7421844.377621106,Total,"2,4'-DDD",1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,"2,4'-DDE",1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,"2,4'-DDT",1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,"4,4'-DDD",1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,"4,4'-DDE",1.13,ng/L,8386684.146711849,5.235631528898439e-4
ALISO VIEJO,7421844.377621106,Total,"4,4'-DDT",1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Acenaphthene,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Acenaphthylene,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Aldrin,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,BHC-alpha,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,alpha Chlordane,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,"Ammonia, as Nitrogen",0.4681818181818182,mg/L,3474772.5949771544,216.9227865955508
ALISO VIEJO,7421844.377621106,Total,Anthracene,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,"Arsenic, Total",8.50625,ug/L,63132063.73713953,3.941202716167465
ALISO VIEJO,7421844.377621106,Dissolved,"Arsenic, Total",8.50625,ug/L,63132063.73713953,3.941202716167465
ALISO VIEJO,7421844.377621106,Total,Azinphos Methyl,5,ng/L,37109221.88810553,0.00231665111898161
ALISO VIEJO,7421844.377621106,Total,Benz[a]anthracene,4.425,ng/L,32841661.370973393,0.0020502362402987253
ALISO VIEJO,7421844.377621106,Total,Benzo[a]pyrene,3.7,ng/L,27460824.197198093,0.0017143218280463919
ALISO VIEJO,7421844.377621106,Total,Benzo[b]fluoranthene,6.33,ng/L,46980274.9103416,0.0029328803166307187
ALISO VIEJO,7421844.377621106,Total,"Benzo(g,h,i)perylene",7.915,ng/L,58743898.24887105,0.003667258721347889
ALISO VIEJO,7421844.377621106,Total,Benzo(k)fluoranthene,5.8100000000000005,ng/L,43120915.83397863,0.0026919486002566317
ALISO VIEJO,7421844.377621106,Total,BHC-beta,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Biphenyl,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Bolstar (Sulprofos),2,ng/L,14843688.755242212,9.266604475926441e-4
ALISO VIEJO,7421844.377621106,Total,Cadmium,1.3378124999999998,ug/L,9929036.181436235,0.6198489650225172
ALISO VIEJO,7421844.377621106,Dissolved,Cadmium,1.3378124999999998,ug/L,9929036.181436235,0.6198489650225172
ALISO VIEJO,7421844.377621106,Total,Calcium,225.21875,ug/L,1671538513.4223535,104.35065384062793
ALISO VIEJO,7421844.377621106,Total,Chloride,359.375,mg/L,2667225323.207585,166509.29917680324
ALISO VIEJO,7421844.377621106,Total,Chlorpyrifos,0.5,ng/L,3710922.188810553,2.3166511189816102e-4
ALISO VIEJO,7421844.377621106,Total,Chromium,1.0911111111111111,ug/L,8098056.865359918,0.5055447552977649
ALISO VIEJO,7421844.377621106,Dissolved,Chromium,1.0911111111111111,ug/L,8098056.865359918,0.5055447552977649
ALISO VIEJO,7421844.377621106,Total,Chrysene,5.044444444444444,ng/L,37439081.638222024,0.002337243573372558
ALISO VIEJO,7421844.377621106,Total,Copper,4.6499999999999995,ug/L,34511576.35593814,2.1544855406528973
ALISO VIEJO,7421844.377621106,Dissolved,Copper,4.6499999999999995,ug/L,34511576.35593814,2.1544855406528973
ALISO VIEJO,7421844.377621106,Total,delta BHC,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Demeton,1,ng/L,7421844.377621106,4.6333022379632205e-4
