JURISDICTI3,QJur_US,Sample Type,Parameter,ResultJuris,Units,LoadQUns,LoadsPoundsQUns
ALISO VIEJO,7421844.377621106,Total,Diazinon,0.9188888888888889,ng/L,6819850.333658505,4.257489945328426e-4
ALISO VIEJO,7421844.377621106,Total,"Dibenz(a,h)anthracene",2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Dibenzothiophene,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Dichlorvos,3,ng/L,22265533.132863317,0.0013899906713889661
ALISO VIEJO,7421844.377621106,Total,Dieldrin,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Dimethoate,5,ng/L,37109221.88810553,0.00231665111898161
ALISO VIEJO,7421844.377621106,Total,Disulfoton,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,DOC,4.80625,ng/L,35671239.539941445,0.0022268808881210733
ALISO VIEJO,7421844.377621106,Total,E. coli,3872.6923076923076,CFU/100 mL,28742519630.102657,8138961798616.909
ALISO VIEJO,7421844.377621106,Total,Endosulfan I,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Endosulfan II,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Endosulfan sulfate,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Endrin,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Endrin aldehyde,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Enterococcus,6092.272727272727,CFU/100 mL,45215900087.84349,12803695996074.465
ALISO VIEJO,7421844.377621106,Total,Ethoprop,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Ethyl parathion,10,ng/L,74218443.77621105,0.00463330223796322
ALISO VIEJO,7421844.377621106,Total,Fecal coliforms,7249.090909090909,CFU/100 mL,53801624606.50063,15234898436573.572
ALISO VIEJO,7421844.377621106,Total,Fenchlorophos,2,ng/L,14843688.755242212,9.266604475926441e-4
ALISO VIEJO,7421844.377621106,Total,Fensulfothion,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Fenthion,2,ng/L,14843688.755242212,9.266604475926441e-4
ALISO VIEJO,7421844.377621106,Total,Fluoranthene,8.28,ng/L,61452871.44670275,0.0038363742530335464
ALISO VIEJO,7421844.377621106,Total,Fluorene,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,gamma BHC,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,gamma Chlordane,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Hardness,876.6875,NA,6506638192.805703,NA
ALISO VIEJO,7421844.377621106,Total,Heptachlor,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Heptachlor epoxide,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Hexavalent chromium,0.605,ug/L,4490215.848460769,0.28031478539677485
ALISO VIEJO,7421844.377621106,Dissolved,Hexavalent chromium,0.605,ug/L,4490215.848460769,0.28031478539677485
ALISO VIEJO,7421844.377621106,Total,"Indeno(1,2,3-cd)pyrene",5.213,ng/L,38690074.74053883,0.002415340456650227
ALISO VIEJO,7421844.377621106,Total,Iron,146,ug/L,1083589279.1326814,67.64621267426303
ALISO VIEJO,7421844.377621106,Dissolved,Iron,146,ug/L,1083589279.1326814,67.64621267426303
ALISO VIEJO,7421844.377621106,Total,Lead,0.22,ug/L,1632805.7630766432,0.10193264923519087
ALISO VIEJO,7421844.377621106,Dissolved,Lead,0.22,ug/L,1632805.7630766432,0.10193264923519087
ALISO VIEJO,7421844.377621106,Total,Magnesium,76.3375,mg/L,566565045.1766512,35369.470959051745
ALISO VIEJO,7421844.377621106,Total,Malathion,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Manganese,131.6875,ug/L,977364131.4779794,61.014798846178174
ALISO VIEJO,7421844.377621106,Dissolved,Manganese,131.6875,ug/L,977364131.4779794,61.014798846178174
ALISO VIEJO,7421844.377621106,Total,MBAS,0.06333333333333334,mg/L,470050.1439160034,29.3442475071004
ALISO VIEJO,7421844.377621106,Total,Mercury,0.030093750000000002,ug/L,223351.12923903516,0.01394334392237057
ALISO VIEJO,7421844.377621106,Dissolved,Mercury,0.030093750000000002,ug/L,223351.12923903516,0.01394334392237057
ALISO VIEJO,7421844.377621106,Total,Merphos,5,ng/L,37109221.88810553,0.00231665111898161
ALISO VIEJO,7421844.377621106,Total,Methoxychlor,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Methyl parathion,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Mevinphos,5,ng/L,37109221.88810553,0.00231665111898161
ALISO VIEJO,7421844.377621106,Total,Mirex,2.5,ng/L,18554610.944052763,0.001158325559490805
ALISO VIEJO,7421844.377621106,Total,Naphthalene,3.3475,ng/L,24844624.05408665,0.0015509979241581883
ALISO VIEJO,7421844.377621106,Total,Nickel,8.944117647058823,ug/L,66381849.27160524,4.144080031072399
ALISO VIEJO,7421844.377621106,Dissolved,Nickel,8.944117647058823,ug/L,66381849.27160524,4.144080031072399
ALISO VIEJO,7421844.377621106,Total,Nitrate+Nitrite Nitrogen,5.24,mg/L,38890464.5387346,2427.8503726927283
ALISO VIEJO,7421844.377621106,Total,Orthophosphate as P,0.2039375,mg/L,1513592.3877611042,94.49040751546244
ALISO VIEJO,7421844.377621106,Total,Phenanthrene,3.881111111111111,ng/L,28805002.678922802,0.0017982360796895032
ALISO VIEJO,7421844.377621106,Total,Phorate,5,ng/L,37109221.88810553,0.00231665111898161
ALISO VIEJO,7421844.377621106,Total,Phosphorus as PO4,0.78,mg/L,5789038.614544462,361.39757456113125
ALISO VIEJO,7421844.377621106,Total,Pyrene,11.331,ng/L,84096918.64282475,0.0052499947658361254
ALISO VIEJO,7421844.377621106,Total,Selenium,13.952777777777778,ug/L,103555345.30219671,6.464743650358128
ALISO VIEJO,7421844.377621106,Dissolved,Selenium,13.952777777777778,ug/L,103555345.30219671,6.464743650358128
ALISO VIEJO,7421844.377621106,Total,Silver,0.1,ug/L,742184.4377621106,0.04633302237963221
ALISO VIEJO,7421844.377621106,Dissolved,Silver,0.1,ug/L,742184.4377621106,0.04633302237963221
ALISO VIEJO,7421844.377621106,Total,Specific Conductivity,3001.25,NA,22274810438.335342,NA
ALISO VIEJO,7421844.377621106,Total,Sulfate as SO4,671.25,mg/L,4981913038.478168,311010.41272328125
ALISO VIEJO,7421844.377621106,Total,Tetrachlorvinphos (Stirofos),2,ng/L,14843688.755242212,9.266604475926441e-4
ALISO VIEJO,7421844.377621106,Total,Thallium,0.1,ug/L,742184.4377621106,0.04633302237963221
ALISO VIEJO,7421844.377621106,Dissolved,Thallium,0.1,ug/L,742184.4377621106,0.04633302237963221
ALISO VIEJO,7421844.377621106,Total,TOC,5.075,mg/L,37665860.21642711,2351.4008857663343
ALISO VIEJO,7421844.377621106,Total,Tokuthion,3,ng/L,22265533.132863317,0.0013899906713889661
ALISO VIEJO,7421844.377621106,Total,Total Coliform,54175.454545454544,CFU/100 mL,402081792723.2496,NA
ALISO VIEJO,7421844.377621106,Total,Total Dissolved Solids (TDS),2005.625,mg/L,14885436629.866331,929266.6801014986
ALISO VIEJO,7421844.377621106,Total,Total Kjeldahl Nitrogen,1.2475,mg/L,9258750.86108233,578.0044541859119
ALISO VIEJO,7421844.377621106,Total,Total Suspended Solids,11.088888888888889,mg/L,82300007.65406515,5137.817370541438
ALISO VIEJO,7421844.377621106,Total,Toxaphene,12.5,ng/L,92773054.72026382,0.005791627797454025
ALISO VIEJO,7421844.377621106,Total,trans-Nonachlor,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Trichloronate,1,ng/L,7421844.377621106,4.6333022379632205e-4
ALISO VIEJO,7421844.377621106,Total,Volatile Suspended Solids,8,mg/L,59374755.02096885,3706.6417903705765
ALISO VIEJO,7421844.377621106,Total,Zinc,16.261904761904763,ug/L,120693326.42655276,7.5346319726878095
ALISO VIEJO,7421844.377621106,Dissolved,Zinc,16.261904761904763,ug/L,120693326.42655276,7.5346319726878095
ALISO VIEJO,7421844.377621106,NA,NA,NA,NA,NA,NA
LAGUNA WOODS,2554759.0466204807,Total,"2,4'-DDD",1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,"2,4'-DDE",1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,"2,4'-DDT",1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,"4,4'-DDD",1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,"4,4'-DDE",1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,"4,4'-DDT",1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Acenaphthene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Acenaphthylene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Aldrin,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,BHC-alpha,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,alpha Chlordane,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,"Ammonia, as Nitrogen",0.33,mg/L,843070.4853847587,52.63112735794091
LAGUNA WOODS,2554759.0466204807,Total,Anthracene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,"Arsenic, Total",6.025,ug/L,15392423.255888397,0.9609167949442243
LAGUNA WOODS,2554759.0466204807,Dissolved,"Arsenic, Total",6.025,ug/L,15392423.255888397,0.9609167949442243
LAGUNA WOODS,2554759.0466204807,Total,Azinphos Methyl,5,ng/L,12773795.233102404,7.974413236051652e-4
LAGUNA WOODS,2554759.0466204807,Total,Benz[a]anthracene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Benzo[a]pyrene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Benzo[b]fluoranthene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,"Benzo(g,h,i)perylene",2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Benzo(k)fluoranthene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,BHC-beta,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Biphenyl,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Bolstar (Sulprofos),2,ng/L,5109518.093240961,3.189765294420661e-4
LAGUNA WOODS,2554759.0466204807,Total,Cadmium,0.4725,ug/L,1207123.649528177,0.07535820508068812
LAGUNA WOODS,2554759.0466204807,Dissolved,Cadmium,0.4725,ug/L,1207123.649528177,0.07535820508068812
LAGUNA WOODS,2554759.0466204807,Total,Calcium,270.5,ug/L,691062322.1108401,43.14157560703945
LAGUNA WOODS,2554759.0466204807,Total,Chloride,395,mg/L,1009129823.4150898,62997.86456480805
LAGUNA WOODS,2554759.0466204807,Total,Chlorpyrifos,0.5,ng/L,1277379.5233102404,7.974413236051652e-5
LAGUNA WOODS,2554759.0466204807,Total,Chromium,0.515,ug/L,1315700.9090095477,0.08213645633133204
LAGUNA WOODS,2554759.0466204807,Dissolved,Chromium,0.515,ug/L,1315700.9090095477,0.08213645633133204
LAGUNA WOODS,2554759.0466204807,Total,Chrysene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Copper,3.35,ug/L,8558442.80617861,0.5342856868154608
LAGUNA WOODS,2554759.0466204807,Dissolved,Copper,3.35,ug/L,8558442.80617861,0.5342856868154608
LAGUNA WOODS,2554759.0466204807,Total,delta BHC,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Demeton,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Diazinon,0.5,ng/L,1277379.5233102404,7.974413236051652e-5
LAGUNA WOODS,2554759.0466204807,Total,"Dibenz(a,h)anthracene",2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Dibenzothiophene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Dichlorvos,3,ng/L,7664277.139861442,4.7846479416309917e-4
LAGUNA WOODS,2554759.0466204807,Total,Dieldrin,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Dimethoate,5,ng/L,12773795.233102404,7.974413236051652e-4
LAGUNA WOODS,2554759.0466204807,Total,Disulfoton,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,DOC,3.05,ng/L,7792015.092192465,4.8643920739915083e-4
LAGUNA WOODS,2554759.0466204807,Total,E. coli,5280,CFU/100 mL,13489127766.156137,3819689331286.9014
LAGUNA WOODS,2554759.0466204807,Total,Endosulfan I,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Endosulfan II,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Endosulfan sulfate,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Endrin,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Endrin aldehyde,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Enterococcus,800,CFU/100 mL,2043807237.2963846,578740807770.7427
LAGUNA WOODS,2554759.0466204807,Total,Ethoprop,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Ethyl parathion,10,ng/L,25547590.466204807,0.0015948826472103304
LAGUNA WOODS,2554759.0466204807,Total,Fecal coliforms,9550,CFU/100 mL,24397948895.22559,6908718392763.24
LAGUNA WOODS,2554759.0466204807,Total,Fenchlorophos,2,ng/L,5109518.093240961,3.189765294420661e-4
LAGUNA WOODS,2554759.0466204807,Total,Fensulfothion,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Fenthion,2,ng/L,5109518.093240961,3.189765294420661e-4
LAGUNA WOODS,2554759.0466204807,Total,Fluoranthene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Fluorene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,gamma BHC,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,gamma Chlordane,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Hardness,1055,NA,2695270794.184607,NA
LAGUNA WOODS,2554759.0466204807,Total,Heptachlor,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Heptachlor epoxide,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Hexavalent chromium,0.45,ug/L,1149641.5709792164,0.07176971912446488
LAGUNA WOODS,2554759.0466204807,Dissolved,Hexavalent chromium,0.45,ug/L,1149641.5709792164,0.07176971912446488
LAGUNA WOODS,2554759.0466204807,Total,"Indeno(1,2,3-cd)pyrene",2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Iron,10,ug/L,25547590.466204807,1.5948826472103308
LAGUNA WOODS,2554759.0466204807,Dissolved,Iron,10,ug/L,25547590.466204807,1.5948826472103308
LAGUNA WOODS,2554759.0466204807,Total,Lead,0.1,ug/L,255475.9046620481,0.015948826472103307
LAGUNA WOODS,2554759.0466204807,Dissolved,Lead,0.1,ug/L,255475.9046620481,0.015948826472103307
LAGUNA WOODS,2554759.0466204807,Total,Magnesium,92.15,mg/L,235421046.1460773,14696.843594043197
LAGUNA WOODS,2554759.0466204807,Total,Malathion,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Manganese,377.5,ug/L,964421540.0992315,60.20681993218998
LAGUNA WOODS,2554759.0466204807,Dissolved,Manganese,377.5,ug/L,964421540.0992315,60.20681993218998
LAGUNA WOODS,2554759.0466204807,Total,MBAS,0.16999999999999998,mg/L,434309.0379254817,27.113005002575616
LAGUNA WOODS,2554759.0466204807,Total,Mercury,0.025,ug/L,63868.976165512024,0.003987206618025827
LAGUNA WOODS,2554759.0466204807,Dissolved,Mercury,0.025,ug/L,63868.976165512024,0.003987206618025827
LAGUNA WOODS,2554759.0466204807,Total,Merphos,14.4,ng/L,36788530.271334924,0.002296631011982876
LAGUNA WOODS,2554759.0466204807,Total,Methoxychlor,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Methyl parathion,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Mevinphos,5,ng/L,12773795.233102404,7.974413236051652e-4
LAGUNA WOODS,2554759.0466204807,Total,Mirex,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Naphthalene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Nickel,4.05,ug/L,10346774.138812946,0.6459274721201839
LAGUNA WOODS,2554759.0466204807,Dissolved,Nickel,4.05,ug/L,10346774.138812946,0.6459274721201839
LAGUNA WOODS,2554759.0466204807,Total,Nitrate+Nitrite Nitrogen,2.05,mg/L,5237256.045571985,326.95094267811777
LAGUNA WOODS,2554759.0466204807,Total,Orthophosphate as P,0.042499999999999996,mg/L,108577.25948137042,6.778251250643904
LAGUNA WOODS,2554759.0466204807,Total,Phenanthrene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Phorate,5,ng/L,12773795.233102404,7.974413236051652e-4
LAGUNA WOODS,2554759.0466204807,Total,Phosphorus as PO4,0.2,mg/L,510951.8093240962,31.897652944206616
LAGUNA WOODS,2554759.0466204807,Total,Pyrene,2.5,ng/L,6386897.616551202,3.987206618025826e-4
LAGUNA WOODS,2554759.0466204807,Total,Selenium,7.2,ug/L,18394265.135667462,1.148315505991438
LAGUNA WOODS,2554759.0466204807,Dissolved,Selenium,7.2,ug/L,18394265.135667462,1.148315505991438
LAGUNA WOODS,2554759.0466204807,Total,Silver,0.1,ug/L,255475.9046620481,0.015948826472103307
LAGUNA WOODS,2554759.0466204807,Dissolved,Silver,0.1,ug/L,255475.9046620481,0.015948826472103307
LAGUNA WOODS,2554759.0466204807,Total,Specific Conductivity,3490,NA,8916109072.705477,NA
LAGUNA WOODS,2554759.0466204807,Total,Sulfate as SO4,815,mg/L,2082128622.9956918,129982.93574764194
LAGUNA WOODS,2554759.0466204807,Total,Tetrachlorvinphos (Stirofos),2,ng/L,5109518.093240961,3.189765294420661e-4
LAGUNA WOODS,2554759.0466204807,Total,Thallium,0.1,ug/L,255475.9046620481,0.015948826472103307
LAGUNA WOODS,2554759.0466204807,Dissolved,Thallium,0.1,ug/L,255475.9046620481,0.015948826472103307
LAGUNA WOODS,2554759.0466204807,Total,TOC,3.3,mg/L,8430704.853847586,526.3112735794091
LAGUNA WOODS,2554759.0466204807,Total,Tokuthion,3,ng/L,7664277.139861442,4.7846479416309917e-4
LAGUNA WOODS,2554759.0466204807,Total,Total Coliform,63000,CFU/100 mL,160949819937.09027,NA
LAGUNA WOODS,2554759.0466204807,Total,Total Dissolved Solids (TDS),2400,mg/L,6131421711.8891535,382771.8353304793
LAGUNA WOODS,2554759.0466204807,Total,Total Kjeldahl Nitrogen,0.88,mg/L,2248187.961026023,140.34967295450912
LAGUNA WOODS,2554759.0466204807,Total,Total Suspended Solids,0.725,mg/L,1852200.3087998484,115.62899192274897
LAGUNA WOODS,2554759.0466204807,Total,Toxaphene,12.5,ng/L,31934488.08275601,0.0019936033090129134
LAGUNA WOODS,2554759.0466204807,Total,trans-Nonachlor,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Trichloronate,1,ng/L,2554759.0466204807,1.5948826472103305e-4
LAGUNA WOODS,2554759.0466204807,Total,Volatile Suspended Solids,2.5,mg/L,6386897.616551202,398.72066180258264
LAGUNA WOODS,2554759.0466204807,Total,Zinc,5,ug/L,12773795.233102404,0.7974413236051654
LAGUNA WOODS,2554759.0466204807,Dissolved,Zinc,5,ug/L,12773795.233102404,0.7974413236051654
LAGUNA WOODS,2554759.0466204807,NA,NA,NA,NA,NA,NA
LAKE FOREST,6821314.153797195,Total,"2,4'-DDD",1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,"2,4'-DDE",1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,"2,4'-DDT",1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,"4,4'-DDD",1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,"4,4'-DDE",1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,"4,4'-DDT",1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,Acenaphthene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Acenaphthylene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Aldrin,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,BHC-alpha,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,alpha Chlordane,1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,"Ammonia, as Nitrogen",0.25833333333333336,mg/L,1762172.8230642756,110.00876425542442
LAKE FOREST,6821314.153797195,Total,Anthracene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,"Arsenic, Total",5.7,ug/L,38881490.67664401,2.427290153248719
LAKE FOREST,6821314.153797195,Dissolved,"Arsenic, Total",5.7,ug/L,38881490.67664401,2.427290153248719
LAKE FOREST,6821314.153797195,Total,Azinphos Methyl,5,ng/L,34106570.76898598,0.0021292018888146662
LAKE FOREST,6821314.153797195,Total,Benz[a]anthracene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Benzo[a]pyrene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Benzo[b]fluoranthene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,"Benzo(g,h,i)perylene",2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Benzo(k)fluoranthene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,BHC-beta,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Biphenyl,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Bolstar (Sulprofos),2,ng/L,13642628.30759439,8.516807555258664e-4
LAKE FOREST,6821314.153797195,Total,Cadmium,0.33699999999999997,ug/L,2298782.8698296547,0.1435082073061085
LAKE FOREST,6821314.153797195,Dissolved,Cadmium,0.33699999999999997,ug/L,2298782.8698296547,0.1435082073061085
LAKE FOREST,6821314.153797195,Total,Calcium,247.25,ug/L,1686569924.5263565,105.28903340188523
LAKE FOREST,6821314.153797195,Total,Chloride,330,mg/L,2251033670.7530746,140527.32466176798
LAKE FOREST,6821314.153797195,Total,Chlorpyrifos,0.5,ng/L,3410657.0768985976,2.129201888814666e-4
LAKE FOREST,6821314.153797195,Total,Chromium,0.64,ug/L,4365641.058430205,0.2725378417682773
LAKE FOREST,6821314.153797195,Dissolved,Chromium,0.64,ug/L,4365641.058430205,0.2725378417682773
LAKE FOREST,6821314.153797195,Total,Chrysene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Copper,5.7125,ug/L,38966757.10356648,2.4326131579707564
LAKE FOREST,6821314.153797195,Dissolved,Copper,5.7125,ug/L,38966757.10356648,2.4326131579707564
LAKE FOREST,6821314.153797195,Total,delta BHC,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Demeton,1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,Diazinon,0.5,ng/L,3410657.0768985976,2.129201888814666e-4
LAKE FOREST,6821314.153797195,Total,"Dibenz(a,h)anthracene",2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Dibenzothiophene,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Dichlorvos,3,ng/L,20463942.461391587,0.0012775211332887997
LAKE FOREST,6821314.153797195,Total,Dieldrin,1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,Dimethoate,17.966666666666665,ng/L,122556277.62988959,0.007650932120474034
LAKE FOREST,6821314.153797195,Total,Disulfoton,1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,DOC,5.6,ng/L,38199359.261264294,0.0023847061154724262
LAKE FOREST,6821314.153797195,Total,E. coli,2817.5,CFU/100 mL,19219052628.323597,5442220694657.137
LAKE FOREST,6821314.153797195,Total,Endosulfan I,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Endosulfan II,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Endosulfan sulfate,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Endrin,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Endrin aldehyde,2.5,ng/L,17053285.38449299,0.0010646009444073331
LAKE FOREST,6821314.153797195,Total,Enterococcus,2116.6666666666665,CFU/100 mL,14438448292.204062,4088506526006.84
LAKE FOREST,6821314.153797195,Total,Ethoprop,1,ng/L,6821314.153797195,4.258403777629332e-4
LAKE FOREST,6821314.153797195,Total,Ethyl parathion,10,ng/L,68213141.53797196,0.0042584037776293325
LAKE FOREST,6821314.153797195,Total,Fecal coliforms,5375,CFU/100 mL,36664563576.65993,10382231138875.639
