Time,J01_9144_1,J01_9144_1,J01_9144_1,J01_9364_3,J01_9364_3,J01_9364_3,J03_9221_1,J03_9221_1,J03_9221_1
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2023 0:00,87.5,0.3,0.002,,,,62.3,1.17,0.14
10/1/2023 0:15,87.4,0.36,0.005,,,,62.3,1.17,0.138
10/1/2023 0:30,87.4,0.39,0.006,,,,62.4,1.16,0.137
10/1/2023 0:45,87.5,0.29,0.003,,,,62.3,1.2,0.149
10/1/2023 1:00,87.5,0.32,0.004,,,,62.4,1.16,0.138
10/1/2023 1:15,87.4,0.37,0.005,,,,62.4,1.11,0.12
10/1/2023 1:30,87.4,0.38,0.005,,,,62.4,1.13,0.127
10/1/2023 1:45,87.4,0.34,0.005,,,,62.4,1.13,0.127
10/1/2023 2:00,87.5,0.31,0.003,,,,62.4,1.16,0.137
10/1/2023 2:15,87.4,0.35,0.004,,,,62.3,1.23,0.16
10/1/2023 2:30,87.5,0.29,0.002,,,,62.3,1.19,0.148
10/1/2023 2:45,87.5,0.29,0.002,,,,62.4,1.09,0.113
10/1/2023 3:00,87.5,0.29,0.002,,,,62.5,1.06,0.105
10/1/2023 3:15,87.5,0.31,0.003,,,,62.4,1.07,0.108
10/1/2023 3:30,87.4,0.39,0.006,,,,62.4,1.14,0.131
10/1/2023 3:45,87.4,0.36,0.005,,,,62.3,1.21,0.154
10/1/2023 4:00,87.5,0.25,0.002,,,,62.3,1.18,0.142
10/1/2023 4:15,87.6,0.22,0.001,,,,62.4,1.13,0.125
10/1/2023 4:30,87.5,0.25,0.001,,,,62.4,1.15,0.132
10/1/2023 4:45,87.5,0.31,0.003,,,,62.3,1.18,0.143
10/1/2023 5:00,87.4,0.35,0.004,,,,62.4,1.16,0.137
10/1/2023 5:15,87.4,0.41,0.007,,,,62.3,1.18,0.142
10/1/2023 5:30,87.5,0.29,0.005,,,,62.3,1.18,0.142
10/1/2023 5:45,87.5,0.25,0.003,,,,62.4,1.14,0.13
10/1/2023 6:00,87.4,0.4,0.006,,,,62.4,1.11,0.121
10/1/2023 6:15,87.5,0.29,0.003,,,,62.4,1.12,0.122
10/1/2023 6:30,87.5,0.33,0.006,,,,62.3,1.19,0.146
10/1/2023 6:45,87.3,0.49,0.01,,,,62.3,1.22,0.158
10/1/2023 7:00,87.4,0.42,0.007,,,,62.3,1.23,0.162
10/1/2023 7:15,87.4,0.35,0.004,,,,62.3,1.24,0.165
10/1/2023 7:30,87.4,0.38,0.005,,,,62.3,1.24,0.165
10/1/2023 7:45,87.3,0.48,0.01,,,,62.3,1.24,0.165
10/1/2023 8:00,87.3,0.44,0.009,,,,62.3,1.22,0.156
10/1/2023 8:15,87.5,0.34,0.003,,,,62.4,1.16,0.135
10/1/2023 8:30,87.5,0.32,0.003,,,,62.4,1.12,0.124
10/1/2023 8:45,87.5,0.26,0.002,,,,62.4,1.12,0.124
10/1/2023 9:00,87.5,0.26,0.002,,,,62.4,1.16,0.135
10/1/2023 9:15,87.5,0.26,0.002,,,,62.4,1.16,0.137
10/1/2023 9:30,87.5,0.31,0.004,,,,62.4,1.13,0.127
10/1/2023 9:45,87.4,0.43,0.008,,,,62.3,1.17,0.139
10/1/2023 10:00,87.4,0.4,0.006,,,,62.3,1.2,0.15
10/1/2023 10:15,87.4,0.4,0.006,,,,62.3,1.18,0.142
10/1/2023 10:30,87.3,0.46,0.009,,,,62.4,1.12,0.122
10/1/2023 10:45,87.4,0.38,0.005,,,,62.5,1.01,0.092
10/1/2023 11:00,87.4,0.38,0.005,,,,62.2,1.3,0.216
10/1/2023 11:15,87.4,0.41,0.007,,,,62,1.48,0.274
10/1/2023 11:30,87.4,0.43,0.007,,,,62.2,1.27,0.175
10/1/2023 11:45,87.3,0.44,0.008,,,,62.3,1.23,0.162
10/1/2023 12:00,87.4,0.37,0.005,,,,62.4,1.16,0.136
10/1/2023 12:15,87.5,0.34,0.003,,,,62.4,1.12,0.122
10/1/2023 12:30,87.5,0.33,0.003,,,,62.4,1.15,0.133
10/1/2023 12:45,87.4,0.36,0.004,,,,62.3,1.19,0.146
10/1/2023 13:00,87.5,0.29,0.003,,,,62.4,1.14,0.13
10/1/2023 13:15,87.5,0.26,0.002,,,,62.4,1.09,0.113
10/1/2023 13:30,87.4,0.36,0.004,,,,62.5,1.05,0.102
10/1/2023 13:45,87.4,0.36,0.004,,,,62.5,1.01,0.091
10/1/2023 14:00,87.4,0.36,0.004,,,,62.5,1.02,0.093
10/1/2023 14:15,87.4,0.43,0.008,,,,62.5,1.02,0.093
10/1/2023 14:30,87.4,0.43,0.008,,,,62.5,1.02,0.093
10/1/2023 14:45,87.4,0.4,0.006,,,,62.5,0.98,0.083
10/1/2023 15:00,87.4,0.43,0.008,,,,62.5,1,0.087
10/1/2023 15:15,87.3,0.47,0.009,,,,62.5,1.01,0.091
10/1/2023 15:30,87.4,0.41,0.007,,,,62.5,0.98,0.082
10/1/2023 15:45,87.4,0.36,0.004,,,,62.6,0.94,0.073
10/1/2023 16:00,87.5,0.32,0.003,,,,62.5,0.97,0.079
10/1/2023 16:15,87.4,0.35,0.005,,,,62.5,0.99,0.085
10/1/2023 16:30,87.4,0.43,0.007,,,,62.5,1.03,0.097
10/1/2023 16:45,87.4,0.36,0.005,,,,62.5,1.03,0.097
10/1/2023 17:00,87.5,0.29,0.002,,,,62.5,0.98,0.083
10/1/2023 17:15,87.5,0.25,0.002,,,,62.6,0.94,0.071
10/1/2023 17:30,87.6,0.19,0.001,,,,62.5,0.97,0.081
10/1/2023 17:45,87.6,0.2,0.001,,,,62.5,1.04,0.099
10/1/2023 18:00,87.6,0.2,0.001,,,,62.5,0.99,0.085
10/1/2023 18:15,87.6,0.19,0.001,,,,62.5,0.97,0.079
10/1/2023 18:30,87.6,0.21,0.001,,,,62.5,1.04,0.098
10/1/2023 18:45,87.6,0.17,0.001,,,,62.4,1.11,0.119
10/1/2023 19:00,87.7,0.14,0,,,,62.4,1.07,0.109
10/1/2023 19:15,87.7,0.12,0,,,,62.5,0.97,0.079
10/1/2023 19:30,87.6,0.14,0,,,,62.5,0.97,0.079
10/1/2023 19:45,87.6,0.18,0.001,,,,62.5,1.04,0.098
10/1/2023 20:00,87.6,0.18,0.001,,,,62.5,1.04,0.098
10/1/2023 20:15,87.6,0.19,0.001,,,,62.5,0.99,0.085
10/1/2023 20:30,87.6,0.23,0.001,,,,62.5,1.02,0.093
10/1/2023 20:45,87.5,0.34,0.004,,,,62.5,1.05,0.102
10/1/2023 21:00,87.5,0.34,0.004,,,,62.4,1.11,0.12
10/1/2023 21:15,87.6,0.21,0.001,,,,62.4,1.13,0.125
10/1/2023 21:30,87.6,0.15,0,,,,62.4,1.13,0.125
10/1/2023 21:45,87.6,0.15,0,,,,62.4,1.16,0.137
10/1/2023 22:00,87.6,0.18,0.001,,,,62.4,1.13,0.125
10/1/2023 22:15,87.6,0.18,0.001,,,,62.4,1.08,0.111
10/1/2023 22:30,87.6,0.19,0.001,,,,62.4,1.14,0.131
10/1/2023 22:45,87.6,0.23,0.001,,,,62.3,1.18,0.142
10/1/2023 23:00,87.5,0.33,0.005,,,,62.4,1.1,0.116
10/1/2023 23:15,87.5,0.32,0.004,,,,62.5,1.02,0.093
10/1/2023 23:30,87.5,0.31,0.004,,,,62.5,1.02,0.093
10/1/2023 23:45,87.4,0.34,0.004,,,,62.5,1.05,0.102
10/2/2023 0:00,87.4,0.38,0.006,,,,62.5,1.05,0.102
10/2/2023 0:15,87.3,0.45,0.008,,,,62.5,1.05,0.102
10/2/2023 0:30,87.4,0.41,0.006,,,,62.5,1.05,0.102
10/2/2023 0:45,87.4,0.37,0.005,,,,62.5,1.05,0.102
10/2/2023 1:00,87.4,0.37,0.005,,,,62.4,1.08,0.11
10/2/2023 1:15,87.4,0.41,0.006,,,,62.4,1.1,0.117
10/2/2023 1:30,87.4,0.36,0.004,,,,62.4,1.1,0.117
10/2/2023 1:45,87.5,0.32,0.003,,,,62.4,1.1,0.117
10/2/2023 2:00,87.5,0.28,0.002,,,,62.4,1.1,0.117
10/2/2023 2:15,87.5,0.28,0.002,,,,62.4,1.12,0.124
10/2/2023 2:30,87.5,0.25,0.002,,,,62.4,1.11,0.119
10/2/2023 2:45,87.5,0.25,0.002,,,,62.4,1.11,0.119
10/2/2023 3:00,87.5,0.32,0.003,,,,62.4,1.11,0.119
10/2/2023 3:15,87.3,0.45,0.009,,,,62.4,1.07,0.108
10/2/2023 3:30,87.3,0.48,0.011,,,,62.4,1.11,0.119
