Time,J05_9800_2,J05_9800_2,J05_9800_2,J01_9008_1,J01_9008_1,J01_9008_1,J01_9131_1,J01_9131_1,J01_9131_1
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2023 0:00,,,,,,,87.2,0.45,0.026
10/2/2023 0:00,,,,,,,87.1,0.47,0.028
10/3/2023 0:00,,,,,,,87.2,0.44,0.026
10/4/2023 0:00,,,,,,,87.2,0.41,0.024
10/5/2023 0:00,,,,,,,87.2,0.46,0.028
10/6/2023 0:00,,,,,,,87.2,0.44,0.026
10/7/2023 0:00,,,,,,,87.1,0.47,0.029
10/8/2023 0:00,,,,,,,87.2,0.42,0.025
10/9/2023 0:00,,,,,,,87.1,0.47,0.029
10/10/2023 0:00,,,,,,,87,0.59,0.042
10/11/2023 0:00,,,,,,,86.8,0.82,0.086
10/12/2023 0:00,,,,,,,87.2,0.43,0.025
10/13/2023 0:00,,,,,,,87.2,0.44,0.026
10/14/2023 0:00,,,,,,,87.2,0.44,0.026
10/15/2023 0:00,,,,,,,87.2,0.43,0.025
10/16/2023 0:00,,,,,,,87.1,0.55,0.034
10/17/2023 0:00,,,,,,,87.2,0.42,0.027
10/18/2023 0:00,,,,,,,87.1,0.5,0.031
10/19/2023 0:00,,,,,,,87.1,0.48,0.03
10/20/2023 0:00,,,,,,,87.1,0.49,0.03
10/21/2023 0:00,,,,,,,87.2,0.42,0.025
10/22/2023 0:00,,,,,,,87.1,0.53,0.032
10/23/2023 0:00,,,,,,,87,0.6,0.04
10/24/2023 0:00,,,,,,,87.1,0.57,0.036
10/25/2023 0:00,,,,,,,87.1,0.52,0.032
10/26/2023 0:00,,,,,,,87.2,0.45,0.026
10/27/2023 0:00,,,,,,,87.1,0.5,0.03
10/28/2023 0:00,,,,,,,87.1,0.49,0.029
10/29/2023 0:00,,,,,,,87.2,0.46,0.029
10/30/2023 0:00,,,,,,,87.2,0.43,0.026
10/31/2023 0:00,,,,,,,87.1,0.48,0.03
11/1/2023 0:00,,,,,,,87.1,0.51,0.032
11/2/2023 0:00,,,,,,,87.1,0.51,0.032
11/3/2023 0:00,,,,,,,87.1,0.55,0.035
11/4/2023 0:00,,,,,,,,,
11/5/2023 0:00,,,,,,,87.1,0.55,0.035
11/6/2023 0:00,,,,,,,87.1,0.51,0.031
11/7/2023 0:00,,,,,,,87.1,0.53,0.032
11/8/2023 0:00,,,,,,,87.1,0.52,0.034
11/9/2023 0:00,,,,,,,87.2,0.44,0.027
11/10/2023 0:00,,,,,,,87.1,0.52,0.036
11/11/2023 0:00,,,,,,,87.1,0.51,0.033
11/12/2023 0:00,,,,,,,87.1,0.52,0.033
11/13/2023 0:00,,,,,,,87.1,0.5,0.031
11/14/2023 0:00,,,,,,,87.1,0.54,0.034
11/15/2023 0:00,,,,,,,85.3,2.34,0.875
11/16/2023 0:00,,,,,,,87,0.6,0.04
11/17/2023 0:00,,,,,,,87.1,0.51,0.032
11/18/2023 0:00,,,,,,,87,0.6,0.048
11/19/2023 0:00,,,,,,,87.1,0.52,0.032
11/20/2023 0:00,,,,,,,87.1,0.48,0.032
11/21/2023 0:00,,,,,,,87,0.62,0.042
11/22/2023 0:00,,,,,,,87.1,0.56,0.037
11/23/2023 0:00,,,,,,,87,0.57,0.036
11/24/2023 0:00,,,,,,,87,0.58,0.037
11/25/2023 0:00,,,,,,,87.1,0.52,0.032
11/26/2023 0:00,,,,,,,87.1,0.49,0.03
11/27/2023 0:00,,,,,,,87.1,0.53,0.033
11/28/2023 0:00,,,,,,,87.1,0.5,0.031
11/29/2023 0:00,,,,,,,87,0.61,0.039
11/30/2023 0:00,,,,,,,86.9,0.7,0.057
12/1/2023 0:00,,,,,,,87,0.6,0.04
12/2/2023 0:00,,,,,,,87.1,0.52,0.032
12/3/2023 0:00,,,,,,,87.1,0.53,0.032
12/4/2023 0:00,,,,,,,87,0.6,0.039
12/5/2023 0:00,,,,,,,87,0.61,0.041
12/6/2023 0:00,,,,,,,87.1,0.57,0.036
12/7/2023 0:00,,,,,,,87,0.58,0.037
12/8/2023 0:00,,,,,,,87.1,0.53,0.034
12/9/2023 0:00,,,,,,,87.1,0.53,0.034
12/10/2023 0:00,,,,,,,87.1,0.56,0.036
12/11/2023 0:00,,,,,,,87.1,0.55,0.036
12/12/2023 0:00,,,,,,,87.1,0.52,0.033
12/13/2023 0:00,,,,,,,87.1,0.53,0.033
12/14/2023 0:00,,,,,,,87,0.58,0.038
12/15/2023 0:00,,,,,,,87,0.58,0.038
12/16/2023 0:00,,,,,,,87.1,0.56,0.036
12/17/2023 0:00,,,,,,,87,0.58,0.037
12/18/2023 0:00,,,,,,,86.8,0.79,0.109
12/19/2023 0:00,,,,,,,87,0.58,0.042
12/20/2023 0:00,,,,,,,85.2,2.4,1.17
12/21/2023 0:00,,,,,,,86.3,1.35,0.471
12/22/2023 0:00,,,,,,,85.7,1.89,0.911
12/23/2023 0:00,,,,,,,87.1,0.56,0.035
12/24/2023 0:00,,,,,,,87.1,0.54,0.034
12/25/2023 0:00,,,,,,,87.1,0.49,0.03
12/26/2023 0:00,,,,,,,87.1,0.48,0.029
12/27/2023 0:00,,,,,,,87.1,0.54,0.034
12/28/2023 0:00,,,,,,,87.1,0.51,0.031
12/29/2023 0:00,,,,,,,87,0.58,0.037
12/30/2023 0:00,,,,,,,85.9,1.69,0.607
12/31/2023 0:00,,,,,,,86.6,1,0.146
1/1/2024 0:00,,,,,,,87.1,0.5,0.031
1/2/2024 0:00,,,,,,,87.1,0.49,0.03
1/3/2024 0:00,,,,,,,86.2,1.45,0.452
1/4/2024 0:00,,,,,,,87.1,0.52,0.032
1/5/2024 0:00,,,,,,,87.1,0.51,0.032
1/6/2024 0:00,,,,,,,87.1,0.52,0.032
1/7/2024 0:00,,,,,,,87,0.64,0.043
1/8/2024 0:00,,,,,,,87.1,0.54,0.035
1/9/2024 0:00,,,,,,,87.1,0.52,0.033
1/10/2024 0:00,,,,,,,87,0.6,0.039
1/11/2024 0:00,,,,,,,87,0.62,0.042
1/12/2024 0:00,,,,,,,87.1,0.55,0.035
1/13/2024 0:00,,,,,,,87.1,0.56,0.036
1/14/2024 0:00,,,,,,,87.1,0.56,0.036
1/15/2024 0:00,,,,,,,87,0.59,0.038
1/16/2024 0:00,,,,,,,87,0.6,0.039
1/17/2024 0:00,,,,,,,87,0.63,0.041
1/18/2024 0:00,,,,,,,87.1,0.49,0.031
1/19/2024 0:00,,,,,,,87,0.62,0.042
1/20/2024 0:00,,,,,,,85,2.67,1.46
1/21/2024 0:00,,,,,,,86.1,1.48,0.279
1/22/2024 0:00,,,,,,,83.8,3.78,2.16
1/23/2024 0:00,,,,,,,86.9,0.72,0.051
1/24/2024 0:00,,,,,,,87,0.59,0.038
1/25/2024 0:00,,,,,,,87.1,0.56,0.035
1/26/2024 0:00,,,,,,,87.1,0.56,0.036
1/27/2024 0:00,,,,,,,87,0.57,0.037
1/28/2024 0:00,,,,,,,87.1,0.55,0.034
1/29/2024 0:00,,,,,,,87.1,0.54,0.034
1/30/2024 0:00,,,,,,,87.1,0.53,0.033
1/31/2024 0:00,,,,,,,87,0.58,0.037
2/1/2024 0:00,,,,,,,83.4,4.2,3.07
2/2/2024 0:00,,,,,,,85.8,1.86,0.781
2/3/2024 0:00,,,,,,,87,0.64,0.042
2/4/2024 0:00,,,,,,,83.9,3.74,3.85
2/5/2024 0:00,,,,,,,76.5,11.1,9.64
2/6/2024 0:00,,,,,,,80.4,7.2,4.66
2/7/2024 0:00,,,,,,,84.8,2.8,0.844
2/8/2024 0:00,,,,,,,85,2.59,0.831
2/9/2024 0:00,,,,,,,85.2,2.43,0.611
2/10/2024 0:00,,,,,,,86.8,0.86,0.067
2/11/2024 0:00,,,,,,,87,0.63,0.042
2/12/2024 0:00,,,,,,,87,0.59,0.038
2/13/2024 0:00,,,,,,,87,0.64,0.043
2/14/2024 0:00,,,,,,,87,0.61,0.04
2/15/2024 0:00,,,,,,,87.1,0.57,0.036
2/16/2024 0:00,,,,,,,87,0.58,0.037
2/17/2024 0:00,,,,,,,87,0.59,0.038
2/18/2024 0:00,,,,,,,87.1,0.56,0.036
2/19/2024 0:00,,,,,,,86.5,1.12,0.269
2/20/2024 0:00,,,,,,,81.7,5.87,3.27
2/21/2024 0:00,,,,,,,85,2.67,0.857
2/22/2024 0:00,,,,,,,86.7,0.87,0.069
2/23/2024 0:00,,,,,,,86.9,0.75,0.054
2/24/2024 0:00,,,,,,,87,0.62,0.041
2/25/2024 0:00,,,,,,,87.1,0.54,0.034
