GlobalID,Facility Identifier,Facility Type,Inspection Status,Size 1,PRIORITY,Jurisdiction,Persistent Flow,AVGDISCHARGE,Accessibility,POINT_Y,POINT_X
{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A},LC02-11508-2,Outfall,Verified,36,Not A Priority,Laguna Beach,Yes,0.024574,Easily accessible,33.54553099,-117.7953098
{7A79C33A-1E84-41B0-AAFC-7A7C54A33C8A},LC02-11508-3,Outfall,Verified,60,Not A Priority,Laguna Beach,Unknown,0,Easily accessible,33.54502731,-117.7946117
{886775A2-E4C3-48F3-9D28-64111BB5241F},LC03-11515-1,Outfall,Verified,54,NA,Laguna Beach,Unknown,0.016796,Easily accessible,33.51959818,-117.7627439
{3DBCB0DE-8D31-4915-AB29-A58A276E7610},LC04-11199-1,Box,Verified,NA,NA,Laguna Beach,Unknown,0.060779,Unaccessible,33.51671018,-117.7612639
{24F652D0-BF65-4204-9DC3-780FC50FFC89},LC05-11017-1,Outfall,Verified,48,Not A Priority,Laguna Beach,Unknown,0,Easily accessible,33.51296016,-117.7553263
{552A1115-2EB7-48DD-A375-4E5A6EF6FC79},LC05-11017-2,Outfall,Verified,36,NA,Laguna Beach,Yes,0.083233,Easily accessible,33.51543196,-117.7602067
{4234D10E-D9CC-4748-92EA-FECEEAEBE008},LC06-11019-1,Outfall,Verified,24,Not A Priority,Laguna Beach,Yes,0.115647,Easily accessible,33.54303374,-117.7894484
{33142BAF-4557-481B-875A-E7A3CFFBFCB1},LC06-11509-2,Outfall,Verified,24,Not A Priority,Laguna Beach,Yes,0.043337,Difficult accessibility,33.54345499,-117.790776
{A8C3A9D9-CAAA-442E-9D37-D220C50F2F69},M00.1-070-4,Outfall,Verified,48,Not A Priority,San Clemente,Unknown,0,Difficult accessibility,33.41622149,-117.6059491
{F5E329B4-B15E-41B2-BB87-FB07B06BBEE9},M00.1-070-6,Outfall,Verified,44,NA,San Clemente,Unknown,0,Difficult accessibility,33.41592046,-117.6058235
{8E421913-F6B8-41F6-B51D-B3916452A11D},M00.1-071-2 (M00S04),Outfall,Verified,72,Not A Priority,San Clemente,Yes,0.055592,Easily accessible,33.40924767,-117.6086258
{564BA613-62BA-484C-8F8D-10DB77A3916D},M00.1-071-3 (M00S04),Box,Verified,NA,Not A Priority,San Clemente,Unknown,0.051583,Easily accessible,33.41325022,-117.6028145
{5554CB30-DBF5-4F05-9145-3024520F5CD4},M00.2-066-1 (M00S07),Outfall,Verified,48,Not A Priority,San Clemente,Yes,0.013801,Easily accessible,33.42317285,-117.6230471
{679DFBBB-2924-4905-B255-E3AE881E92C0},M01-002-1,Culvert,Verified,36,Not A Priority,Orange Co,Unknown,0,Easily accessible,33.49158814,-117.6128226
{649FA5A0-48F1-45DF-8D90-EA1BFFE30875},M01-003-1,Outfall,Verified,48,Not A Priority,Orange Co,Unknown,0,Easily accessible,33.48892463,-117.613432
{96C849C0-B2F8-43B8-B2D5-8C4C360E9B0B},M01-003-2,Outfall,Verified,84,Not A Priority,Orange Co,Unknown,0,Easily accessible,33.48938794,-117.6137774
{0DF4331E-C350-41BF-969E-1D66F2881789},M01-038-3,Outfall,Verified,90,NA,San Clemente,Unknown,0.016243,Easily accessible,33.46498412,-117.6392495
{AB60FC8E-0055-439B-B787-2F2FED23807A},M01-038-6,Outfall,Verified,48,Priority,San Clemente,Unknown,0.013791,Easily accessible,33.46494371,-117.6392869
{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},M01-042-1 (M01S01),Outfall,Verified,36,Priority,San Clemente,Yes,0.018533,Easily accessible,33.4544419,-117.6234322
{986D4C77-948D-4582-A23D-BF24985A8B51},M01-047-1,Box,Verified,NA,Priority,San Clemente,Unknown,0.392052,Easily accessible,33.44251659,-117.6419381
{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},M01-050-4,Outfall,Verified,48,Priority,San Clemente,Yes,0.058505,Easily accessible,33.4458035,-117.6441383
{C9AF768A-2A02-4DA5-A0A2-B1935AC72D2C},M01-050-7,Outfall,Verified,36,NA,San Clemente,Unknown,4.00E-06,Difficult accessibility,33.44302922,-117.6437821
{7E285DCF-C197-4473-A6A6-DE27863098BF},M01-060-3,Box,Verified,NA,Not A Priority,Dana Point,Yes,0.747703,Difficult accessibility,33.44128408,-117.6449966
{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},M01-099-1,Outfall,Verified,60,Priority,San Clemente,Yes,0.038419,Easily accessible,33.45678981,-117.6422717
{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},M01-124-2,Outfall,Verified,36,Priority,San Clemente,Yes,0.01691,Easily accessible,33.45678925,-117.6421943
{FA68CCE1-A2A8-414F-8411-9E05511C841E},M01-124-4,Outfall,Verified,48,NA,San Clemente,Unknown,0.001617,Easily accessible,33.46508952,-117.6391094
{BCEA4CB4-4C65-4F42-B982-CE82FDFD0ABA},M01-168-1d (M00P03),Outfall,Verified,43,NA,Dana Point,Unknown,0,Difficult accessibility,33.44539476,-117.6516165
{CD4DB632-4AF2-493B-8B3C-84DF4057B012},M01-168-2d (M00P03),Outfall,Verified,36,NA,Dana Point,Unknown,NA,Difficult accessibility,33.44455629,-117.6505699
{28818406-BBEA-4536-A70B-7DEA94341A5E},M02-013-1,Outfall,Verified,44,Not A Priority,San Clemente,Yes,NA,Difficult accessibility,33.47448179,-117.5975588
{EE82778D-4874-4889-8E55-64DF8A4422C0},M02-015-1,Outfall,Verified,36,Not A Priority,San Clemente,Yes,0.020964,Easily accessible,33.4781524,-117.5832337
{1707E0E9-430D-4B15-969A-02F4D7D52110},M02-028-2 (M02P08),Outfall,Verified,42,Not A Priority,San Clemente,Yes,0.040333,Easily accessible,33.46680484,-117.5817314
{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},M02-032-1,Outfall,Verified,120,Priority,San Clemente,Yes,0.249153,Easily accessible,33.45754256,-117.6008197
{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},M02-052-3,Outfall,Verified,54,Priority,San Clemente,Yes,0.100222,Easily accessible,33.45124556,-117.6097812
{3CDC86F8-F190-45F4-8430-F50DADFD797B},M02-052-4,Outfall,Verified,48,Priority,San Clemente,Yes,0.041791,Easily accessible,33.4512808,-117.6097105
{C461CAC3-1849-40E8-B3F7-D3281D347977},M02-061-4 (SCBS@M02),Outfall,Verified,60,Priority,San Clemente,Yes,0.025637,Easily accessible,33.43367233,-117.627245
{CDF7BCAC-53C5-4BB5-A35D-E02581964FBA},M02-061-5,Outfall,Verified,36,Not A Priority,San Clemente,Unknown,0,Easily accessible,33.43437622,-117.6263856
{4D37DA87-C486-40DA-A876-48258EA473E1},M02-061-6,Outfall,Verified,36,Priority,San Clemente,Unknown,0.021885,Easily accessible,33.43589173,-117.6245852
{646C237D-26C0-4619-ADE0-A6C6ECD59481},M02-085-1 (M02P06),Outfall,Verified,48,Priority,San Clemente,Yes,0.064764,Easily accessible,33.45834137,-117.5945709
{1D128A62-EF51-4A28-936B-8E020EBC129D},M02-085-2,Outfall,Verified,96,Priority,San Clemente,Yes,0.260895,Easily accessible,33.45803906,-117.594238
{F86F746E-958B-4AF4-8B9D-F230E1352261},M02-086-1,Outfall,Verified,36,Not A Priority,San Clemente,Unknown,3.71E-04,Easily accessible,33.47727151,-117.5999331
{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},M02-102-1,Box,Verified,NA,Not A Priority,San Clemente,Yes,0.044,Easily accessible,33.43161352,-117.6327128
{8214846F-F581-46C0-852B-22F6222E000C},SC01-077-1,Outfall,Removed From Inventory,36,Not A Priority,San Clemente,Yes,0.06819,Private property,33.39614302,-117.5998633
{F83925F7-70B4-4C25-8F17-86AD7D1BE492},SC01-077-2,Outfall,Verified,84,Not A Priority,San Clemente,Unknown,0.019583,Difficult accessibility,33.39147614,-117.5979228
{AFE85465-D874-46F9-8D88-24275FC65B8E},SC02-072-4,Outfall,Verified,36,NA,San Clemente,Unknown,NA,Difficult accessibility,33.39993318,-117.601128
{9F0C26C8-D63A-4809-AD72-C714A780C1C6},SC03-067-1,Culvert,Verified,24,Not A Priority,San Clemente,Unknown,0,Easily accessible,33.40518596,-117.6066001
{665C8249-2626-4CF7-81EA-645A6B98A96D},SC05-073-1,Culvert,Verified,48,Not A Priority,San Clemente,Unknown,0.006985,Difficult accessibility,33.41310656,-117.6138318
{42902E2B-56C6-4060-A36D-AEA18B64156E},SC05-073-3,Outfall,Verified,36,Not A Priority,San Clemente,Unknown,0.003033,Difficult accessibility,33.41570249,-117.6123332
{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},SC06-146-1 (M00P02),Outfall,Verified,36,Not A Priority,San Clemente,Yes,0.012171,Easily accessible,33.41716959,-117.6177676
{39F60971-71F5-4FB5-A552-55C3B268E8F1},SC06-146-2 (M00P02),Outfall,Verified,60,Not A Priority,San Clemente,Unknown,0.055893,Easily accessible,33.41781321,-117.617879
{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},SC07-079-4,Culvert,Verified,42,Not A Priority,San Clemente,Yes,0.027984,Easily accessible,33.42505168,-117.6261067
{03864DBD-D87D-474A-A6EE-7F78E41DD1AA},SC07-079-5,Outfall,Verified,48,Not A Priority,San Clemente,Unknown,0.201763,Easily accessible,33.42428496,-117.6252768
{E9218AF6-1B54-445E-9A38-6540931E914C},SC09-081-2d,Outfall,Verified,48,NA,San Clemente,Yes,0.072646,Difficult accessibility,33.43542344,-117.6377743
{748CBFDA-8025-4C6A-B624-233108952C44},SC10-075-1d (M00P05),Outfall,Verified,36,NA,Dana Point,Yes,0.009482,Easily accessible,33.4531274,-117.6653541
{92FD4B23-81CC-4502-900C-CEB7FD1AB061},SC10-075-3 (M00S01),Box,Verified,NA,NA,Dana Point,Yes,0.36,Difficult accessibility,33.45040644,-117.6596556
{7BC19F3E-F96A-4680-97D9-CFCD38CE4F28},SC11-026-1 (M00P01),Box,Verified,NA,Not A Priority,Dana Point,Unknown,0.092087,Easily accessible,33.45391971,-117.6664721
{3B52E0AD-1DF2-44A3-B49D-8D34966FF565},SC11-035-1d,Outfall,Verified,36,Not A Priority,Dana Point,Unknown,0,Easily accessible,33.45963579,-117.6756602
{0E4D95D6-8AD7-457D-929B-ABD734ED7531},SC11-035-2d,Outfall,Verified,36,NA,Dana Point,Unknown,0,Easily accessible,33.45862582,-117.673983
{BBC10ACC-C12B-4BF8-854C-F341793E1E96},SC11-035-3d,Outfall,Verified,36,NA,Dana Point,Unknown,0,Easily accessible,33.45702672,-117.6711096
{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},SC11-130-2,Outfall,Verified,42,NA,Dana Point,Unknown,0.013885,Easily accessible,33.45571318,-117.669159
{98B44F39-2446-4B60-A2A7-E75C37BDE055},SC12-068-2,Outfall,Verified,36,Not A Priority,San Clemente,Yes,0.009971,Easily accessible,33.42060549,-117.6210044
{8EA7D45C-F7B0-4458-86E9-AD604FC84803},SC12-068-4,Outfall,Verified,36,Not A Priority,San Clemente,Unknown,0.0089,Easily accessible,33.41952553,-117.6201899
{51E3B119-6EF4-4695-B9F3-3FFABED66286},SM01-086-1 (M03P01),Outfall,Verified,42,Not A Priority,San Clemente,Unknown,NA,Difficult accessibility,33.45602873,-117.5736302
{3F28F93D-68A5-4355-B7E9-8E704FB9707E},SM01-086-2,Outfall,Verified,42,Not A Priority,San Clemente,Unknown,0.02,Unaccessible,33.45607639,-117.5732588
