AREA,EMC_Group,RC_Group,FACILITYID,RC,RC_M,RC_Event,RCandCF,RC_Mcf,RC_WMAcf_M,RC_WMAcf,LSPC_LU_DESC,RC_Model_Outfall,SUM_Area,...1,Constituent,Fraction,Units,EMC,EMC_Model_LU,EMC_Model_LU_divisor
6.224789474,business,Commercial,I01-11021-1,0.486,0.4654840947303408,NA,NA,NA,0.1059846625134502,0.12161927879041888,COMM,0.12161927879041888,12.449578948,15,"Lead, Total",Total,mg/L,0.0021,0.003179628507090297,1.5141088129001417
6.224789474,business,Commercial,I01-11021-1,0.486,0.4654840947303408,NA,NA,NA,0.1059846625134502,0.12161927879041888,COMM,0.12161927879041888,12.449578948,16,"Zinc, Total",Total,mg/L,0.1569,0.23756367274403226,1.5141088129001417
6.224789474,business,Commercial,I01-11021-1,0.486,0.4654840947303408,NA,NA,NA,0.1059846625134502,0.12161927879041888,COMM,0.12161927879041888,12.449578948,17,"Copper, Total",Dissolved,mg/L,0.0137,0.02074329073673194,1.5141088129001417
6.224789474,business,Commercial,I01-11021-1,0.486,0.4654840947303408,NA,NA,NA,0.1059846625134502,0.12161927879041888,COMM,0.12161927879041888,12.449578948,18,"Zinc, Total",Dissolved,mg/L,0.0932,0.14111494136229322,1.5141088129001417
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,10,Fecal coliforms,Total,CFU/100 mL,11600,434048.9254320626,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,11,TN,Total,mg/L,2.71,101.40280930352496,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,12,TP,Total,mg/L,0.34,12.722123676457008,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,13,TSS,Total,mg/L,79.9,2989.699063967397,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,14,"Copper, Total",Total,mg/L,0.0254,0.9504174746529646,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,15,"Lead, Total",Total,mg/L,0.0021,0.07857782270752857,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,16,"Zinc, Total",Total,mg/L,0.1569,5.870885896576778,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,17,"Copper, Total",Dissolved,mg/L,0.0137,0.5126267481395912,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,NA,NA,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,18,"Zinc, Total",Dissolved,mg/L,0.0932,3.4873586077817444,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,0.09977432485375572,0.11253217158628168,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,10,Fecal coliforms,Total,CFU/100 mL,11600,434048.9254320626,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,0.09977432485375572,0.11253217158628168,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,11,TN,Total,mg/L,2.71,101.40280930352496,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,0.09977432485375572,0.11253217158628168,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,12,TP,Total,mg/L,0.34,12.722123676457008,37.41801081310884
149.2906996,business,Commercial,J01-9992-1 (J01P27),0.486,0.4309018585120463,0.09977432485375572,0.11253217158628168,NA,0.10475399667667123,0.12161927879041888,COMM,0.12161927879041888,307.665126658,13,TSS,Total,mg/L,79.9,2989.699063967397,37.41801081310884
