LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,FACILITYID,Shape_Area,AREA,PERCENTAGE,Jurisdiction
RESSFH,50,Single Family Residential,single family,0.405,J01-9046-3,455039.6617,10.44631501,67.27435144,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9066-1 (J01P04),916983.5314,21.05112946,25.63403975,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J01-9066-2 (J01P03),5845519.898,134.1952085,31.92466048,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J01-9082-2,2113873.433,48.52805069,38.92805365,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J01-9082-3,2113873.433,48.52805069,38.92805365,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J01-9082-4,2113873.433,48.52805069,38.92805365,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J01-9144-1 (J01P23),17326.1021,0.397754165,0.226694405,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J01-9144-4 (J01P26),856621.8238,19.665409789999998,10.16336326,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J01-9259-3,1843754.615,42.32695111,30.07132704,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9264-1 (J01P06),5377099.137,123.4417044,18.12836671,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9275-1,404266.5587,9.280720289,34.24741715,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9275-2,487874.637,11.20010534,26.2099608,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9313-1,3210351.823,73.6998316,53.64795616,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J01-9349-1,1227538.35,28.18051561,40.42720549,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9364-3 (J01P21),537350.5265,12.33592002,7.34834179,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,J01-9377-1,438463.8224,10.06578458,29.22120474,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9782-1 (J01TBN3),739969.4788,16.98742972,55.14164806,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9785-1,27474.70921,0.630735058,2.967244305,Lake Forest
RESSFH,50,Single Family Residential,single family,0.405,J01-9992-1 (J01P27),2666012.929,61.20348011,11.05071991,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J03-9215-1,738031.6654,16.94294347,26.0147134,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9215-3,4524682.745,103.8728385,66.89057859,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9216-2,17722483.72,406.8538708,36.21994063,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9216-5,11831.42432,0.271612129,0.960898505,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9221-1 (J03P02),10966604.7,251.759609,44.50330833,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9234-5,3154874.613,72.426245,55.0770728,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9234-6,4787229.938,109.9001168,47.35216919,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9234-8,13362211.79,306.7541734,46.62212005,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9368-1 (J03TBN1),2585104.648,59.346074110000004,64.26656341,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J03-9368-2 (J03TBN2),1120728.333,25.72848521,75.160804,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J04-9249-1,35089241.82,805.5413722,49.01509422,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,J05-9255-1 (J05P01),1085346.706,24.91623158,35.57164977,Laguna Hills
RESSFH,50,Single Family Residential,single family,0.405,J06-10011-1 (J06P01),3798039.588,87.19134023,9.316288763,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J06-9079-1 (J06P03),4303948.404,98.80545501,27.01171295,Aliso Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9022-1,2092585.695,48.03934953,58.21265013,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9022-6,1152268.881,26.45245364,56.57244734,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9109-1,937794.3308,21.52879547,40.57975267,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9109-2,2948864.029,67.69687384,33.57245938,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9109-4 (J07P02),5570828.936,127.8891464,32.38305781,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9110-1,1750726.625,40.19131378,39.35749297,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9110-2,1823337.149,41.8582287,31.38009864,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,J07-9110-3,617892.6457,14.18492005,22.99758583,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,K01-12032-2 (K01P11),2357065.608,54.11099715,42.65835432,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12036-1,1098116.371,25.20938392,18.2934606,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12036-10,3051490.894,70.0528719,37.79046565,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12036-5,23053.31973,0.529233516,1.88498407,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12058-1 (K01P08),4349128.482,99.84265102,30.29926971,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12058-2 (K01P09),3972689.791,91.20077323,30.09402465,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12062-1,3972689.791,91.20077323,35.23423173,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12126-1 (K01S01),15406668.64,353.6898592,39.95352004,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,K01-12138-1 (K01TBN1),2336159.208,53.63105033,59.04405477,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12155-1,935889.2114,21.48514589,33.69788539,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12155-5,1297537.292,29.78747664,20.25729461,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12156-1,1564627.207,35.9190419,40.63795049,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12156-3,2249678.264,51.64571309,39.69057323,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12156-6,928011.0276,21.30420174,31.11631373,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,K01-12159-2,11389401.22,261.4646745,38.21297621,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,K01-12159-3,466446.4992,10.70813818,75.69352749,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-125-1,4993519.208,114.6358857,31.66071813,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-125-2,279840.9,6.424288782,5.671630193,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-125-3,1155848.796,26.53474332,38.30806997,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-218-1,602697.9654,13.83609679,20.79020797,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-218-2,273531.3576,6.27944104,19.28388599,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-218-3,1321162.922,30.32984864,51.76173483,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-218-4,977405.5139,22.43823286,60.10528504,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-223-1 (L08TBN1),1740947.061,39.96680497,29.19857754,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-242-1 (L07P16),3106275.147,71.31055033,36.20383685,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-261-1,4946491.559,113.5562751,75.8869263,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-303-1,893778.1857,20.51832382,9.835652608,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-303-2,1668838.272,38.3112551,53.78596858,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-303-3,2275924.734,52.24804257,35.11560403,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-303-4,1562727.729,35.87529221,47.01576867,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-303-5,2425619.626,55.68456441,28.05456395,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-335-2,327312.154,7.514053122,0.469616986,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-340-1,2836202.282,65.11050566,38.41965429,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-372-1,2551048.881,58.56425815,49.79318059,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-391-1,741876.5307,17.03120978,56.84921563,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-391-3,1727536.979,39.65895061,46.38017818,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-404-1,4258391.965,97.75961889,41.11163248,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-404-1,3871061.439,88.86734248,46.48951384,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-404-2,1723219.166,39.55966865,31.72520217,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-414-1,624157.2906,14.32873708,34.63146687,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-414-2,129132.9901,2.964497399,42.8372255,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-414-3,1081099.915,24.81873827,28.5770969,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-471-1,2776214.31,63.73336583,19.95835277,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-494-1,4354979.872,99.97698099,33.47067762,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-514-1,1654680.623,37.98639214,14.20544131,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-517-3,2512.924047,0.057689029,0.009553745,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-517-7,1388000.963,31.86424506,22.4539786,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-517-8,2512.924046,0.057688798,0.011011448,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-556-1,1975157.1,45.34354913,46.87307079,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-601-1,351656.0092,8.072943431,74.74802455,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-602-2,373882.7286,8.583200737,13.74996195,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-618-1,1391395.636,31.94217634,34.48624271,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-618-2,4013092.64,92.12829873,23.06133683,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-618-4,2076777.396,47.67643946,43.86882465,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-618-5 (L01S09),3937933.55,90.40287654,23.0029077,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-724-1 (L01S01),7369528.857,169.18178,59.69521304,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-724-2,481024.53,11.042847890000001,68.17460819,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-724-4 (L01P03),8781622.98,201.5991301,57.64550174,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-726-2,4575.151138,0.105031438,4.176367082,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-726-5,2026680.444,46.52636711,67.52036688,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-726-6,639.0907532,0.014671564,0.236138759,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-726-8,899703.5523,20.65443414,63.88839426,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-727-1 (L01S04),7803776.496,179.1507739,39.08149222,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-728-2,474256.0945,10.88746537,11.34429113,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-728-3 (L01S02),10180243.55,233.7071689,23.04760063,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-728-4,1230476.56,28.24796791,35.65806559,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-728-5 (L01-DP),5774.5974,0.132567045,0.536193184,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-728-8d,1.843368754,4.23179e-5,9.38851e-5,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-728-9,256711.0399,5.893274562,13.76452521,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,L01-730-1,171930.3834,3.946994287,12.11387767,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-731-1 (L08TBN2),11497316.92,263.9431338,24.14175172,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L01-733-2,981936.7008,22.54225502,18.71825217,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-733-4,352807.0924,8.09936877,15.97906965,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-733-5,352807.1287,8.099337206,15.9790712,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-733-7,3103927.279,71.25636545,36.21643446,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-747-1,1054101.333,24.19893365,18.24742006,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-747-2,2989311.196,68.62541675,28.52060986,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-748-1,3437626.241,78.91735517,78.98209507,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-748-2,3437626.185,78.91703822,66.26546137,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-749-2d,1306890.367,30.00207454,71.55278676,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-749-3,1306890.463,30.00219674,71.55279323,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-749-5,5088828.953,116.8234378,63.20225736,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-760-1,868750.2413,19.94384105,59.51523599,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-760-2,824884.3289,18.93681424,58.1341407,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L01-766-2 (L01S06),2148243.544,49.31708304,20.09608332,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-766-3,2075482.172,47.6467051,12.87816579,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-766-4,672369.8877,15.43555044,59.65878584,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-766-7,185214.165,4.251949169,7.494645442,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-766-8,185214.1649,4.251932161,7.494645565,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L01-766-9,2452513.661,56.3019665,14.21847962,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-166-1 (L02PXX),1417892.126,32.55045449,42.11805188,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-166-2 (L02P25),6495441.356,149.1154118,40.971033920000004,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-166-3 (L02P26),6330642.432,145.332134,29.37868477,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-204-1 (L02P45),966546.9522,22.18895359,41.10425645,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-246-1 (L11P01),857321.1036,19.68146311,8.631073471,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-344-1,2230480.826,51.2049988,28.71548335,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L02-344-2,2230480.856,51.20479467,28.71548444,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L02-359-1 (L02P43),2064968.663,47.40534718,51.27250873,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L02-366-1 (MVL02P14),3408284.317,78.2437546,39.35354891,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L02-374-1 (L02P50),5838295.722,134.0293635,29.36134465,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L02-374-2 (MVL02P20),1598494.288,36.69652621,43.51139925,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L02-396-1,4811746.249,110.4629361,57.01740806,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L02-401-1,4811746.249,110.4629361,55.37402937,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L02-401-2 (COL02P55),733547.6788,16.84000489,14.41001254,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L02-502-1,7722446.135,177.2836782,47.69195608,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-502-6,1390802.267,31.92855442,80.67799567,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-541-2,14427.81589,0.331218402,4.686111552,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-541-6,88325.23476,2.027676494,11.50458484,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-541-7,735242.6281,16.87891573,68.12728087,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-541-9 (L02P02),3009049.99,69.07855891,31.06534294,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-571-1,3646.810042,0.083719574,0.232336982,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-571-5 (L02TBN2),5877322.351,134.9252952,61.11056723,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L02-622-2 (L02P32),5342455.424,122.646391,21.4588439,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-640-1 (L11P02),4561204.485,104.7112656,20.57818334,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-641-1,11136491.28,255.6596838,27.59873025,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L02-641-2,11136491.28,255.6596838,27.59873025,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L03-074-1 (L03B01),6161582.852,141.4510445,46.66659687,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-074-2,1311809.779,30.11500871,56.70401519,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-141-2,655.6016629,0.015050543,0.049223711,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-141-3,655.6016629,0.015050543,0.049223711,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-142-1 (L03P24),1489702.941,34.19901056,13.37837706,Rancho Santa Margarita
RESSFH,50,Single Family Residential,single family,0.405,L03-172-2,972706.4814,22.33035749,48.01342487,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-172-3,2269992.198,52.11185028,51.66490908,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-214-2 (L03P18),21946495.28,503.824221,33.95244752,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-240-1 (L03P14),4859186.929,111.5520286,32.43353953,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-241-3,11592512.01,266.1285212,36.85632096,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-241-4,4527745.186,103.9431427,49.61548029,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-316-1,193939.8082,4.452263177,19.65546345,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-316-2,2854499.877,65.53056232,45.81224656,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-316-3 (L03P12),7833055.013,179.8229188,49.75398959,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-316-4,954896.7267,21.92150014,49.69909892,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-418-1,489221.5791,11.231027,9.078187673,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L03-418-8,1559934.819,35.81131906,17.00857556,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L03-455-2,371593.2689,8.530641766,18.69244001,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L03-455-3 (L03P37),64130.92353,1.472249313,2.040623055,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L03-455-5,16615.74361,0.381446512,1.605770502,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L03-455-7,910348.1345,20.8988011,32.5453453,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L03-497-1,138923.2885,3.18925262,7.006635622,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,L03-662-1,1989160.199,45.66501735,52.91977896,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-662-3 (L03P16),4380019.416,100.5518121,23.02807948,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-691-1 (L03P09),8427336.822,193.4658065,38.30796033,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-693-1 (L03P11),7695356.345,176.6617798,63.13580456,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L03-708-1,431878.8803,9.914614505,9.096886391,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L03-708-11 (L03P05),5074911.555,116.5044044,67.85033034,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L03-708-13,78.13895085,0.001793831,0.002800044,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L03-708-9,317948.90870000003,7.299102588,37.61970031,Laguna Niguel
RESSFH,50,Single Family Residential,single family,0.405,L04-136-1u (L04P07),8341990.192,191.5057436,42.117857,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L04-266-1,1738975.615,39.92154662,73.54707325,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L04-266-5,16131610.12,370.3322921,64.08762027,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L04-301-1 (L04P08),4459166.081,102.3687768,53.36258266,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L04-672-1,7477057.755,171.6496271,42.30133594,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L04-702-1 (L04P02),2325074.589,53.37658149,63.26762596,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L04-702-4,8371337.152,192.1802258,51.27883819,Mission Viejo
RESSFH,50,Single Family Residential,single family,0.405,L05-049-1,4160299.153,95.50770879,19.96924608,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L05-489-3,20299668.03,466.0181183,25.43108867,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L05-489-3d,20321118.18,466.5105478,24.16737224,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L05-489-7,1443327.284,33.1343677,35.88703165,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,L05-503-1,2358442.093,54.14238046,42.94246456,San Juan Capistrano
RESSFH,50,Single Family Residential,single family,0.405,LC01-11446-1,1562597.204,35.87243927,20.1154464,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC01-11480-1,24872.18019,0.570986689,0.026499679,Orange Co
RESSFH,50,Single Family Residential,single family,0.405,LC02-11508-2,849340.2324,19.49816879,40.60374321,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC02-11508-3,616559.745,14.15432074,4.427998559,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC03-11515-1,5067192.265,116.3267278,49.68318261,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC04-11199-1,151925.4649,3.487728762,1.748867581,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC05-11017-1,670106.4301,15.3835884,24.08080075,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC05-11017-2,207691.09,4.767931358,18.06907779,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC06-11019-1,1047450.096,24.04624163,39.54042877,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,LC06-11509-2,725073.8861,16.6454726,32.0948684,Laguna Beach
RESSFH,50,Single Family Residential,single family,0.405,M00.1-070-4,3284142.503,75.3938393,54.99512237,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M00.1-070-6,4939737.575,113.4007708,57.07410215,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M00.1-071-2 (M00S04),10669144.16,244.9308272,58.75613886,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M00.1-071-3 (M00S04),2694601.005,61.85977464,61.23960824,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M00.2-066-1 (M00S07),1420455.632,32.60930472,23.91812182,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-038-3,3299011.215,75.73487637,75.56924954,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-038-6,892920.3682,20.49863104,30.05469079,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-042-1 (M01S01),3602824.499,82.70980052,42.27397893,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-047-1,12140295.67,278.7039539,38.74213859,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-050-4,2374566.351,54.51276055,51.87324766,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-060-3,55295835.31,1269.422785,27.92533014,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,M01-099-1,524017.6751,12.02979052,39.08333358,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-124-2,2305142.79,52.91879683,60.45140881,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-124-4,892920.3682,20.49863104,30.05469079,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M01-168-1d (M00P03),71531.38439,1.642134628,35.66624397,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,M01-168-2d (M00P03),461531.7657,10.59531142,36.73152688,Dana Point
RESSFH,50,Single Family Residential,single family,0.405,M02-013-1,1025533.604,23.54310619,54.52486019,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-015-1,1125658.144,25.84165857,39.2205604,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-028-2 (M02P08),2075394.829,47.64469996,21.54226786,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-052-3,139.0648347,0.003192502,0.001788469,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-052-4,840257.5692,19.28973669,16.24830431,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-061-4 (SCBS@M02),1330605.591,30.54662336,33.79734711,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-061-6,11824.94419,0.271464451,0.662700511,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-085-1 (M02P06),3090669.788,70.95229915,19.04261827,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-086-1,902513.7927,20.71894864,40.82682076,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,M02-102-1,35270999.49,809.713971,16.78161776,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,SC01-077-1,1466811.639,33.67349646,69.07448236,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,SC01-077-2,3188693.947,73.20234038,63.74585403,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,SC02-072-4,1908471.083,43.81246746,28.43729005,San Clemente
RESSFH,50,Single Family Residential,single family,0.405,SC03-067-1,1651776.427,37.9197207,21.70406516,San Clemente
