RC_Group,FACILITYID,AREA,RC_WMAcf
Commercial,L03-662-3 (L03P16),12.84278488,0.12161927879041888
Commercial,L03-691-1 (L03P09),17.41212667,0.12161927879041888
Commercial,L03-693-1 (L03P11),8.5115051,0.12161927879041888
Commercial,L03-708-1,14.47568809,0.12161927879041888
Commercial,L03-708-11 (L03P05),0.040401952,0.12161927879041888
Commercial,L03-708-13,26.79802137,0.12161927879041888
Commercial,L03-708-5,10.02879963,0.12161927879041888
Commercial,L04-136-1 (L04P07),48.58158574,0.12161927879041888
Commercial,L04-136-1u (L04P07),48.58139153,0.12161927879041888
Commercial,L04-232-1,1.137860941,0.12161927879041888
Commercial,L04-266-5,12.72771635,0.12161927879041888
Commercial,L04-301-1 (L04P08),8.370636281,0.12161927879041888
Commercial,L04-672-1,48.58139153,0.12161927879041888
Commercial,L04-702-3,0.008190948,0.12161927879041888
Commercial,L04-702-4,63.81419309,0.12161927879041888
Commercial,L05-049-2,42.05658863,0.12161927879041888
Commercial,L05-489-3,60.39611311,0.12161927879041888
Commercial,L05-489-3d,60.39611311,0.12161927879041888
Commercial,LC02-11508-1,0.465140921,0.12161927879041888
Commercial,LC02-11508-2,6.611988347,0.12161927879041888
Commercial,LC02-11508-3,8.56911046,0.12161927879041888
Commercial,LC03-11455-1,0.596184429,0.12161927879041888
Commercial,LC03-11515-1,6.306638746,0.12161927879041888
Commercial,LC04-11199-1,2.793025051,0.12161927879041888
Commercial,LC05-11017-1,10.33220948,0.12161927879041888
Commercial,LC05-11017-2,0.911051828,0.12161927879041888
Commercial,LC06-11019-1,2.143528569,0.12161927879041888
Commercial,LC06-11019-2,2.28437063,0.12161927879041888
Commercial,LC06-11509-1,0.861542128,0.12161927879041888
Commercial,LC06-11509-2,2.267031072,0.12161927879041888
Commercial,M00.1-070-1,0.169267972,0.12161927879041888
Commercial,M00.1-070-2,2.475052517,0.12161927879041888
Commercial,M00.1-070-3,2.257157965,0.12161927879041888
Commercial,M00.1-070-4,2.632525693,0.12161927879041888
Commercial,M00.1-070-6,4.892161583,0.12161927879041888
Commercial,M00.1-071-1 (M00S04),14.32171728,0.12161927879041888
Commercial,M00.1-071-2 (M00S04),14.32171728,0.12161927879041888
Commercial,M00.1-071-3 (M00S04),8.418148093,0.12161927879041888
Commercial,M00.2-066-1 (M00S07),17.45821996,0.12161927879041888
Commercial,M00.3-169-2,2.082967091,0.12161927879041888
Commercial,M01-047-1,2.672565594,0.12161927879041888
Commercial,M01-050-7,0.619876934,0.12161927879041888
Commercial,M01-060-3,49.85004184,0.12161927879041888
Commercial,M01-099-1,0.08167778,0.12161927879041888
Commercial,M01-168-2d (M00P03),1.139418111,0.12161927879041888
Commercial,M02-032-1,13.282984,0.12161927879041888
Commercial,M02-052-2,111.2850747,0.12161927879041888
Commercial,M02-052-3,10.76753188,0.12161927879041888
Commercial,M02-052-4,10.01399569,0.12161927879041888
Commercial,M02-056-1,125.670013,0.12161927879041888
Commercial,M02-061-4 (SCBS@M02),7.541634856,0.12161927879041888
Commercial,M02-061-6,22.52575799,0.12161927879041888
Commercial,M02-085-2,16.38395873,0.12161927879041888
Commercial,M02-102-1,209.5660067,0.12161927879041888
Commercial,M02-142-1,16.93106121,0.12161927879041888
Commercial,SC02-072-4,5.565220686,0.12161927879041888
Commercial,SC03-067-1,6.075058681,0.12161927879041888
Commercial,SC03-067-2,5.464705641,0.12161927879041888
Commercial,SC05-073-1,1.801103277,0.12161927879041888
Commercial,SC05-073-2,0.972527199,0.12161927879041888
Commercial,SC05-073-3,0.828576077,0.12161927879041888
Commercial,SC06-146-2 (M00P02),25.55002295,0.12161927879041888
Commercial,SC07-079-1,1.766697692,0.12161927879041888
Commercial,SC07-079-5,0.781446674,0.12161927879041888
Commercial,SC09-081-2d,3.399943474,0.12161927879041888
Commercial,SC10-075-1d (M00P05),2.504237894,0.12161927879041888
Commercial,SC10-075-3 (M00S01),22.14449064,0.12161927879041888
Commercial,SC11-026-1 (M00P01),4.609004605,0.12161927879041888
Commercial,SC11-035-1d,1.750153156,0.12161927879041888
Commercial,SC11-035-2d,0.672291319,0.12161927879041888
Commercial,SC11-035-3d,1.868461582,0.12161927879041888
Commercial,SC11-035-4,1.185963871,0.12161927879041888
Commercial,SC11-130-1,0.516399702,0.12161927879041888
Commercial,SC11-130-2,0.619159428,0.12161927879041888
Commercial,SC12-068-2,22.56419048,0.12161927879041888
Commercial,SC12-068-3,0.200503026,0.12161927879041888
Commercial,SC12-068-4,0.870064374,0.12161927879041888
Commercial,SM01-086-1 (M03P01),6.33633367,0.12161927879041888
Commercial,SM01-086-2,6.336308088,0.12161927879041888
Education,DP04-12015-1,2.041358588,0.14449337642180793
Education,I00-11437-1,12.20482247,0.14449337642180793
Education,I00-11453-1,24.44795845,0.14449337642180793
Education,I00-11518-1,12.20482247,0.14449337642180793
Education,I00-11518-2,0.014031866,0.14449337642180793
Education,I01-11059-1,1.025496842,0.14449337642180793
Education,I01-11093-1,4.097174347,0.14449337642180793
Education,I01-11487-1,8.69840326,0.14449337642180793
Education,I01-11487-2,3.922065917,0.14449337642180793
Education,J01-10004-1 (J01P01),10.04222575,0.14449337642180793
Education,J01-10017-1 (J01TBN4),6.372841497,0.14449337642180793
Education,J01-10018-1 (J01TBN5),0.056954456,0.14449337642180793
Education,J01-10019-1 (J01P33),17.27603901,0.14449337642180793
Education,J01-10041-2 (J03P13),8.451321088,0.14449337642180793
Education,J01-9007-1 (J02P05),12.39463436,0.14449337642180793
Education,J01-9008-1 (J01P30),3.913915304,0.14449337642180793
Education,J01-9031-1,11.10218327,0.14449337642180793
Education,J01-9033-1,1.196297466,0.14449337642180793
Education,J01-9046-2,0.283630505,0.14449337642180793
Education,J01-9066-1 (J01P04),0.898064193,0.14449337642180793
Education,J01-9066-2 (J01P03),28.79546702,0.14449337642180793
Education,J01-9144-1 (J01P23),9.482569091,0.14449337642180793
Education,J01-9144-4 (J01P26),26.06913493,0.14449337642180793
Education,J01-9264-1 (J01P06),11.10218327,0.14449337642180793
Education,J01-9275-2,0.044966798,0.14449337642180793
Education,J01-9377-1,0.260541428,0.14449337642180793
Education,J01-9992-1 (J01P27),32.5698463,0.14449337642180793
Education,J03-9199-1,34.96508681,0.14449337642180793
Education,J03-9215-3,1.134848593,0.14449337642180793
Education,J03-9216-2,18.96781026,0.14449337642180793
Education,J03-9234-6,6.146451394,0.14449337642180793
Education,J03-9234-8,6.146427225,0.14449337642180793
Education,J03-9368-1 (J03TBN1),15.41414485,0.14449337642180793
Education,J07-9109-3,5.795973057,0.14449337642180793
Education,J07-9109-4 (J07P02),44.25864932,0.14449337642180793
Education,J07-9110-2,11.41645216,0.14449337642180793
Education,K01-12046-2,13.93259066,0.14449337642180793
Education,K01-12058-1 (K01P08),10.27701759,0.14449337642180793
Education,K01-12126-1 (K01S01),4.50198265,0.14449337642180793
Education,K01-12156-1,3.294419357,0.14449337642180793
Education,K01-12156-4,10.6381713,0.14449337642180793
Education,K01-12159-2,52.08038699,0.14449337642180793
Education,K01-12177-1,0.361153712,0.14449337642180793
Education,L01-335-1,75.47955901,0.14449337642180793
Education,L01-335-2,75.47925696,0.14449337642180793
Education,L01-391-3,0.005432178,0.14449337642180793
Education,L01-602-1,46.88706883,0.14449337642180793
Education,L01-618-1,4.960098284,0.14449337642180793
Education,L01-618-3,6.164545155,0.14449337642180793
Education,L01-618-4,8.246212489,0.14449337642180793
Education,L01-618-5 (L01S09),1.703155938,0.14449337642180793
Education,L01-724-1 (L01S01),8.297799655,0.14449337642180793
Education,L01-724-4 (L01P03),21.27739214,0.14449337642180793
Education,L01-733-2,2.897839786,0.14449337642180793
Education,L01-747-2,1.129697883,0.14449337642180793
Education,L01-748-2,8.612268044,0.14449337642180793
Education,L02-166-3 (L02P26),13.5083148,0.14449337642180793
Education,L02-246-1 (L11P01),9.186620381,0.14449337642180793
Education,L02-366-1 (MVL02P14),0.010533286,0.14449337642180793
Education,L02-374-2 (MVL02P20),6.223439452,0.14449337642180793
Education,L02-396-1,7.966759289,0.14449337642180793
Education,L02-401-1,7.966759289,0.14449337642180793
Education,L02-412-1,44.19857284,0.14449337642180793
Education,L02-541-9 (L02P02),8.166494341,0.14449337642180793
Education,L02-622-1 (L02P28),1.239095634,0.14449337642180793
Education,L02-622-2 (L02P32),0.88589477,0.14449337642180793
Education,L02-640-1 (L11P02),15.18997125,0.14449337642180793
Education,L02-641-1,68.93421494,0.14449337642180793
Education,L02-641-2,68.93421494,0.14449337642180793
Education,L03-214-2 (L03P18),0.225277118,0.14449337642180793
Education,L03-214-2 (With Upper Oso),0.225277118,0.14449337642180793
Education,L03-240-1 (L03P14),0.123132863,0.14449337642180793
Education,L03-241-3,8.632234933,0.14449337642180793
Education,L03-241-4,0.009067806,0.14449337642180793
Education,L03-316-2,3.324765386,0.14449337642180793
Education,L03-316-3 (L03P12),3.674201027,0.14449337642180793
Education,L03-418-1,44.8375275,0.14449337642180793
Education,L03-455-2,2.34581047,0.14449337642180793
Education,L03-455-3 (L03P37),39.8977331,0.14449337642180793
Education,L03-693-1 (L03P11),11.55620697,0.14449337642180793
Education,L04-136-1 (L04P07),21.49868956,0.14449337642180793
Education,L04-136-1u (L04P07),21.49860365,0.14449337642180793
Education,L04-266-1,1.900516937,0.14449337642180793
Education,L04-266-5,25.75440771,0.14449337642180793
Education,L04-301-1 (L04P08),39.55189736,0.14449337642180793
Education,L04-672-1,12.03727893,0.14449337642180793
Education,L04-702-4,0.268768276,0.14449337642180793
Education,L05-049-1,1.0976888,0.14449337642180793
Education,L05-049-2,34.70424913,0.14449337642180793
Education,L05-489-3,34.70438795,0.14449337642180793
Education,L05-489-3d,34.70438795,0.14449337642180793
Education,LC03-11515-1,0.344447764,0.14449337642180793
Education,M01-047-1,7.994654628,0.14449337642180793
Education,M01-060-3,29.68520041,0.14449337642180793
Education,M02-052-2,28.35625547,0.14449337642180793
Education,M02-052-3,4.307045129,0.14449337642180793
Education,M02-056-1,38.06039401,0.14449337642180793
Education,M02-061-4 (SCBS@M02),0.127992862,0.14449337642180793
Education,M02-085-2,1.47457283,0.14449337642180793
Education,M02-102-1,99.37136013,0.14449337642180793
Education,M02-142-1,1.430254583,0.14449337642180793
Education,SC02-072-4,10.35629469,0.14449337642180793
Education,SC06-146-2 (M00P02),0.366196118,0.14449337642180793
Education,SC07-079-1,6.991150155,0.14449337642180793
Education,SC09-081-2d,17.99212167,0.14449337642180793
Education,SC11-130-2,10.38190279,0.14449337642180793
Education,SC12-068-2,0.091823791,0.14449337642180793
Light Industrial,I01-11023-3,0.197480777,0.09586073875868442
Light Industrial,I01-11023-5,1.409502988,0.09586073875868442
Light Industrial,I01-11059-1,0.292129527,0.09586073875868442
Light Industrial,I01-11077-1,5.126681788,0.09586073875868442
Light Industrial,I01-11077-2,6.085687624,0.09586073875868442
Light Industrial,I01-11093-1,0.555453457,0.09586073875868442
Light Industrial,I01-11195-2,10.99823536,0.09586073875868442
Light Industrial,I01-11216-4 (I02P14),0.688031849,0.09586073875868442
Light Industrial,I01-11217-1,9.967556225,0.09586073875868442
Light Industrial,I01-11487-1,33.45579028,0.09586073875868442
Light Industrial,J01-9031-1,0.416897183,0.09586073875868442
Light Industrial,J01-9040-1,0.003458212,0.09586073875868442
Light Industrial,J01-9066-2 (J01P03),67.78951238,0.09586073875868442
Light Industrial,J01-9144-1 (J01P23),20.9122754,0.09586073875868442
Light Industrial,J01-9144-4 (J01P26),0.39899682400000003,0.09586073875868442
Light Industrial,J01-9224-1 (J01P24),3.872720892,0.09586073875868442
Light Industrial,J01-9224-2 (J01P25),3.872720892,0.09586073875868442
Light Industrial,J01-9259-3,3.340659811,0.09586073875868442
Light Industrial,J01-9264-1 (J01P06),149.6653025,0.09586073875868442
Light Industrial,J01-9992-1 (J01P27),7.570482712,0.09586073875868442
Light Industrial,J04-9249-1,15.07540758,0.09586073875868442
Light Industrial,J05-9800-2,0.001073297,0.09586073875868442
Light Industrial,J06-9079-1 (J06P03),7.902702277,0.09586073875868442
Light Industrial,J06-9362-1,7.902702277,0.09586073875868442
Light Industrial,K01-12126-1 (K01S01),2.397082772,0.09586073875868442
Light Industrial,L00-12094-1 (L00P01),1.390512577,0.09586073875868442
Light Industrial,L01-399-1,6.668224738,0.09586073875868442
Light Industrial,L01-399-2,6.668224738,0.09586073875868442
Light Industrial,L01-458-1,10.88226633,0.09586073875868442
Light Industrial,L01-471-1,2.435094945,0.09586073875868442
Light Industrial,L01-517-3,0.513175908,0.09586073875868442
Light Industrial,L01-517-8,0.011780781,0.09586073875868442
Light Industrial,L01-602-1,9.88725144,0.09586073875868442
Light Industrial,L01-613-1,13.41357457,0.09586073875868442
Light Industrial,L01-618-5 (L01S09),0.038627778,0.09586073875868442
Light Industrial,L01-724-3,12.06676777,0.09586073875868442
Light Industrial,L01-726-9,19.75509948,0.09586073875868442
Light Industrial,L01-728-2,9.656746087,0.09586073875868442
Light Industrial,L01-728-3 (L01S02),17.35059108,0.09586073875868442
Light Industrial,L01-728-4,1.236089227,0.09586073875868442
Light Industrial,L01-728-7 (L01S03),13.41362781,0.09586073875868442
Light Industrial,L01-728-9,5.35198e-4,0.09586073875868442
Light Industrial,L01-747-2,0.033038089,0.09586073875868442
Light Industrial,L01-766-2 (L01S06),0.876541864,0.09586073875868442
Light Industrial,L01-766-3,11.13123017,0.09586073875868442
Light Industrial,L01-766-4,1.616517738,0.09586073875868442
Light Industrial,L01-766-5,2.002710396,0.09586073875868442
Light Industrial,L02-366-1 (MVL02P14),0.053808605,0.09586073875868442
Light Industrial,L02-541-9 (L02P02),6.702425157,0.09586073875868442
Light Industrial,L02-571-1,0.050186997,0.09586073875868442
Light Industrial,L02-571-2,1.186713381,0.09586073875868442
Light Industrial,L02-622-1 (L02P28),18.03645015,0.09586073875868442
Light Industrial,L02-640-1 (L11P02),88.53420725,0.09586073875868442
Light Industrial,L03-214-2 (L03P18),3.503435524,0.09586073875868442
Light Industrial,L03-214-2 (With Upper Oso),3.503435524,0.09586073875868442
Light Industrial,L03-418-8,1.246878479,0.09586073875868442
Light Industrial,L03-708-5,6.723911034,0.09586073875868442
Light Industrial,L04-136-1 (L04P07),14.0777135,0.09586073875868442
Light Industrial,L04-136-1u (L04P07),14.07765772,0.09586073875868442
Light Industrial,L04-672-1,14.07765772,0.09586073875868442
Light Industrial,L05-049-2,14.83424128,0.09586073875868442
Light Industrial,L05-489-3,9.6645818,0.09586073875868442
Light Industrial,L05-489-3d,9.6645818,0.09586073875868442
Light Industrial,LC06-11509-2,0.206616791,0.09586073875868442
Light Industrial,M00.1-071-1 (M00S04),1.717159991,0.09586073875868442
Light Industrial,M00.1-071-2 (M00S04),1.717159991,0.09586073875868442
Light Industrial,M00.1-071-3 (M00S04),1.26608658,0.09586073875868442
Light Industrial,M01-003-1,69.98335033,0.09586073875868442
Light Industrial,M01-003-2,69.98335033,0.09586073875868442
Light Industrial,M01-008-1,430.4839878,0.09586073875868442
Light Industrial,M01-050-7,0.478555959,0.09586073875868442
Light Industrial,M01-060-3,451.3510424,0.09586073875868442
Light Industrial,M02-052-2,175.684073,0.09586073875868442
Light Industrial,M02-052-3,81.04553466,0.09586073875868442
Light Industrial,M02-056-1,175.7093747,0.09586073875868442
Light Industrial,M02-061-4 (SCBS@M02),3.356544866,0.09586073875868442
Light Industrial,M02-061-5,3.432572034,0.09586073875868442
Light Industrial,M02-061-6,2.942950819,0.09586073875868442
Light Industrial,M02-085-2,18.7121403,0.09586073875868442
Light Industrial,M02-102-1,205.5348478,0.09586073875868442
Light Industrial,M02-142-1,0.647229118,0.09586073875868442
Light Industrial,SC03-067-1,0.252518486,0.09586073875868442
Light Industrial,SC03-067-2,0.252518486,0.09586073875868442
Light Industrial,SC06-146-2 (M00P02),0.567663544,0.09586073875868442
Light Industrial,SM01-086-1 (M03P01),11.70495722,0.09586073875868442
Light Industrial,SM01-086-2,11.7049104,0.09586073875868442
Commercial,I00-11437-1,3.245763986,0.12161927879041888
Commercial,I00-11518-1,3.245763986,0.12161927879041888
Commercial,I00-11518-2,3.245751003,0.12161927879041888
Commercial,I01-11015-2,2.715218899,0.12161927879041888
Commercial,I01-11015-3,2.276025151,0.12161927879041888
Commercial,I01-11065-1,0.039613074,0.12161927879041888
Commercial,I01-11093-1,0.030944103,0.12161927879041888
Commercial,I01-11195-2,3.461122543,0.12161927879041888
Commercial,I01-11216-4 (I02P14),2.253658819,0.12161927879041888
Commercial,I01-11217-1,1.207477945,0.12161927879041888
Commercial,I01-11487-1,7.096434498,0.12161927879041888
Commercial,J01-10004-1 (J01P01),3.562571606,0.12161927879041888
Commercial,J01-10041-2 (J03P13),1.740164508,0.12161927879041888
Commercial,J01-9031-1,1.611223496,0.12161927879041888
Commercial,J01-9046-2,0.035323499,0.12161927879041888
Commercial,J01-9066-1 (J01P04),0.166242109,0.12161927879041888
Commercial,J01-9066-2 (J01P03),0.082066577,0.12161927879041888
Commercial,J01-9144-4 (J01P26),0.305957551,0.12161927879041888
Commercial,J01-9224-1 (J01P24),0.197440069,0.12161927879041888
Commercial,J01-9224-2 (J01P25),0.197440069,0.12161927879041888
Commercial,J01-9259-3,1.627616739,0.12161927879041888
Commercial,J01-9264-1 (J01P06),1.616416574,0.12161927879041888
Commercial,J01-9377-2 (J01TBN8),0.099662295,0.12161927879041888
Commercial,J01-9992-1 (J01P27),4.541863729,0.12161927879041888
Commercial,J03-9199-1,1.529196707,0.12161927879041888
Commercial,J03-9216-2,2.471299399,0.12161927879041888
Commercial,J03-9221-1 (J03P02),0.495257857,0.12161927879041888
Commercial,J03-9234-6,2.4264138,0.12161927879041888
Commercial,J03-9234-8,2.602330439,0.12161927879041888
Commercial,J04-9249-1,9.701009257,0.12161927879041888
Commercial,J06-9079-1 (J06P03),3.624211795,0.12161927879041888
Commercial,J06-9362-1,3.624211795,0.12161927879041888
Commercial,J07-9019-2,0.213678123,0.12161927879041888
Commercial,J07-9022-2,1.029870097,0.12161927879041888
Commercial,J07-9022-3,0.001249278,0.12161927879041888
Commercial,J07-9022-6,0.001249434,0.12161927879041888
Commercial,J07-9109-4 (J07P02),0.562630565,0.12161927879041888
Commercial,K01-12032-2 (K01P11),0.175926977,0.12161927879041888
Commercial,K01-12036-10,0.175926977,0.12161927879041888
Commercial,K01-12046-2,5.104279045,0.12161927879041888
Commercial,K01-12058-2 (K01P09),3.655181553,0.12161927879041888
Commercial,K01-12062-1,3.655181553,0.12161927879041888
Commercial,K01-12126-1 (K01S01),0.145805993,0.12161927879041888
